preprocess,seed,objective_final,objective_delta_last10,objective_still_changing,fit_sec,cluster_frac_min,cluster_frac_mid,cluster_frac_max,margin_mean,margin_median,margin_p10,margin_p25,margin_lt_0p01_frac
pca192_shrink001_l2,0,0.1150079146027565,2.518296241760254e-06,0,0.4327711979858577,0.3270577967139448,0.3353702170880587,0.33757198619799655,0.15071231126785278,0.15969419479370117,0.034531060606241226,0.08580658584833145,0.028832952448162794
pca192_shrink001_l2,1,0.11538521945476532,8.730590343475342e-05,1,0.4318970493040979,0.3211219239262941,0.33684099445655435,0.3420370816171516,0.15112847089767456,0.1590808928012848,0.03623879700899124,0.08903750032186508,0.02759521304836747
pca192_shrink001_l2,2,0.11621985584497452,1.7814338207244873e-05,1,0.4325732970610261,0.32513523347216683,0.33455128649050314,0.34031348003733003,0.15418946743011475,0.16709503531455994,0.03755124658346176,0.0903678759932518,0.02623545848571488
pca192_shrink001_l2,3,0.11488103121519089,2.294778823852539e-05,1,0.432143519166857,0.3166117598433809,0.3382700008683962,0.3451182392882229,0.14987429976463318,0.1592368185520172,0.03431938216090202,0.08580170571804047,0.029482600747700125
pca192_shrink001_l2,4,0.11613977700471878,5.9857964515686035e-05,1,0.43162531591951847,0.3180495601408341,0.33293101306661477,0.34901942679255116,0.1540033221244812,0.1644015610218048,0.03699571266770363,0.0919089987874031,0.02714782411789083
pca192_shrink001_l2,5,0.1147673949599266,7.405877113342285e-06,0,0.43174936063587666,0.3268456442235714,0.32902323014807805,0.34413112562835063,0.149888813495636,0.15764577686786652,0.03385806456208229,0.0841028094291687,0.029790386744096828
pca192_shrink001_l2,6,0.1168326810002327,2.3014843463897705e-05,1,0.43243074510246515,0.32542543169734084,0.3348612709583027,0.33971329734435646,0.15618060529232025,0.16896310448646545,0.03920550271868706,0.09610262513160706,0.0254451080163962
pca192_shrink001_l2,7,0.1142752394080162,1.3016164302825928e-05,1,0.4326273398473859,0.3320483267983771,0.33216924272553294,0.33578243047608997,0.14777398109436035,0.15517657995224,0.031900037080049515,0.08077192306518555,0.031670079793519566
pca192_shrink001_l2,8,0.11598093807697296,1.1041760444641113e-05,1,0.4326597382314503,0.3294277488861994,0.3334817301530246,0.33709052096077596,0.15375688672065735,0.16503691673278809,0.03660723939538002,0.09062111377716064,0.02726104539513676
pca192_shrink001_l2,9,0.1176859512925148,0.00032498687505722046,1,0.43201105715706944,0.33035000763968814,0.33421931730867527,0.3354306750516366,0.15849970281124115,0.17275470495224,0.042402878403663635,0.1032046377658844,0.023245537377861173
pca192_shrink001_l2,10,0.11531088501214981,5.073845386505127e-05,1,0.4325358388014138,0.3298993210021072,0.33313876861418257,0.3369619103837102,0.15118178725242615,0.16124741733074188,0.03459155559539795,0.08624908328056335,0.02898904391776398
pca192_shrink001_l2,11,0.1147431880235672,2.808868885040283e-06,0,0.4325929479673505,0.3304775189810525,0.3330409366367565,0.3364815443821911,0.15032972395420074,0.15648330748081207,0.033085595816373825,0.08290793001651764,0.030224584846156467
pca192_shrink001_l2,12,0.11542173475027084,6.280839443206787e-06,0,0.432136591989547,0.3317009683167294,0.33313876861418257,0.3351602630690881,0.15101012587547302,0.16238902509212494,0.03632258623838425,0.08839103579521179,0.02755454132741505
pca192_shrink001_l2,13,0.11515510827302933,0.0002984851598739624,1,0.4328799960203469,0.32618610280272126,0.3366486282088064,0.3371652689884723,0.15164715051651,0.1597290337085724,0.03376657888293266,0.0841943621635437,0.029703547123684903
pca192_shrink001_l2,14,0.11405552923679352,5.060434341430664e-05,1,0.4329776861704886,0.3189333456447732,0.32754695660107525,0.35351969775415154,0.14768320322036743,0.15215861797332764,0.03224598616361618,0.08020288497209549,0.03132711825467752
pca192_shrink001_l2,15,0.11790517717599869,0.00018009543418884277,1,0.4318303861655295,0.32644442319255423,0.33115684664452805,0.3423987301629177,0.15884630382061005,0.1738797277212143,0.042376138269901276,0.10462754964828491,0.0233191861698561
pca192_shrink001_l2,16,0.1149643138051033,6.385147571563721e-06,0,0.43188462872058153,0.33015654215623874,0.331950494820951,0.33789296302281024,0.1506812423467636,0.15761029720306396,0.034572821110486984,0.08630574494600296,0.02882415856255146
pca192_shrink001_l2,17,0.11555478721857071,4.921853542327881e-05,1,0.43190489523112774,0.3304621296812326,0.3335685697734365,0.3359693005453308,0.1512661725282669,0.1591380536556244,0.034911323338747025,0.08748811483383179,0.028574632058329844
pca192_shrink001_l2,18,0.11663343012332916,3.328174352645874e-05,1,0.43295535584911704,0.3225575257523444,0.3378127188166068,0.3396297554310488,0.15615813434123993,0.16937558352947235,0.03883497044444084,0.09673053026199341,0.02587161146854592
pca192_shrink001_l2,19,0.11521193385124207,2.928823232650757e-05,1,0.432342313695699,0.3232137694660902,0.33064460280766783,0.34614162772624196,0.15081100165843964,0.16042321920394897,0.0354095920920372,0.087770976126194,0.027882113566437255
