task,num_clusters,global_mean_percent,regional_mean_percent,delta_regional_minus_global_pp,point_estimate_winner,normalized_cluster_entropy,eigengap_after_k,prototype_distance_ratio,knn_purity,margin_radius_ratio_mean,tangent_contrast_mean_d8,curvature_tail_mean_d8,flow_persistence_h10,latent_velocity_eta2,action_residual_velocity_eta2,affine_response_contrast_ratio,minimum_pairwise_response,pairwise_uniformity_min_over_mean,response_centroid_spearman,response_boundary_spearman,boundary_min_jacobian_bures_distance,jacobian_bures_distance,jacobian_cosine_distance,jacobian_log_scale_distance,jacobian_subspace_chordal_distance,check1_retained_safety_fraction,check2_prominence_ratio
tworoom,2,58.13333333333333,59.333333333333336,1.2000000000000028,regional,0.9999856961774009,0.0004538562587215,1.017605543136597,0.9948361111111111,12.239805539449057,0.5461796328679676,0.0003645566717398333,0.8921547505593068,7.77727552251235e-05,0.00010603713468799999,0.008124226455908634,0.008124226455908634,1.0,,,0.2660930486184,0.898943014104566,1.0002157997787486,0.006745307640638466,0.9843055706098583,0.9972936682353658,2.119842867268076
pusht,2,40.4,39.73333333333333,-0.6666666666666643,global,0.9849700939816496,0.0024124644242218,1.0424436330795288,0.9638622222222223,2.6861364046732583,0.521837436020569,0.0140277279705237,0.9455039554545829,0.0008940210694311001,0.0008514798592687334,0.036282013716728005,0.036282013716728005,1.0,,,0.18181849464863623,0.49897005445118675,0.49839522867345815,0.08451118313871382,0.8438667419767923,0.38430514306786917,0.2712698095548219
reacher,2,78.66666666666667,77.24444444444444,-1.4222222222222314,global,0.9999996087333788,0.0014201651502951,1.067940354347229,0.9899822222222222,13.363770167032877,0.5595562051389904,0.000316317731982,0.9485221847234463,6.188930853342311e-05,6.193247173001362e-05,0.017330566454074135,0.017330566454074135,1.0,,,0.13773815327683728,0.16977932701102627,1.8307250528503278,0.033457700551936434,0.6973072726908779,0.997493856973814,1.966602313135108
cube,2,48.13333333333333,49.24444444444445,1.1111111111111145,regional,0.9984020172694329,0.0037984586968901,1.0146926641464231,0.9853672222222222,3.8899617195129395,0.5591664632942905,0.012746063734656666,0.9626646817298788,6.463274085878961e-05,7.144432987372831e-05,0.043866646363544835,0.043866646363544835,1.0,,,0.2996229957371593,0.5513940288276046,0.6956682769714743,0.0037889919938693998,0.8084399599122789,0.998033033717726,1.2898125307563424
tworoom,3,58.13333333333333,61.3777777777778,3.2444444444444684,regional,0.998261268377339,0.0008314186636587,1.0141874551773071,0.9891527777777777,10.692265192667643,0.5109743007632138,0.0003756693028625667,0.8003122655473772,0.00045721305217426663,0.00047744878983256665,0.0136013769782155,0.011272134233225,0.8287617092445165,-0.8333333333333334,-0.8333333333333334,0.420611807284041,0.8266329648523708,0.9631302936099783,0.014005025254078934,0.9610420226514576,0.9949841231815548,1.6994685796642954
pusht,3,40.4,38.577777777777776,-1.8222222222222229,global,0.9805020974396284,0.0016567225264996,1.057321548461914,0.9420350000000001,2.1494669119517007,0.48374679716680874,0.014198614787626365,0.9032790908374317,0.0017705824156632665,0.0017911697234614665,0.04674666784950104,0.0434381018770748,0.9291740579607349,0.8333333333333334,1.0,0.3126120009532612,0.49182757324294135,0.49083683977356724,0.02429107477701517,0.8563519089285855,0.0120148509987311,0.007630056346565499
reacher,3,78.66666666666667,77.91111111111111,-0.75555555555556,global,0.9909121110475136,3.718535235142095e-05,1.069005012512207,0.9783166666666667,11.187211354573568,0.5067844371542936,0.00031214374877906666,0.9017196983663345,6.626510587726563e-05,6.628764373668181e-05,0.014919839588711735,0.010624989339981199,0.7120548895992865,-0.6666666666666666,1.0,0.5868506172598031,0.4283400825691966,0.9877397303500618,0.012426988565904499,0.8623182036327371,0.7729442177889703,0.0312073954414895
cube,3,48.13333333333333,49.68888888888889,1.5555555555555571,regional,0.9929074086918456,0.0021573468321985,1.042438268661499,0.9681494444444444,3.230771541595459,0.4933131958199439,0.0125880858085491,0.9333380221603913,0.00012866587734333335,0.0001431495142774667,0.06496632705911749,0.06338366792487547,0.9756109573282467,0.5,-0.5,0.49725920753715275,0.5711789558032582,0.7418264566721122,0.023562467899153065,0.8486781851046868,0.987407248169572,0.7047397245498582
