task,candidate_gap_min,perturbation_threshold_max,retained_safety_fraction,robust_residual_gap,background_threshold,safety_pass,background_pass,selected_branch,reason,deployment_seed,manifest_sha256
cube,0.2892261958174995,0.005777265028473311,0.9800250976155744,0.28344893078902617,0.3194156178802381,TRUE,FALSE,global,residual_gap_not_above_background,0,d72cf7c4261d3b9a050ea529c43873e2a625a78e1386b346e91d09d2ae27753a
