split,n,one_step_mse,one_step_mse_std,rollout_h1_mse,rollout_h1_mse_std,rollout_h5_mse,rollout_h5_mse_std,jacobian_samples,rule_drift,rule_diff_fro,reference_jacobian_fro,mean_jacobian_fro,mean_within_jacobian_std,reference_within_jacobian_std
common,83,0.15081875026226044,0.10740900784730911,0.15081875026226044,0.10740900784730911,0.9347270131111145,0.4899713397026062,8,0.9067674875259399,4.766598701477051,5.256693363189697,5.263547420501709,0.057028502225875854,0.04853326082229614
doorway_corridor,33,0.14131473004817963,0.10984469205141068,0.14131473004817963,0.10984469205141068,0.9655882120132446,0.5365723371505737,8,1.1838867664337158,6.223329544067383,5.256693363189697,2.0393803119659424,0.03133400157094002,0.04853326082229614
goal_other_side,380,0.1207655668258667,0.08391425758600235,0.1207655668258667,0.08391425758600235,0.9621112942695618,0.4893171787261963,8,1.1581544876098633,6.088062763214111,5.256693363189697,2.5079517364501953,0.03359726816415787,0.04853326082229614
iid_nonoverlap,83,0.15081875026226044,0.10740900784730911,0.15081875026226044,0.10740900784730911,0.9347270131111145,0.4899713397026062,8,0.8398054838180542,4.414599895477295,5.256693363189697,2.4824025630950928,0.03915870934724808,0.04853326082229614
left_room,156,0.11121116578578949,0.07169600576162338,0.11121116578578949,0.07169600576162338,0.9435468912124634,0.5293060541152954,8,1.0371216535568237,5.4518303871154785,5.256693363189697,2.0128698348999023,0.027689354494214058,0.04853326082229614
near_wall,147,0.10073810815811157,0.07466113567352295,0.10073810815811157,0.07466113567352295,0.8336967825889587,0.5070980787277222,8,1.4926583766937256,7.846447467803955,5.256693363189697,3.562615394592285,0.03875870257616043,0.04853326082229614
reference,82,0.12675152719020844,0.06829195469617844,0.12675152719020844,0.06829195469617844,0.9132583141326904,0.5569490790367126,8,0.5367975831031799,2.821780204772949,5.256693363189697,3.5240609645843506,0.03317054733633995,0.04853326082229614
right_room,156,0.11514675617218018,0.08509491384029388,0.11514675617218018,0.08509491384029388,0.9338459372520447,0.4759669005870819,8,1.1265184879302979,5.921761989593506,5.256693363189697,1.482954502105713,0.03427881374955177,0.04853326082229614
