model,task,varied_factor,comparison_count,mean_ari,min_ari
lewm,tworoom,M,2,0.9590417279909578,0.954195962399927
lewm,tworoom,kNN,2,0.9776422500297905,0.9757086120650194
lewm,pusht,M,2,0.7591450370512287,0.7238619263139946
lewm,pusht,kNN,2,0.8748968419507628,0.8614773116425163
lewm,reacher,M,2,0.8833214145895694,0.881523438650217
lewm,reacher,kNN,2,0.9432081877995302,0.9284390730535295
lewm,cube,M,2,0.9341287932697467,0.9210403607981166
lewm,cube,kNN,2,0.9549060096034943,0.9491165205224894
