model,task,decision,reason,S,rho,R_K,T_bg,safety_margin,prominence_margin,safety_pass,background_pass,candidate_gap_min,perturbation_threshold_max
lewm,tworoom,spectral,spectrally_nondegenerate,0.9949842531364063,0.5,0.5706559676967774,0.3358034681711355,0.49498425313640626,0.2348524995256419,True,True,0.5735326623491236,0.00287669465234619
lewm,pusht,global,safety_and_background_checks_failed,0.012014850992802972,0.5,0.0017087646124254174,0.22396293780274215,-0.487985149007197,-0.22225417319031673,False,False,0.1422210407310902,0.1405122761186648
lewm,reacher,global,residual_gap_not_above_background,0.7729442168524876,0.5,0.011877795602550038,0.3806331239456438,0.2729442168524876,-0.36875532834309377,True,False,0.015366950607273711,0.0034891550047236736
lewm,cube,global,residual_gap_not_above_background,0.9874072481686218,0.5,0.2907807696055687,0.41260731373411835,0.4874072481686218,-0.12182654412854965,True,False,0.29448919900566844,0.003708429400099744
