task,num_clusters,normalized_cluster_entropy,eigengap_after_k,prototype_distance_ratio,knn_purity,margin_radius_ratio_mean,tangent_contrast_mean_d8,curvature_tail_mean_d8,flow_persistence_h10,latent_velocity_eta2,action_residual_velocity_eta2,mean_pairwise_response,minimum_pairwise_response,pairwise_uniformity_min_over_mean,response_centroid_spearman,response_boundary_spearman,boundary_min_jacobian_bures_distance,jacobian_bures_distance,jacobian_cosine_distance,jacobian_log_scale_distance,jacobian_subspace_chordal_distance,check1_retained_safety_fraction,check2_prominence_ratio
cube,4,0.9998287223070398,0.0010843552256641908,0.0,0.8551011111111112,1.143969734509786,0.28769991461062155,0.011939199670564303,0.8040308283274777,0.00018764488715834824,0.0002140121530600118,0.05227370676206152,0.03514382059010059,0.6718652507600796,-0.18095238095238098,-0.04761904761904764,0.4687280935598979,0.4665741815151028,0.47481264016629954,0.00795316059311102,0.8544741509625858,0.9599395035076935,0.2919653672366025
pusht,4,0.9955162721649321,0.0015123212105939698,0.0,0.8630455555555555,1.1667421261469524,0.4023364186955279,0.013242505265574503,0.8057206254561562,0.0026303027066350054,0.002641500831620035,0.04364571946464712,0.03292912168225178,0.7512808605945364,0.8285714285714286,0.7333333333333334,0.3078919907247421,0.3532556706517276,0.35319585777560514,0.00896110974841586,0.7530570924831007,0.46682763299232216,0.33013094944494964
reacher,4,0.9998199675445725,0.00011726978387305298,0.0,0.9541011111111111,7.7017645835876465,0.42277729891370236,0.00030825709806896656,0.7900812126159286,0.00025511236842079885,0.00025520747733111677,0.03348544999977427,0.024749361735286347,0.7437899699880712,0.02857142857142857,-0.6571428571428571,0.6237256086208053,0.6051011700244154,1.1479762957210828,0.024733380656640307,0.8920922944739091,0.9023812438919899,0.13368589046944734
tworoom,4,0.9972056351759139,7.57351608127177e-05,0.0,0.9209522222222222,4.183763821919759,0.31290914957668087,0.0003463366971925919,0.40390652986461734,0.007575124251058908,0.007544246747349408,0.04994805278908096,0.04010433533272692,0.8035266592112422,0.06666666666666665,-0.5047619047619049,0.7717889412546904,0.6701889531830104,1.0501584205994916,0.030186373879797113,0.9411264555800115,0.8206800371099119,0.12168207281360731
