task,candidate_gap_min,perturbation_threshold_max,retained_safety_fraction,robust_residual_gap,background_threshold,safety_pass,background_pass,selected_branch,reason,deployment_seed,manifest_sha256
reacher,0.01902772360402537,0.0065896629509487395,0.6536809611027419,0.012438060653076632,0.31674193155687314,TRUE,FALSE,global,residual_gap_not_above_background,0,ca2e768425bc8f59e54ddcd7411507f547cdcdaddde137c80376e387873aef72
