task,train_seed,horizon,anchor_support,episode_id,num_anchors,global_mse,correct_mse,wrong_mean_mse,wrong_best_mse,terminal_global_mse,terminal_correct_mse,terminal_wrong_mean_mse,terminal_wrong_best_mse,mean_trajectory_global_mse,mean_trajectory_correct_mse,mean_trajectory_wrong_mean_mse,mean_trajectory_wrong_best_mse
tworoom,0,10,horizon_valid,3,13,0.0049837433848342,0.010905677049707335,0.887769753100796,0.012001325795315026,0.011770529797873817,0.030379311396525457,0.9101216891879,0.030693055623067685,0.0049837433848342,0.010905677049707335,0.887769753100796,0.012001325795315026
tworoom,0,10,horizon_valid,29,26,0.0014058183330164938,0.05168959081782724,0.38258720704994076,0.15299311649544578,0.0009571527211497036,0.24749936185813007,0.7914034915713553,0.3221986541796538,0.0014058183330164938,0.05168959081782724,0.38258720704994076,0.15299311649544578
tworoom,0,10,horizon_valid,45,6,0.005296484783199655,0.009771640236795064,0.8661201477273911,0.03392088119677889,0.0005277585053894048,0.032110447296872735,0.9938691729524484,0.01283647104476889,0.005296484783199655,0.009771640236795064,0.8661201477273911,0.03392088119677889
tworoom,0,10,horizon_valid,51,26,0.0022507081468155286,0.0030614677223359016,0.494250698644758,0.006616089978650473,0.006278939473514373,0.006890090392866673,0.5624756613133985,0.015225639845504282,0.0022507081468155286,0.0030614677223359016,0.494250698644758,0.006616089978650473
tworoom,0,10,horizon_valid,55,26,0.00886736064192239,0.01118391089238195,0.8204200714844494,0.3085680616338952,0.024888896846767657,0.03889035001450863,0.8428040088530486,0.32567271183674723,0.00886736064192239,0.01118391089238195,0.8204200714844494,0.3085680616338952
tworoom,0,10,horizon_valid,84,19,0.0023726675493985806,0.10921262679924106,0.01961843187355522,0.002327055594804207,0.003529322968556938,0.5438277139083335,0.006441596641180743,0.0034055479765428523,0.0023726675493985806,0.10921262679924106,0.01961843187355522,0.002327055594804207
tworoom,0,10,horizon_valid,129,15,0.006577653100345439,0.0019980476003547665,1.4854848841515678,1.326265383002659,0.015425701870117336,0.006677580382286882,1.8469754139582315,1.7532624880472818,0.006577653100345439,0.0019980476003547665,1.4854848841515678,1.326265383002659
tworoom,0,10,horizon_valid,132,3,0.0030124260820836453,0.0013344259175937622,0.5872127692991247,0.2147766594775021,0.006422638272245725,0.004781211687562366,0.7189867881437143,0.28328268478314084,0.0030124260820836453,0.0013344259175937622,0.5872127692991247,0.2147766594775021
tworoom,0,10,horizon_valid,133,26,0.0037341667377124676,0.007441598868703854,0.5198279595129022,0.10306162955172252,0.01842460140771716,0.03656504574554184,0.6550110754816649,0.21415129648700643,0.0037341667377124676,0.007441598868703854,0.5198279595129022,0.10306162955172252
tworoom,0,10,horizon_valid,148,13,0.0023701537278471873,0.07225555092277668,0.24954819146453072,0.0014989419431703235,0.006883613335398527,0.5706742199567648,0.845547642697616,0.006247031851671636,0.0023701537278471873,0.07225555092277668,0.24954819146453072,0.0014989419431703235
tworoom,0,10,horizon_valid,171,26,0.002411149610522373,0.0009904157477789199,0.9638427645395635,0.6166650626803926,0.004626799871822676,0.00311876667379133,1.0456672498515287,0.6912452834994138,0.002411149610522373,0.0009904157477789199,0.9638427645395635,0.6166650626803926
tworoom,0,10,horizon_valid,173,10,0.0039310658434987995,0.000902915646438487,1.6321021257340906,1.497348643243313,0.025470473189488984,0.003106416400987655,1.53656148314476,1.455299937725067,0.0039310658434987995,0.000902915646438487,1.6321021257340906,1.497348643243313
tworoom,0,10,horizon_valid,199,9,0.0027865107174471233,0.006909354353895954,0.02423316978909295,0.005157732342033543,0.005643823458942481,0.021029751282185316,0.01910375419215092,0.003620765863969508,0.0027865107174471233,0.006909354353895954,0.02423316978909295,0.005157732342033543
tworoom,0,10,horizon_valid,202,7,0.011423750640824437,0.006300762771778474,1.542717163584062,1.4555894130042621,0.010996346919065607,0.005400704003737441,1.5413881880896432,1.4162617410932268,0.011423750640824437,0.006300762771778474,1.542717163584062,1.4555894130042621
tworoom,0,10,horizon_valid,211,13,0.0027705298095847515,0.009679761629097183,0.02666202970067388,0.004393089166730463,0.006557664475761927,0.047347364553178735,0.03595421690149054,0.004879459261876316,0.0027705298095847515,0.009679761629097183,0.02666202970067388,0.004393089166730463
tworoom,0,10,horizon_valid,230,15,0.0019433592675826125,0.011105532005991946,0.034163572887943396,0.010683072536048712,0.0034815183559355014,0.031232897485218323,0.032675904834953445,0.013370937124515573,0.0019433592675826125,0.011105532005991946,0.034163572887943396,0.010683072536048712
tworoom,0,10,horizon_valid,235,26,0.0027102454744426015,0.026777156610870195,0.5936069449309099,0.3290543189217434,0.0026299324991459097,0.1444336619013204,0.629796957794147,0.33428675493297094,0.0027102454744426015,0.026777156610870195,0.5936069449309099,0.3290543189217434
tworoom,0,10,horizon_valid,249,26,0.001765179237526564,0.0008826559441961133,1.5994677401470165,1.3352191518060863,0.0022755069831663813,0.0007156484484417328,1.809362180531025,1.4992801971160448,0.001765179237526564,0.0008826559441961133,1.5994677401470165,1.3352191518060863
tworoom,0,10,horizon_valid,283,26,0.0018665220242837675,0.08931110840267838,0.5332388087574145,0.22502427954546314,0.0027209242633454357,0.36366992024704814,0.6555879479290945,0.2578560064508705,0.0018665220242837675,0.08931110840267838,0.5332388087574145,0.22502427954546314
tworoom,0,10,horizon_valid,300,26,0.0022515269357637198,0.0025406466008672185,0.2220522216497417,0.00507367408130309,0.0034517983451503543,0.0033821513464387795,0.4364376907559255,0.013144832695476137,0.0022515269357637198,0.0025406466008672185,0.2220522216497417,0.00507367408130309
tworoom,0,10,horizon_valid,301,26,0.0018534358443083386,0.0005720038687566278,1.002394390113925,0.3116826838753276,0.0026023724371603187,0.001733300756873527,1.1265787866588932,0.44684157355312404,0.0018534358443083386,0.0005720038687566278,1.002394390113925,0.3116826838753276
tworoom,0,10,horizon_valid,355,24,0.002620884454457458,0.04313069222413712,0.41499127480650105,0.036166087628468326,0.0032308290780444318,0.3256671389487262,0.49147042974254873,0.03877928680716044,0.002620884454457458,0.04313069222413712,0.41499127480650105,0.036166087628468326
tworoom,0,10,horizon_valid,366,23,0.027566151340120675,0.1388780701236259,0.9706869444370766,0.7075790118499476,0.022810678539352248,0.7801161470782497,0.8676799064142751,0.5036467070458457,0.027566151340120675,0.1388780701236259,0.9706869444370766,0.7075790118499476
tworoom,0,10,horizon_valid,372,26,0.004075446994214032,0.00683672943032434,0.5419417681930869,0.10592141245220915,0.009468109784603048,0.02588791307957413,0.5416714068582783,0.13357470980666292,0.004075446994214032,0.00683672943032434,0.5419417681930869,0.10592141245220915
tworoom,0,10,horizon_valid,374,26,0.03391079892756422,0.06524149673305847,0.3427800680531688,0.12524253241062977,0.07171099425221865,0.15483608318922612,0.5619605186310275,0.2166109053247895,0.03391079892756422,0.06524149673305847,0.3427800680531688,0.12524253241062977
tworoom,0,10,horizon_valid,377,26,0.37103910332239487,0.38966569222463404,0.7567288480396411,0.42870099032692305,0.892479939529529,0.9918305393165121,1.4461419345237887,1.0058082142988076,0.37103910332239487,0.38966569222463404,0.7567288480396411,0.42870099032692305
tworoom,0,10,horizon_valid,432,26,0.0038647922010008745,0.002626341887102731,1.5132786148066562,1.3461815929291052,0.013244939641131518,0.008880475739715621,1.8845524902527149,1.8079883181131804,0.0038647922010008745,0.002626341887102731,1.5132786148066562,1.3461815929291052
tworoom,0,10,horizon_valid,444,26,0.0014987343257906527,0.0020260797260002266,1.8033013562958402,1.5325922325110204,0.0029759266662250203,0.0034943453636235343,2.171227569763477,2.039339941281539,0.0014987343257906527,0.0020260797260002266,1.8033013562958402,1.5325922325110204
tworoom,0,10,horizon_valid,446,26,0.0020884395193066802,0.0007816553693723669,1.6910268388402006,1.622404405531975,0.004660518996108574,0.0011268404559814371,1.85714996778048,1.7399517435293932,0.0020884395193066802,0.0007816553693723669,1.6910268388402006,1.622404405531975
tworoom,0,10,horizon_valid,455,16,0.0014056293607154658,0.6743234155725076,0.6957220477814644,0.0679018566906052,0.001769432990840869,2.0847993157367455,1.2754453868092241,0.07233587660812191,0.0014056293607154658,0.6743234155725076,0.6957220477814644,0.0679018566906052
tworoom,0,10,horizon_valid,456,26,0.004327162193714265,0.0015104466315488728,1.7325517488786808,1.6367563741711468,0.010387868045094924,0.0031697561314033987,1.6699579931222475,1.6100201560900762,0.004327162193714265,0.0015104466315488728,1.7325517488786808,1.6367563741711468
tworoom,0,10,horizon_valid,470,26,0.0017941916814239586,0.0007858006654155013,1.8865352670447186,1.7286759504331994,0.0033911478273624266,0.001279914520777171,2.199086159467697,2.0225698489409227,0.0017941916814239586,0.0007858006654155013,1.8865352670447186,1.7286759504331994
tworoom,0,10,horizon_valid,477,26,0.003934863708239461,0.0017737567934930738,1.284636221522501,1.0156299872699983,0.007084995650354988,0.004003778886936533,1.4203475455825145,1.1134484261274338,0.003934863708239461,0.0017737567934930738,1.284636221522501,1.0156299872699983
tworoom,0,10,horizon_valid,478,26,0.0021081871697298574,0.010018069620827401,0.250034901251806,0.06263157127922078,0.006514938993719765,0.0484145380055102,0.24846189715809977,0.10397022213034618,0.0021081871697298574,0.010018069620827401,0.250034901251806,0.06263157127922078
tworoom,0,10,horizon_valid,490,20,0.0021441419898110326,0.19408250734093596,0.3631557998873541,0.009538334883909556,0.0024551174050429837,0.9626900099217892,0.5518929927806312,0.007193635536532383,0.0021441419898110326,0.19408250734093596,0.3631557998873541,0.009538334883909556
tworoom,0,10,horizon_valid,505,26,0.0016424066614910355,0.0015240515956415597,0.8418266679913639,0.011833359752647364,0.005021542925253295,0.004291690731546483,1.0305239323822137,0.027180345129006758,0.0016424066614910355,0.0015240515956415597,0.8418266679913639,0.011833359752647364
tworoom,0,10,horizon_valid,531,26,0.002328665482771332,0.0010919781176198739,1.8414522477353994,1.5309648748200675,0.004841815906379802,0.0013157395565380843,2.008126492683704,1.6869772672653198,0.002328665482771332,0.0010919781176198739,1.8414522477353994,1.5309648748200675
tworoom,0,10,horizon_valid,565,26,0.00620085667735391,0.004495916364304811,0.6007485197646999,0.005894380919898349,0.029325233857469775,0.011432304387339033,0.6640515311614413,0.01919810930849053,0.00620085667735391,0.004495916364304811,0.6007485197646999,0.005894380919898349
tworoom,0,10,horizon_valid,582,26,0.0013785413779260126,0.0008941376343080683,1.9977985102969869,1.773577846586704,0.0021915214131765356,0.001394337366106741,2.18380859035712,1.9445111063810496,0.0013785413779260126,0.0008941376343080683,1.9977985102969869,1.773577846586704
tworoom,0,10,horizon_valid,583,26,0.5514234351720146,0.6244403183325351,0.4367078410213603,0.012702738054772804,0.6675283554829478,1.1224319314799056,0.9199069745915879,0.0022484503267780663,0.5514234351720146,0.6244403183325351,0.4367078410213603,0.012702738054772804
tworoom,0,10,horizon_valid,596,26,0.0006810638171793052,0.0011886412286213062,0.5996118131581729,0.007956215679251517,0.0012464093334319142,0.0028990401361415233,0.7901130917184324,0.012616488722135099,0.0006810638171793052,0.0011886412286213062,0.5996118131581729,0.007956215679251517
tworoom,0,10,horizon_valid,610,26,0.0012681207174374811,0.01273066208891228,0.03978643473831023,0.003327222698639022,0.0008067930897456021,0.039875109268065825,0.014275224106453467,0.0033697548306708294,0.0012681207174374811,0.01273066208891228,0.03978643473831023,0.003327222698639022
tworoom,0,10,horizon_valid,613,17,0.0020244440246161128,0.0013305584470371659,0.022927471452567263,0.00432774060361279,0.004555965383427546,0.00600186082695419,0.03074271185494795,0.005227075400077464,0.0020244440246161128,0.0013305584470371659,0.022927471452567263,0.00432774060361279
tworoom,0,10,horizon_valid,632,26,0.0015107583553449681,0.0008707964252467859,1.6313284530734213,1.5298945339683159,0.0047495253563213805,0.002190083118666035,1.982299254490779,1.8382623195648193,0.0015107583553449681,0.0008707964252467859,1.6313284530734213,1.5298945339683159
tworoom,0,10,horizon_valid,650,23,0.003193943825507354,0.017186087280266372,0.8254741271215605,0.05376868689086026,0.006070587620817368,0.10007762053536008,0.9099466428312514,0.2033554335307006,0.003193943825507354,0.017186087280266372,0.8254741271215605,0.05376868689086026
tworoom,0,10,horizon_valid,680,26,0.0010806656708994592,0.0016414205951710192,1.0931980893638238,0.609907272467927,0.0018517962654676433,0.0040662381775641385,1.9221581128927379,1.598356659595783,0.0010806656708994592,0.0016414205951710192,1.0931980893638238,0.609907272467927
tworoom,0,10,horizon_valid,681,26,0.003399726154132692,0.0008066669209746089,1.448069238224819,1.2110915160361821,0.013728593116796289,0.0018136157954219156,1.9119368837429926,1.8053450630261347,0.003399726154132692,0.0008066669209746089,1.448069238224819,1.2110915160361821
tworoom,0,10,horizon_valid,685,14,0.0022458831775501106,0.23944310959019016,0.02722834358184108,0.001816849649705026,0.0019040169884517258,1.4655822770936149,0.01898649926546828,0.004393310011697135,0.0022458831775501106,0.23944310959019016,0.02722834358184108,0.001816849649705026
tworoom,0,10,horizon_valid,686,20,0.0023510023465496484,0.007972124114749023,0.15512620491772394,0.00565198351010622,0.0056603593387990255,0.02339929828885943,0.1933722289322759,0.01575295329967048,0.0023510023465496484,0.007972124114749023,0.15512620491772394,0.00565198351010622
tworoom,0,10,horizon_valid,693,26,0.003800284630135418,0.0014122083534367938,1.8051151459033672,1.67694029211998,0.011299592667805532,0.0027782543318328233,1.9698034616617055,1.7625676576907818,0.003800284630135418,0.0014122083534367938,1.8051151459033672,1.67694029211998
tworoom,0,10,horizon_valid,717,11,0.0020013620353314435,0.0008961025671768847,1.4818642292679713,1.0901531634344297,0.004294706483382139,0.002421751287659969,1.654598143967715,1.4872199405323376,0.0020013620353314435,0.0008961025671768847,1.4818642292679713,1.0901531634344297
tworoom,0,10,horizon_valid,778,20,0.001740639320814807,0.004158959068663535,0.6064476725838903,0.06594240760576213,0.0034283099055755885,0.019742559143924154,0.7375594791723415,0.12609143084846436,0.001740639320814807,0.004158959068663535,0.6064476725838903,0.06594240760576213
tworoom,0,10,horizon_valid,823,26,0.0016380306805401164,0.0017770885643235838,0.6741192037441159,0.013236363185569642,0.0024237101203582892,0.0026255711048948937,0.8255462048311109,0.021415393732380696,0.0016380306805401164,0.0017770885643235838,0.6741192037441159,0.013236363185569642
tworoom,0,10,horizon_valid,834,26,0.0023898036648461133,0.20109931843636822,0.06816213428830031,0.008429299111958246,0.0008311415373240239,1.0973663608758495,0.06335922252625235,0.001742413516554874,0.0023898036648461133,0.20109931843636822,0.06816213428830031,0.008429299111958246
tworoom,0,10,horizon_valid,860,26,0.16698874583945816,0.02870347755004052,0.9899572244702052,0.31291939600442464,0.962020967863142,0.20821135497289317,1.1119360475702427,0.45699277041085923,0.16698874583945816,0.02870347755004052,0.9899572244702052,0.31291939600442464
tworoom,0,10,horizon_valid,863,26,0.0022807633141033313,0.0014824056753311129,1.6264531278696195,1.4764653949496838,0.006140510118432128,0.003472375321927337,1.68678824030436,1.607490415756519,0.0022807633141033313,0.0014824056753311129,1.6264531278696195,1.4764653949496838
tworoom,0,10,horizon_valid,882,26,0.011876039309390761,0.006169696870850973,1.0558388364914348,0.5309793060182039,0.07070453957735132,0.03560307491436386,1.2346980953007005,0.6817528909484211,0.011876039309390761,0.006169696870850973,1.0558388364914348,0.5309793060182039
tworoom,0,10,horizon_valid,900,17,0.0011838555130559733,0.2564836519527222,0.058112353046368186,0.011688906190444387,0.0014672668493243262,1.3149525628370398,0.17295778031556813,0.008426593691932367,0.0011838555130559733,0.2564836519527222,0.058112353046368186,0.011688906190444387
tworoom,0,10,horizon_valid,916,26,0.006830256763686731,0.005573239650178808,0.7771707059263113,0.018712702204244966,0.018788202924322553,0.01430671071060575,0.8736905763989153,0.042514975323753715,0.006830256763686731,0.005573239650178808,0.7771707059263113,0.018712702204244966
tworoom,0,10,horizon_valid,929,21,0.0021781319611667033,0.0136264534013684,0.1951328594681399,0.015696676961392986,0.0058211968003195665,0.06497390098160222,0.24282728136971682,0.018264714268124885,0.0021781319611667033,0.0136264534013684,0.1951328594681399,0.015696676961392986
tworoom,0,10,horizon_valid,954,6,0.001067690137278987,0.010352638995148785,0.0192424143473545,0.0018507780604219686,0.0008755189386041214,0.06597051862627268,0.004069177937708446,0.0009043163142147629,0.001067690137278987,0.010352638995148785,0.0192424143473545,0.0018507780604219686
tworoom,0,10,horizon_valid,960,11,0.002595445170167791,0.10076923839078518,0.01782195333517765,0.011815729336244245,0.0011130451219452714,0.6019799411296844,0.03781956196524499,0.002454847719160501,0.002595445170167791,0.10076923839078518,0.01782195333517765,0.011815729336244245
