task,train_seed,horizon,global_mse,correct_mse,wrong_mean_mse,wrong_best_mse,global_minus_correct,relative_gain,wrong_penalty,anchor_support
tworoom,0,1,0.001661916850719655,0.002312872596777413,0.21317693176431554,0.08516845336948163,-0.0006509557460577583,-0.3916897200818903,0.21086405916753811,common_h10
tworoom,0,5,0.008275714554948155,0.012514790554489608,0.6144549725636475,0.3212440626977019,-0.004239075999541453,-0.5122308135926288,0.6019401820091579,common_h10
tworoom,0,10,0.023621074733434475,0.05643150602221486,0.7731209601099331,0.45592730786262514,-0.03281043128878039,-1.3890321104796655,0.7166894540877182,common_h10
tworoom,42,1,0.0017484884850678642,0.002153621674914186,0.21355846106070242,0.08986527426830396,-0.0004051331898463216,-0.23170480864253284,0.21140483938578825,common_h10
tworoom,42,5,0.009087136421602814,0.011920006627680812,0.6177252388864576,0.33050584418974194,-0.002832870206077998,-0.31174509489517804,0.6058052322587768,common_h10
tworoom,42,10,0.026124501578921218,0.05483111181222542,0.7749879060896299,0.4650053771507427,-0.028706610233304203,-1.0988385805785623,0.7201567942774044,common_h10
tworoom,625,1,0.0016525766702952366,0.002205985858821419,0.2059890627290522,0.08118098503704618,-0.0005534091885261824,-0.33487655881485645,0.20378307687023078,common_h10
tworoom,625,5,0.008096314907450901,0.012307080933994411,0.606067941765926,0.31238492942751345,-0.00421076602654351,-0.5200842697791329,0.5937608608319316,common_h10
tworoom,625,10,0.023527851324553168,0.05510235790815263,0.7628408464818365,0.4465733123882638,-0.03157450658359946,-1.3420055298738214,0.7077384885736838,common_h10
