preprocess,seed,converged,niter,objective_final,objective_still_changing,final_rel_obj_change,fit_sec,mean_label_change_frac,final_label_change_frac,max_label_change_frac,cluster_frac_min,cluster_frac_mid,cluster_frac_max,margin_mean,margin_median,margin_p10,margin_p25,margin_lt_0p01_frac
zscore_l2,8,1,180,0.15645143389701843,0,9.524463536972396e-08,0.7897480479441583,0.004834389279220272,9.893120477499906e-06,0.17476747930049896,0.32209694599345073,0.3323451204377596,0.3455579335687896,0.19435058534145355,0.19471342861652374,0.04477209597826004,0.10938563942909241,0.022505751750807663
zscore_l2,9,1,121,0.15771180391311646,0,0.0,0.530788485892117,0.007269611650038617,6.595414015464485e-05,0.18658535182476044,0.29138649896726804,0.3440014158155834,0.3646120852171485,0.19516398012638092,0.19649562239646912,0.04826720803976059,0.11264054477214813,0.020572196152015505
zscore_l2,10,1,89,0.15890540182590485,0,0.0,0.3917974280193448,0.0076373518606529115,4.067171903443523e-05,0.1910339593887329,0.3312953503429066,0.3319944642490077,0.3367101854080858,0.19949929416179657,0.20174434781074524,0.04971539229154587,0.11837145686149597,0.020344654361822225
zscore_l2,11,1,84,0.15523666143417358,0,0.0,0.37010987708345056,0.008408954020863797,2.858012703654822e-05,0.1866776943206787,0.31918726909180045,0.3207580769091251,0.36005465399907444,0.19047997891902924,0.19060030579566956,0.04250790923833847,0.10299289971590042,0.023252132792069675
zscore_l2,12,1,216,0.1584574282169342,0,9.403888451451345e-08,0.947570180054754,0.005518142505168852,3.187783295288682e-05,0.17494335770606995,0.31993914631156956,0.32983226762432083,0.3502285860641096,0.1989404261112213,0.2015620321035385,0.04908110946416855,0.11448253691196442,0.020420501625219984
zscore_l2,13,1,132,0.1545247733592987,0,0.0,0.5792199592106044,0.005855661890210001,3.7374011299107224e-05,0.1674894392490387,0.31912900959962537,0.32381615063046665,0.357054839769908,0.191487118601799,0.19261009991168976,0.04318700730800629,0.105231374502182,0.023230148078041336
zscore_l2,14,1,161,0.15653854608535767,0,0.0,0.7083943737670779,0.005366179860550347,7.694649866607506e-06,0.17014078795909882,0.32693798002249036,0.32826805522120467,0.3447939647563049,0.19376446306705475,0.19802126288414001,0.04595993831753731,0.11082343012094498,0.02127570700092226
zscore_l2,15,1,124,0.15730251371860504,0,0.0,0.5459057027474046,0.007232622052869396,2.6381654606666416e-05,0.20086883008480072,0.2940851226142463,0.3449742394113373,0.3609406379744164,0.19648192822933197,0.20294639468193054,0.04878460243344307,0.11620069295167923,0.020458974874769574
zscore_l2,16,1,130,0.15640896558761597,0,0.0,0.5726627688854933,0.006112636334829975,1.9786240954999812e-05,0.20230881869792938,0.2901531565102784,0.3247076307843157,0.3851392127054059,0.19399024546146393,0.19326119124889374,0.04388565570116043,0.10691791772842407,0.02272340041968819
zscore_l2,17,1,145,0.15703536570072174,0,0.0,0.6357640456408262,0.005769857363071019,7.694649866607506e-06,0.1853388249874115,0.32101859577036085,0.33505473644175204,0.3439266677878871,0.19350984692573547,0.19323331117630005,0.04504016414284706,0.10912153124809265,0.022305690853149804
zscore_l2,18,1,124,0.155421644449234,0,0.0,0.5444438741542399,0.007391197974046497,2.3083948690327816e-05,0.18006029725074768,0.3200710545957396,0.33529327058895947,0.34463567481530094,0.19435018301010132,0.1911085844039917,0.04635339975357056,0.10858787596225739,0.021391126749571023
zscore_l2,19,1,73,0.1558390110731125,0,0.0,0.3208182929083705,0.011591333090412567,1.3190827303333208e-05,0.1814112514257431,0.32496265346704434,0.33574175875513756,0.3392955877778181,0.18993914127349854,0.1913633644580841,0.042830344289541245,0.1060495674610138,0.02327851444890368
