task,num_clusters,partition_seed,region_left,region_right,left_transition_count,right_transition_count,pairwise_response_contrast,pairwise_mean_action_contrast,pairwise_action_slope_contrast,jacobian_cosine_distance,jacobian_log_scale_distance,jacobian_subspace_chordal_distance,jacobian_bures_distance
reacher,3,0,1,2,789885,568739,0.01747868189489596,0.00020687511046051782,0.01727180678443544,1.5618541800357364,0.012171712605958852,0.8881393242097826,0.4381672092328788
reacher,3,1,0,1,604328,575264,0.010313932012074239,0.00013300229832103003,0.01018092971375321,0.9523147078714789,0.027806311797960226,0.8607903378393128,0.7400067528530894
reacher,3,1,0,2,604328,800560,0.017034093959108206,0.0002698892068235282,0.016764204752284677,1.5840985914787407,0.01796469837971752,0.8746126192837287,0.4155364092759826
reacher,3,1,1,2,575264,800560,0.017213630005720033,0.0002469915359026158,0.016966638469817417,1.5593718155519398,0.009841613418242611,0.8886923140157905,0.44065011009726557
reacher,3,2,0,1,623440,783545,0.016224864224377307,0.0001955209832604815,0.016029343241116826,1.5304895618295546,0.07417993385759539,0.8897852285713812,0.4701503879331216
reacher,3,2,0,2,623440,573167,0.010992516003872386,0.00014453226730138852,0.010847983736570997,1.0179086563248285,0.08944757353110763,0.8597463872251605,0.765264442063725
reacher,3,2,1,2,783545,573167,0.018179506025053915,0.00024312512076747782,0.01793638090428644,1.5687400620758092,0.015267639673512346,0.8845297177282149,0.4313166291987288
reacher,4,0,0,1,495384,471429,0.01993690841425849,0.00018520747017261466,0.019751700944085872,1.6114250800577303,0.07687932298143625,0.852091559241954,0.3900205312529052
reacher,4,0,0,2,495384,503643,0.014256541364405947,0.0001330675697572131,0.014123473794648735,1.2113776541947052,0.028340252224789076,0.9673900609879591,0.7885441657490141
reacher,4,0,0,3,495384,509696,0.011277964326476196,0.00013405255054227896,0.011143911775933917,0.9338914856765173,0.05051459208822866,0.9237189337346827,0.7579827429114399
reacher,4,0,1,2,471429,503643,0.011414130553944723,0.00011320862630571906,0.011300921927639004,0.8966796261975278,0.048539070756647235,0.9284689067346029,0.7440214876843745
reacher,4,0,1,3,471429,509696,0.015746732349062664,0.00014597134568213228,0.01560076100338053,1.2119502200582075,0.026364730893207483,0.9662541096580588,0.7857023866420976
reacher,4,0,2,3,503643,509696,0.020073377481558526,0.00023139754541095085,0.019841979936147575,1.6183140760577746,0.02217433986343958,0.8559441771097066,0.3818377682068574
reacher,4,1,0,1,496420,504173,0.021385582837399025,0.00025867979675946905,0.021126903040639557,1.6320642471536853,0.06869520304309737,0.8497381928006222,0.3694210683505043
reacher,4,1,0,2,496420,505767,0.01179619030232402,0.00013962782493745612,0.011656562477386563,0.969324290173914,0.15294318841683205,0.9181076090210947,0.7809400727504956
