method,mean_percent,sd_across_finetuning_seeds_percent,num_finetuning_seeds,num_partition_seeds,num_eval_seeds,eval_seed_sd_percent
Official baseline,38.8,,0,0,5,10.639548862616309
Global-FT50,46.4,0.3999999999999986,3,0,5,9.656973793955478
K-means++,42.93333333333334,0.6928203230275526,3,3,5,9.051368555487768
Spectral,44.088888888888896,0.8877770824639198,3,3,5,8.538208834469328
Auto-LAP,46.4,0.3999999999999986,3,1,5,9.656973793955478
