method,mean_percent,sd_across_finetuning_seeds_percent,num_finetuning_seeds,num_partition_seeds,num_eval_seeds,eval_seed_sd_percent
Official baseline,86.0,,0,0,5,5.830951894845301
Joint-Continue 3ep,89.06666666666666,1.0066445913694335,3,0,5,4.199773236508757
Global-FT50,93.73333333333333,0.461880215351699,3,0,5,3.8446004188930196
Random-Voronoi,92.8,0.13333333333333286,3,3,5,3.6779440897426277
K-means++,93.46666666666665,0.13333333333333286,3,3,5,3.144981572427586
Spectral,93.46666666666665,0.5333333333333314,3,3,5,3.9634695544548983
