trial,n,pca_drift,pca_residual_ratio,frame_drift,frame_residual_ratio
0,1000,0.1951585826468835,0.9410032879384463,0.3156227840209616,0.9947605650980117
1,1000,0.02861263475219356,0.9594546773321133,0.33363340119089946,0.9951988173620012
2,1000,0.41286562068569704,0.8723882353475346,0.359060720259692,0.9889122056496126
3,1000,0.13247554800737577,0.9415582710914027,0.321568762391545,0.9949451461394498
4,1000,0.09131769430341567,0.8403622467490912,0.3148135777876389,0.9916798222857672
5,1000,0.13807061893438508,0.9637681416127886,0.34283751642144317,1.0004729351607042
6,1000,0.016650550447142892,0.8726085864404197,0.3791578604116621,1.0002126289533755
7,1000,0.10992121447378683,0.8356005762392513,0.3269651856176501,0.9795752760933578
8,1000,0.21142299030878844,0.9957626566600828,0.33445815452580574,0.9993643977049234
9,1000,0.19650201170268541,0.9148886360979859,0.37248752267219776,0.9881284951312118
10,1000,0.02219674225714898,0.9226453205506909,0.3243192026181693,0.9950641227837715
11,1000,0.008356298464901568,0.8705923173875949,0.35001218188118044,0.9868860391627412
12,1000,0.07685876327238661,0.9138284126829193,0.3068810096130153,0.9980284750320038
13,1000,0.15183946586921845,0.9988578640197671,0.28754023578917326,0.9992343422462504
14,1000,0.015326299484635595,0.8652359637835916,0.3398131934903908,0.9929920891313014
15,1000,0.08300633392558672,0.982568397414626,0.2878137775143197,1.0061719964349225
16,1000,1.4142135623730954,1.0018158077341388,0.3353106582732366,0.9981804896983862
17,1000,0.0071965051219030915,0.9533387009803127,0.31607976254845355,0.9989639105294211
18,1000,0.17582021041911844,0.9494901321324641,0.3464888171219704,0.988035725864299
19,1000,0.27373275432117705,0.8359663582625644,0.33663578312294584,0.9903591650799268
