split,n,dim,pca_residual,pca_drift,pca_residual_ratio,pca_drift_to_residual_ratio,frame_residual,frame_drift,frame_residual_ratio,frame_drift_to_residual_ratio,state_to_latent_r2,latent_to_state_r2,orthogonality_error,orthogonal_recovery_error,reference_overlap_n,reference_overlap_ratio,test_iid_frame_drift_mean,test_iid_frame_drift_std,frame_drift_excess_vs_test_iid,frame_drift_z_vs_test_iid,test_iid_pca_drift_mean,test_iid_pca_drift_std,pca_drift_excess_vs_test_iid,pca_drift_z_vs_test_iid
common,1662,2,1.125074251260547,1.902059604897725,0.12195199613439837,15.596789434967059,149.84531301452614,1.2887030126572103,0.7965980753347399,1.617758129925263,0.05478753461375674,0.9998721776603834,nan,nan,0,0.0,0.3315750053636175,0.02396933212255385,0.9571280072935928,39.93135905330694,0.18807722008857625,0.30651450596915664,1.7139823848091487,5.591847535516079
doorway_corridor,504,2,0.8915273339924836,1.4142135623730947,0.09663676674401415,14.634322008150786,138.83545341579895,1.3344825457442016,0.7380681634568718,1.808074933746106,0.16076787982811358,0.9999167142325401,nan,nan,0,0.0,0.3315750053636175,0.02396933212255385,1.002907540380584,41.84128014960671,0.18807722008857625,0.30651450596915664,1.2261363422845184,4.000255512879053
goal_other_side,3433,2,9.385910028759023,0.08119542441943205,1.0173821525668847,0.07980818634816211,187.44527069238725,0.29225139908174375,0.9964845670526908,0.293282413741584,0.022849439585442277,0.989467910886582,nan,nan,0,0.0,0.3315750053636175,0.02396933212255385,-0.03932360628187376,-1.6405799744095408,0.18807722008857625,0.30651450596915664,-0.1068817956691442,-0.3487006115121697
left_room,1652,2,14.12025944564345,0.1523637987858759,1.530560159387231,0.0995477360698949,201.70825203371163,0.7089079762252806,1.0723085168076818,0.6611044910237917,0.05221373972939303,0.9984840902399411,nan,nan,0,0.0,0.3315750053636175,0.02396933212255385,0.37733297086166306,15.742323103398897,0.18807722008857625,0.30651450596915664,-0.03571342130270036,-0.11651462037551186
near_wall,1357,2,18.74793537979775,0.010905694307610025,2.0321753345642684,0.005366512486454825,199.28424497832592,0.6487332975961406,1.0594221654359115,0.6123463513986414,0.07740348968339739,0.9981053737491374,nan,nan,0,0.0,0.3315750053636175,0.02396933212255385,0.3171582922325231,13.231836857100514,0.18807722008857625,0.30651450596915664,-0.17717152578096623,-0.5780200360181854
right_room,1686,2,8.656375601672009,0.3338143018472142,0.9383045454379818,0.35576327906526406,199.9876547299615,0.7020630348388399,1.0631615873974796,0.660354026293185,0.06235495718805961,0.9971766003859371,nan,nan,0,0.0,0.3315750053636175,0.02396933212255385,0.3704880294752224,15.456752301878133,0.18807722008857625,0.30651450596915664,0.14573708175863798,0.47546552910232404
test_all,5000,2,8.5458926940776,0.00809329069404882,0.9263287926334228,0.008736952536077381,187.3981715281674,0.21123364090875857,0.9962341814863184,0.21203211537411748,0.020379646686436326,0.990178891039722,nan,nan,0,0.0,0.3315750053636175,0.02396933212255385,-0.12034136445485893,-5.020639033016843,0.18807722008857625,0.30651450596915664,-0.17998392939452743,-0.587195469998576
