split,runs,n_mean,n_std,pca_residual_mean,pca_residual_std,pca_drift_mean,pca_drift_std,frame_residual_mean,frame_residual_std,frame_drift_mean,frame_drift_std,state_to_latent_r2_mean,state_to_latent_r2_std,latent_to_state_r2_mean,latent_to_state_r2_std,reference_overlap_ratio_mean,reference_overlap_ratio_std,pca_drift_over_iid_mean,pca_drift_over_iid_std,pca_residual_over_iid_mean,pca_residual_over_iid_std,frame_drift_over_iid_mean,frame_drift_over_iid_std,frame_residual_over_iid_mean,frame_residual_over_iid_std
common,10,3317.0,10.540925533894598,13.740671193578258,0.7327196545063102,0.1806259916568384,0.4346069760017046,184.82687028752565,0.8702586298996319,0.14145066296769354,0.022130712256097168,0.05764163955608527,0.0011326680952243667,0.9998894808374421,5.514818378281953e-06,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
doorway_corridor,10,1431.2,12.925427136720344,4.186454111972459,0.6154624889183545,0.7541450153310723,0.47413252223877145,189.31308938431997,0.8041177913170122,1.2944833380272105,0.0023265629153239598,0.1783305728434624,0.004159679175706091,0.9999765029707676,4.2327431640284065e-06,0.0,0.0,28.79466101725212,28.49597433015176,0.30517999958171893,0.04771694887307553,9.332137052250625,1.3099968065022158,1.0242795959825157,0.0034288536715238746
goal_other_side,10,11591.2,25.34561105990542,17.00945606307514,0.4820427390368777,0.9857458977234999,0.4511375270953855,263.03975283514006,0.8723907353540437,1.4107616975099133,0.0011844046547518769,0.029386890163493117,0.0002954597830501985,0.9926263111557965,0.00028936859969278303,0.0,0.0,87.21630264229518,199.07909610242385,1.2420845205502373,0.09205311120818277,10.168518947430536,1.4139605894507652,1.4231793072362282,0.0034733761660251244
iid_nonoverlap,10,3317.0,10.540925533894598,13.740671193578258,0.7327196545063102,0.1806259916568384,0.4346069760017046,184.82687028752565,0.8702586298996319,0.14145066296769354,0.022130712256097168,0.057921617239997114,0.0007479283663400268,0.9998854282123663,8.113112968707924e-06,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
left_room,10,6149.5,40.08671156935231,16.31017818137791,0.9657444768563098,0.9850506179797225,0.31376225075839964,271.1877153642226,0.7320622453244482,1.4259515947899948,0.0055268120623882784,0.07063430163093776,0.0007808175961121902,0.999315193409306,9.393639724524481e-05,0.0,0.0,92.70698085020727,197.6571556033723,1.187951990517761,0.05903171695000002,10.279023703504375,1.4354332712162454,1.467266115981293,0.003452056915776017
near_wall,10,5473.5,5.797509043642029,26.196908219545243,0.8202240848127363,1.5275949614369468,0.32549509652382286,271.37437898906484,0.8838988468190518,1.49673937312846,0.001193820440302147,0.08707939858293764,0.0013733176324890579,0.9989191205227276,9.841741177461934e-05,0.0,0.0,105.73088879335091,194.62893538312935,1.9123925856953794,0.13450589049811829,10.788591556430786,1.503093551037992,1.4682766004522418,0.004566808511851083
reference,10,3317.0,11.595018087284059,14.3235480192427,0.6975725872110219,0.0,0.0,184.4244429541976,0.029051223700556506,0.0,0.0,0.056106732894424104,0.0008832737285650658,0.9998820793000706,5.01459318762604e-06,1.0,0.0,0.0,0.0,1.0431081930092412,0.032163549527209206,0.0,0.0,0.9978425244195027,0.004685332030086872
right_room,10,6124.7,23.692708676815414,16.426670587107022,0.7504135072812067,1.4014322514429383,0.1989103128626632,266.5077752363355,0.6543840823344599,1.4091150515753696,0.006364965788610702,0.07103645182699575,0.0011489681872068908,0.9990946400159283,0.0002017688854487767,0.0,0.0,112.70011457548772,224.7974942093594,1.1994707725268252,0.09597580230720706,10.155348133365074,1.404250801422367,1.441946475658931,0.0035955289442685685
