trial,reference_n,holdout_n,iid_rule_drift,iid_rule_diff_fro,iid_reference_jacobian_fro,iid_holdout_jacobian_fro
0,64,64,1.7883384227752686,0.9661152958869934,0.5402306914329529,0.6769717931747437
1,64,64,1.1898010969161987,0.8780742883682251,0.7380009293556213,0.3003089129924774
2,64,64,1.0072375535964966,0.8716278672218323,0.8653647303581238,0.8422285914421082
3,64,64,2.4201982021331787,0.9926113486289978,0.4101364016532898,1.0775482654571533
4,64,64,0.877476692199707,0.829223096370697,0.9450086951255798,0.5353294610977173
