task,num_clusters,partition_seed,region_left,region_right,left_transition_count,right_transition_count,pairwise_response_contrast,pairwise_mean_action_contrast,pairwise_action_slope_contrast,jacobian_cosine_distance,jacobian_log_scale_distance,jacobian_subspace_chordal_distance,jacobian_bures_distance
cube,4,1,0,1,400846,534462,0.3281708608612502,0.0007101445490283589,0.32746071631222184,0.8964393965424067,0.18298762634542912,0.5746592557626707,0.48500917755569445
cube,4,1,0,2,400846,648809,0.19923407758445089,0.001780450518769263,0.19745362706568162,0.6363288085254997,0.03730106839063047,0.6575520472491669,0.2766731957672836
cube,4,1,0,3,400846,396035,0.14219411182722466,0.00046838853019392525,0.14172572329703073,0.5756561319034882,0.24345145666362283,0.5675756237451934,0.20490312987281173
cube,4,1,1,2,534462,648809,0.30041096745053975,0.001805100814221876,0.2986058666363179,0.7916358586576715,0.14568655795479882,0.7188410114492206,0.37655498614827554
cube,4,1,1,3,534462,396035,0.32304294028070907,0.0006544607743999945,0.32238847950630906,1.0545985801689268,0.42643908300905203,0.6140304806423055,0.6139915494363967
cube,4,1,2,3,648809,396035,0.11373720767719081,0.0022291593620736294,0.11150804831511718,0.4192388107519852,0.2807525250542533,0.6930804720337732,0.37873116367512866
cube,4,2,0,1,399642,651048,0.20570280628665413,0.0017099651134951674,0.20399284117315897,0.6421383270638072,0.03306637236361413,0.6400453971528398,0.2774440250751516
cube,4,2,0,2,399642,397150,0.14572986446985053,0.0004337925215524075,0.14529607194829813,0.58485224759386,0.2749674802851128,0.5623070491334564,0.2176328024282613
cube,4,2,0,3,399642,532312,0.3372810649080199,0.0007707826869121493,0.33651028222110774,0.8891826970487166,0.18901342513169075,0.5691274725987739,0.4746377740576978
cube,4,2,1,2,651048,397150,0.11956272314393258,0.002161633118611009,0.11740109002532158,0.43911768938672957,0.30803385264872696,0.6847586779017784,0.3939216146692854
cube,4,2,1,3,651048,532312,0.3108259077538235,0.0017807548366833902,0.30904515291714013,0.7937834723419926,0.15594705276807655,0.715690511580895,0.36818263418716
cube,4,2,2,3,397150,532312,0.33955719571354376,0.0006400925366464678,0.33891710317689727,1.0931418771477015,0.46398090541680354,0.6184634551228775,0.625082165449797
