task,seed,knn,global_idx,umap_1,umap_2,aligned_cluster,agrees_with_nominal
tworoom,0,33,586567,-4.50889969,15.53145123,2,1
tworoom,0,33,586595,-1.58943200,-0.99935627,1,1
tworoom,0,33,586609,-1.15322828,4.05852747,2,1
tworoom,0,33,586660,-0.54060590,15.59151459,2,1
tworoom,0,33,586701,-3.77669978,16.45056152,2,1
tworoom,0,33,586805,3.43985200,-5.35958624,1,1
tworoom,0,33,587008,-1.47245073,13.86801147,2,1
tworoom,0,33,587068,1.81072044,5.36171770,2,1
tworoom,0,33,587120,-3.80306220,3.03270745,2,1
tworoom,0,33,587204,13.10909843,8.43605995,3,1
tworoom,0,33,587211,9.06853867,9.83571434,3,1
tworoom,0,33,587240,-0.50088578,7.06259584,2,1
tworoom,0,33,587313,9.98427296,-1.63647759,1,1
tworoom,0,33,587350,16.15980148,11.83108330,3,1
tworoom,0,33,587403,11.05052853,10.88736916,3,1
tworoom,0,33,587429,-3.75879931,9.88406849,2,1
tworoom,0,33,587452,-3.31864977,5.85040855,2,1
tworoom,0,33,587459,-1.18700469,8.19956207,2,1
tworoom,0,33,587538,8.80026150,11.28349972,3,1
tworoom,0,33,587730,10.23253250,-2.06370091,1,1
tworoom,0,33,587777,2.83473468,-2.63559842,1,1
tworoom,0,33,587782,2.88799620,-6.70192862,1,1
tworoom,0,33,587811,13.99279213,4.58763313,3,1
tworoom,0,33,587824,11.06961823,7.19991446,3,1
tworoom,0,33,587827,9.89192390,10.72463703,3,1
tworoom,0,33,587991,3.63596177,-0.96305037,1,1
tworoom,0,33,588054,12.29532623,8.71608734,3,1
tworoom,0,33,588145,-1.49638557,12.49481869,2,1
tworoom,0,33,588146,-0.88790148,11.89186382,2,1
tworoom,0,33,588149,-0.30157793,11.70200729,2,1
tworoom,0,33,588182,-1.90881383,-4.77099323,1,1
tworoom,0,33,588324,15.42460823,4.27692223,3,1
tworoom,0,33,588344,13.82259846,2.95946646,3,1
tworoom,0,33,588366,-2.29709578,-3.06682515,1,1
tworoom,0,33,588378,11.50981998,6.47213888,3,1
tworoom,0,33,588442,1.68006241,-1.58176291,1,1
tworoom,0,33,588510,9.81557655,4.50530815,3,1
tworoom,0,33,588520,13.00300407,7.03161240,3,1
tworoom,0,33,588531,13.72622490,8.15401459,3,1
tworoom,0,33,588556,11.13749695,14.03321552,3,1
tworoom,0,33,588609,10.67967319,15.41807652,3,1
tworoom,0,33,588662,11.45862007,-4.04058981,1,1
tworoom,0,33,588716,1.37620425,-3.41881466,1,1
tworoom,0,33,588741,10.00733757,10.63142204,3,1
tworoom,0,33,588762,12.07849407,14.55562401,3,1
tworoom,0,33,588786,-0.24995579,13.06310368,2,1
tworoom,0,33,588829,2.44199896,3.44423008,2,1
tworoom,0,33,588866,9.30752754,6.95576954,3,1
tworoom,0,33,588927,9.66580009,4.03939629,3,1
tworoom,0,33,588962,9.59130383,-1.25878739,1,1
tworoom,0,33,588969,8.49634552,-2.94248772,1,1
tworoom,0,33,588982,4.54929638,-3.02036643,1,1
tworoom,0,33,588990,0.66642427,0.17758061,1,1
tworoom,0,33,589057,14.49878788,5.16963434,3,1
tworoom,0,33,589092,12.97651958,10.87085342,3,1
tworoom,0,33,589113,13.60129547,9.78503418,3,1
tworoom,0,33,589157,1.88048065,2.70227957,1,0
tworoom,0,33,589242,5.24208927,-3.89008307,1,1
tworoom,0,33,589291,-1.42543817,-4.03396845,1,1
tworoom,0,33,589335,-0.71234065,10.25788784,2,1
tworoom,0,33,589341,-2.82721448,9.56850338,2,1
tworoom,0,33,589447,-0.80912924,13.67480850,2,1
tworoom,0,33,589449,-1.43793917,13.29823208,2,1
tworoom,0,33,589499,4.01957941,-2.15360355,1,1
tworoom,0,33,589542,15.68023205,12.11308575,3,1
tworoom,0,33,589598,5.50387716,-3.22468257,1,1
tworoom,0,33,589620,-2.31844163,12.24281025,2,1
tworoom,0,33,589669,11.92982674,9.51232815,3,1
tworoom,0,33,589724,11.24732494,0.31251463,1,1
tworoom,0,33,589783,12.47655487,-1.61611915,1,1
tworoom,0,33,589786,9.94397831,-1.74970913,1,1
tworoom,0,33,589795,6.44082737,-1.33788919,1,1
tworoom,0,33,589852,-2.27382517,16.80422401,2,1
tworoom,0,33,589856,-2.54864526,17.09822655,2,1
tworoom,0,33,589944,-2.29101801,13.47264099,2,1
tworoom,0,33,589956,-0.93443465,14.39102745,2,1
tworoom,0,33,589964,-0.38358533,14.96179104,2,1
tworoom,0,33,589998,-0.50502884,7.06290865,2,1
tworoom,0,33,590002,-0.93932599,7.05200291,2,1
tworoom,0,33,590024,1.07450211,-3.71035099,1,1
tworoom,0,33,590036,1.27218914,-6.42271423,1,1
tworoom,0,33,590052,14.77858257,1.54073560,3,1
tworoom,0,33,590108,-0.45795310,12.34670353,2,1
tworoom,0,33,590158,15.77948189,1.68296468,3,1
tworoom,0,33,590198,10.69743538,-3.28668737,1,1
tworoom,0,33,590248,15.04639339,10.10572338,3,1
tworoom,0,33,590256,13.94548416,8.59284878,3,1
tworoom,0,33,590389,8.12025452,12.32982635,3,1
tworoom,0,33,590509,11.50774002,-2.80503559,1,1
tworoom,0,33,590597,-3.77250123,13.60193062,2,1
tworoom,0,33,590649,1.39267421,-3.56676936,1,1
tworoom,0,33,590655,1.77079606,-4.65225744,1,1
tworoom,0,33,590656,2.52537632,-5.64972115,1,1
tworoom,0,33,590710,15.23102760,3.06366420,3,1
tworoom,0,33,590728,13.72930813,-2.61756015,1,1
tworoom,0,33,590756,5.14846802,-4.04022646,1,1
tworoom,0,33,590813,-3.14570999,16.18086433,2,1
tworoom,0,33,590823,-5.48571062,12.31217384,2,1
tworoom,0,33,590954,7.34945488,4.73914242,3,1
tworoom,0,33,590988,2.63595891,-6.08381081,1,1
tworoom,0,33,591043,-5.14745998,12.82758617,2,1
tworoom,0,33,591089,12.24055004,-1.68202770,1,1
tworoom,0,33,591090,11.10457230,-1.73180926,1,1
tworoom,0,33,591101,12.34993076,0.96960270,1,1
tworoom,0,33,591132,3.03710628,0.82682920,1,1
tworoom,0,33,591145,3.80168772,-3.85523558,1,1
tworoom,0,33,591227,6.62289906,0.08005222,1,1
tworoom,0,33,591275,-1.94945753,4.80368567,2,1
tworoom,0,33,591293,15.12934971,5.30404758,3,1
tworoom,0,33,591298,15.10207939,4.57342958,3,1
tworoom,0,33,591322,4.84385252,-4.09957886,1,1
tworoom,0,33,591335,2.79939342,-3.92018247,1,1
tworoom,0,33,591350,-1.64596701,10.16069221,2,1
tworoom,0,33,591359,-0.46603835,12.30900669,2,1
tworoom,0,33,591365,15.78418159,1.71957958,3,1
tworoom,0,33,591448,-5.58786917,1.39061451,2,1
tworoom,0,33,591494,13.36629581,10.35755157,3,1
tworoom,0,33,591555,-1.79433131,-5.43262529,1,1
tworoom,0,33,591577,-0.45725107,-5.28755569,1,1
tworoom,0,33,591735,-4.11139297,4.42889786,2,1
tworoom,0,33,591775,7.63833141,-3.76190090,1,1
tworoom,0,33,591961,15.33140755,4.18443012,3,1
tworoom,0,33,592009,-2.65572786,1.95871735,2,1
tworoom,0,33,592020,0.26563993,-2.04050756,1,1
tworoom,0,33,592297,10.44503307,11.15057087,3,1
tworoom,0,33,592341,6.80191469,-0.80307370,1,1
tworoom,0,33,592471,11.09556580,5.16977215,3,1
tworoom,0,33,592482,12.69595528,7.41640711,3,1
tworoom,0,33,592506,10.71232986,12.61926556,3,1
tworoom,0,33,592510,12.67220879,12.41495991,3,1
tworoom,0,33,592526,10.44799137,4.27082968,3,1
tworoom,0,33,592552,12.81867409,-3.04864025,1,1
tworoom,0,33,592561,12.23355579,-4.71582603,1,1
tworoom,0,33,592733,15.67033005,1.49018800,3,1
tworoom,0,33,592749,14.53846550,-0.10418404,1,1
tworoom,0,33,592759,12.10565567,-4.35742092,1,1
tworoom,0,33,592763,12.13230991,-4.68751192,1,1
tworoom,0,33,592829,9.83036137,14.18040371,3,1
tworoom,0,33,592895,2.27723312,-2.21834874,1,1
tworoom,0,33,592958,1.23754776,5.03465462,2,1
tworoom,0,33,592968,1.64443660,2.83864045,1,0
tworoom,0,33,592976,-0.20928319,-6.30260801,1,1
tworoom,0,33,592984,0.58822244,-6.68059063,1,1
tworoom,0,33,593090,11.55243778,-4.46381283,1,1
tworoom,0,33,593105,12.96790600,-3.29571199,1,1
tworoom,0,33,593149,-2.02634215,15.38292122,2,1
tworoom,0,33,593154,-0.28711066,11.87341881,2,1
tworoom,0,33,593211,-0.38511881,12.86044312,2,1
tworoom,0,33,593214,-0.40472743,13.66213322,2,1
tworoom,0,33,593367,8.81899357,10.61694336,3,1
tworoom,0,33,593452,13.13650799,10.38507271,3,1
tworoom,0,33,593459,11.64760017,9.28754711,3,1
tworoom,0,33,593468,11.49982166,6.67648458,3,1
tworoom,0,33,593559,0.04516512,-6.30707073,1,1
tworoom,0,33,593601,14.49733162,10.37030697,3,1
tworoom,0,33,593624,7.21220350,5.75555182,3,1
tworoom,0,33,593626,7.39529943,6.95987606,3,1
tworoom,0,33,593679,11.55563164,15.42190552,3,1
tworoom,0,33,593692,10.43373489,15.95163155,3,1
tworoom,0,33,593694,10.84246349,15.61846924,3,1
tworoom,0,33,593886,4.34996319,-2.35870671,1,1
tworoom,0,33,593917,12.56070518,9.73233795,3,1
tworoom,0,33,594021,3.49598646,-5.39389324,1,1
tworoom,0,33,594052,14.61901855,7.41662884,3,1
tworoom,0,33,594125,-0.37626645,11.60698509,2,1
tworoom,0,33,594192,-3.36053514,10.51587868,2,1
tworoom,0,33,594216,-4.08333445,6.49846220,2,1
tworoom,0,33,594226,-2.78206396,5.16383171,2,1
tworoom,0,33,594234,0.08586622,4.50431442,2,1
tworoom,0,33,594251,2.19478917,4.15880346,2,1
tworoom,0,33,594317,1.83173358,3.57112002,2,1
tworoom,0,33,594375,10.46838570,11.51815414,3,1
tworoom,0,33,594423,12.64580059,14.32393074,3,1
tworoom,0,33,594508,-1.84699893,-3.60310698,1,1
tworoom,0,33,594539,5.48266220,-5.31358719,1,1
tworoom,0,33,594553,10.34255981,3.42260861,3,1
tworoom,0,33,594567,12.81819344,8.02061844,3,1
tworoom,0,33,594652,2.54975033,3.13804722,1,0
tworoom,0,33,594679,4.12703800,-5.08255672,1,1
tworoom,0,33,594682,5.14726257,-2.75027204,1,1
tworoom,0,33,594693,-1.85108924,12.93686581,2,1
tworoom,0,33,594758,-3.58348036,3.14903784,2,1
tworoom,0,33,594767,-1.66657841,4.00273609,2,1
tworoom,0,33,594816,11.24433327,-0.98390502,1,1
tworoom,0,33,594837,8.95511150,-4.54821253,1,1
tworoom,0,33,594871,-2.31490254,12.10370636,2,1
tworoom,0,33,594892,-5.25611925,2.93798304,2,1
tworoom,0,33,594973,10.42156696,13.86430740,3,1
tworoom,0,33,595107,13.03935432,4.98393250,3,1
tworoom,0,33,595132,7.15194798,-3.07538414,1,1
tworoom,0,33,595164,0.58248836,3.26078010,2,1
tworoom,0,33,595335,-4.12970734,16.11365700,2,1
tworoom,0,33,595385,2.81700134,-2.40082860,1,1
tworoom,0,33,595521,11.91212654,1.02040958,1,1
tworoom,0,33,595531,14.24660110,2.96721387,3,1
tworoom,0,33,595539,-2.39964652,17.10332298,2,1
tworoom,0,33,595601,11.14143658,7.15107346,3,1
tworoom,0,33,595622,14.71547699,7.26720428,3,1
tworoom,0,33,595628,11.28987885,12.19425583,3,1
tworoom,0,33,595692,-1.87179410,-3.55530429,1,1
tworoom,0,33,595755,-0.23715055,12.15354633,2,1
tworoom,0,33,595791,-1.31942034,12.30724144,2,1
tworoom,0,33,595817,1.85901070,3.02889562,2,1
tworoom,0,33,595830,-0.89625871,7.10313129,2,1
tworoom,0,33,595831,-0.01395926,6.75040007,2,1
tworoom,0,33,595838,4.65293932,-0.86021471,1,1
tworoom,0,33,595879,15.01353455,5.10722733,3,1
tworoom,0,33,595940,-1.19146252,7.97882748,2,1
tworoom,0,33,595988,2.64546013,2.90466118,1,1
tworoom,0,33,596009,2.34789920,-2.16148567,1,1
tworoom,0,33,596012,4.68383074,-3.67878532,1,1
tworoom,0,33,596027,11.01323032,-1.82444715,1,1
tworoom,0,33,596144,-4.28162146,6.05612850,2,1
tworoom,0,33,596173,7.93188763,-5.36919832,1,1
tworoom,0,33,596246,11.59300137,7.94590235,3,1
tworoom,0,33,596337,6.71756792,-4.46992397,1,1
tworoom,0,33,596404,2.45322251,3.41357493,2,1
tworoom,0,33,596462,10.34026241,10.01906967,3,1
tworoom,0,33,596521,-3.99441981,5.12766123,2,1
tworoom,0,33,596540,-3.29234099,8.71380234,2,1
tworoom,0,33,596561,11.99860287,15.05110836,3,1
tworoom,0,33,596602,6.18023109,-0.14291410,1,1
tworoom,0,33,596663,1.67094719,-5.10729551,1,1
tworoom,0,33,596666,1.48843420,-2.35211778,1,1
tworoom,0,33,596713,11.65726948,9.27854156,3,1
tworoom,0,33,596754,13.01905251,-2.05732441,1,1
tworoom,0,33,596756,12.70828342,-3.57168388,1,1
tworoom,0,33,596781,0.97001696,-0.65344495,1,1
tworoom,0,33,596821,13.06961727,12.14339447,3,1
tworoom,0,33,596891,-2.19016266,1.47421455,2,0
tworoom,0,33,596901,15.81002140,1.60833359,3,1
tworoom,0,33,596912,14.88260746,0.32211775,1,1
tworoom,0,33,596991,15.11652565,14.24505234,3,1
tworoom,0,33,597030,15.02718449,10.63440228,3,1
tworoom,0,33,597112,2.94282722,-1.14137578,1,1
tworoom,0,33,597141,10.41013908,4.17852545,3,1
tworoom,0,33,597242,2.43295050,-7.33998585,1,1
tworoom,0,33,597264,-3.52977157,11.06924438,2,1
tworoom,0,33,597313,3.19720864,-1.56280315,1,1
tworoom,0,33,597328,0.31933630,2.81036520,2,1
tworoom,0,33,597356,13.78147316,-3.33944535,1,1
tworoom,0,33,597469,-0.81802547,-3.67635298,1,1
tworoom,0,33,597646,-2.39045525,13.49404430,2,1
tworoom,0,33,597673,-2.26652741,15.10755157,2,1
tworoom,0,33,597684,-1.45102906,13.99372959,2,1
tworoom,0,33,597691,-3.67701268,13.88846588,2,1
tworoom,0,33,597692,-3.62657022,13.02565479,2,1
tworoom,0,33,597727,3.84768224,-3.26884747,1,1
tworoom,0,33,597731,1.85319197,3.03093219,2,1
tworoom,0,33,597810,11.65607262,15.02656937,3,1
tworoom,0,33,597845,8.56570339,2.10861349,1,1
tworoom,0,33,597871,13.94087315,1.59257162,1,0
tworoom,0,33,597915,-3.33640051,6.06635475,2,1
tworoom,0,33,597947,13.29014492,0.85170341,1,1
tworoom,0,33,598024,10.19732380,-4.97064066,1,1
tworoom,0,33,598025,12.07009411,-4.23495293,1,1
tworoom,0,33,598062,-0.96462029,9.54136086,2,1
tworoom,0,33,598153,-4.38157558,7.50729609,2,1
tworoom,0,33,598209,0.53899300,3.75866437,2,1
tworoom,0,33,598214,3.44446731,-0.35952872,1,1
tworoom,0,33,598329,8.47442341,6.67970514,3,1
tworoom,0,33,598356,10.93736458,9.96283340,3,1
tworoom,0,33,598375,7.44571161,-2.95345831,1,1
tworoom,0,33,598410,10.64015007,14.78332710,3,1
tworoom,0,33,598424,14.15657139,11.82957840,3,1
tworoom,0,33,598450,9.68718529,5.27162075,3,1
tworoom,0,33,598524,13.48694515,-0.38431406,1,1
tworoom,0,33,598532,13.74237537,-1.04562616,1,1
tworoom,0,33,598541,13.11279774,-4.40557671,1,1
tworoom,0,33,598593,4.61424875,-0.98431420,1,1
tworoom,0,33,598675,0.49388587,-6.24596596,1,1
tworoom,0,33,598743,2.48082304,1.12886727,1,1
tworoom,0,33,598750,-1.71183836,10.14619350,2,1
tworoom,0,33,598760,-1.38579309,8.90787697,2,1
tworoom,0,33,598841,5.90601635,-2.26199889,1,1
tworoom,0,33,598857,13.22858238,-0.44031382,1,1
tworoom,0,33,598860,13.62493706,0.33009437,1,1
tworoom,0,33,598906,11.48134136,11.34266949,3,1
tworoom,0,33,598907,12.36840916,10.17412376,3,1
tworoom,0,33,598914,12.63321209,9.57764339,3,1
tworoom,0,33,598954,8.25769997,-3.18903780,1,1
tworoom,0,33,598967,9.00683117,-5.24745846,1,1
tworoom,0,33,599011,-0.61995274,12.79072285,2,1
tworoom,0,33,599104,15.26468468,13.20021915,3,1
tworoom,0,33,599137,11.17762756,6.83153296,3,1
tworoom,0,33,599284,14.45477772,13.47562885,3,1
tworoom,0,33,599335,-2.19449162,8.74083710,2,1
tworoom,0,33,599403,-2.05838561,4.77133703,2,1
tworoom,0,33,599462,14.97774220,9.77673912,3,1
tworoom,0,33,599482,10.43914700,9.61201000,3,1
tworoom,0,33,599525,7.71461344,-2.75338292,1,1
tworoom,0,33,599562,6.82230997,0.29725093,1,1
tworoom,0,33,599611,-2.96863389,9.43558216,2,1
tworoom,0,33,599620,-1.98336864,8.16414642,2,1
tworoom,0,33,599673,14.34741497,9.19116879,3,1
tworoom,0,33,599675,13.43626785,8.28810120,3,1
tworoom,0,33,599677,12.58010864,7.06641340,3,1
tworoom,0,33,599692,9.13022900,7.60571575,3,1
tworoom,0,33,599778,9.68819332,4.74818325,3,1
tworoom,0,33,599848,8.36723042,1.44930351,1,1
tworoom,0,33,599858,5.99464846,-0.42237514,1,1
tworoom,0,33,599901,-1.82712591,16.52490807,2,1
tworoom,0,33,599914,-1.93754256,16.02488518,2,1
tworoom,0,33,599940,-5.09992409,13.82337570,2,1
tworoom,0,33,600062,-4.38367653,6.28316879,2,1
tworoom,0,33,600183,15.00607491,9.73567867,3,1
tworoom,0,33,600205,8.44693947,-4.05749416,1,1
tworoom,0,33,600363,13.53593159,7.22953033,3,1
tworoom,0,33,600396,8.76298141,-3.87655163,1,1
tworoom,0,33,600399,9.12515926,-5.24365473,1,1
tworoom,0,33,600445,-0.31283498,-3.40773129,1,1
tworoom,0,33,600552,-5.32489586,12.71773720,2,1
tworoom,0,33,600563,-4.51608419,12.67590618,2,1
tworoom,0,33,600637,0.42972493,-4.95124865,1,1
tworoom,0,33,600686,8.62595558,7.91107368,3,1
tworoom,0,33,600727,14.83331680,10.39867687,3,1
tworoom,0,33,600736,10.14536190,10.50232601,3,1
tworoom,0,33,600745,13.12212753,7.16896486,3,1
tworoom,0,33,600826,0.81341410,-3.21789169,1,1
tworoom,0,33,600881,15.18352032,2.53827047,3,1
tworoom,0,33,600928,-1.02962935,12.58551407,2,1
tworoom,0,33,600945,-4.50319099,11.74969959,2,1
tworoom,0,33,600987,0.93761581,-0.48897195,1,1
tworoom,0,33,601076,0.16972722,-4.10784674,1,1
tworoom,0,33,601096,11.98878765,-3.90994167,1,1
tworoom,0,33,601169,-3.36203742,10.29891491,2,1
tworoom,0,33,601189,-0.70791394,3.59634471,2,1
tworoom,0,33,601196,1.80508745,-3.98102760,1,1
tworoom,0,33,601301,8.62774181,2.61441922,3,1
tworoom,0,33,601316,-5.63291693,1.78811467,2,1
tworoom,0,33,601333,-5.44962597,1.19438815,2,1
tworoom,0,33,601385,9.80130005,-3.46285701,1,1
tworoom,0,33,601427,8.70201683,14.66070461,3,1
tworoom,0,33,601475,7.79449463,-0.99022549,1,1
tworoom,0,33,601521,-3.72274351,12.76511669,2,1
tworoom,0,33,601612,4.93144512,-5.40652370,1,1
tworoom,0,33,601669,-0.83520365,7.38741636,2,1
tworoom,0,33,601703,11.84004211,10.98638344,3,1
tworoom,0,33,601726,15.16267872,11.63368797,3,1
tworoom,0,33,601732,-2.90603948,7.69648075,2,1
tworoom,0,33,601778,11.78133774,7.71694326,3,1
tworoom,0,33,601785,12.23023224,8.81229496,3,1
tworoom,0,33,601817,14.77270222,12.93529892,3,1
tworoom,0,33,601903,-1.77959955,-0.37551147,1,1
tworoom,0,33,601938,3.45290160,-2.28182101,1,1
tworoom,0,33,601972,2.48505950,-1.90569198,1,1
tworoom,0,33,601980,1.52486646,-4.39666510,1,1
tworoom,0,33,602138,12.57924938,15.07236958,3,1
tworoom,0,33,602141,12.69144154,15.01016521,3,1
tworoom,0,33,602220,0.07528699,-2.72661567,1,1
tworoom,0,33,602293,-5.56777382,11.82868195,2,1
tworoom,0,33,602336,-1.04136133,-5.86066198,1,1
tworoom,0,33,602429,-0.63407803,14.86422157,2,1
tworoom,0,33,602532,11.52647209,7.74037504,3,1
tworoom,0,33,602558,7.60358143,8.45778084,3,1
tworoom,0,33,602689,10.95938492,-0.13627082,1,1
tworoom,0,33,602738,10.76801777,15.71400547,3,1
tworoom,0,33,602757,14.37842751,12.59781837,3,1
tworoom,0,33,602760,14.54517841,11.19678688,3,1
tworoom,0,33,602841,-2.59722996,12.72864342,2,1
tworoom,0,33,602876,-4.23451567,15.97151184,2,1
tworoom,0,33,602894,3.41231656,-0.12663157,1,1
tworoom,0,33,602913,12.72786713,-4.16724539,1,1
tworoom,0,33,602917,12.46294308,-3.70518804,1,1
tworoom,0,33,602964,-5.22588682,13.56528950,2,1
tworoom,0,33,603020,15.30615902,7.79505157,3,1
tworoom,0,33,603069,3.46837902,-1.98176324,1,1
tworoom,0,33,603177,5.36896944,-0.91116840,1,1
tworoom,0,33,603278,-1.47534108,15.54543972,2,1
tworoom,0,33,603334,-0.79576308,6.64506912,2,1
tworoom,0,33,603376,2.66701245,-2.08795047,1,1
tworoom,0,33,603384,15.80164909,8.85450172,3,1
tworoom,0,33,603385,15.79093552,8.97767735,3,1
tworoom,0,33,603392,14.15144825,8.58395195,3,1
tworoom,0,33,603401,13.72851562,9.82883835,3,1
tworoom,0,33,603464,-5.53807354,11.15379238,2,1
tworoom,0,33,603517,9.08374596,4.51403522,3,1
tworoom,0,33,603527,5.12433910,-4.72954226,1,1
tworoom,0,33,603566,-1.90844548,15.95443439,2,1
tworoom,0,33,603568,-1.93955874,15.98487377,2,1
tworoom,0,33,603573,-2.75540900,16.03151512,2,1
tworoom,0,33,603636,11.76891232,15.35912228,3,1
tworoom,0,33,603639,11.85865402,15.29774475,3,1
tworoom,0,33,603673,12.24124336,8.80264282,3,1
tworoom,0,33,603834,10.85694790,6.57209206,3,1
tworoom,0,33,604061,5.62872028,-2.38340449,1,1
tworoom,0,33,604076,-3.66216636,1.14097118,2,1
tworoom,0,33,604087,-4.16958094,5.84509993,2,1
tworoom,0,33,604093,-4.53168583,4.24736977,2,1
tworoom,0,33,604173,8.52154636,-3.37763834,1,1
tworoom,0,33,604193,2.00650287,-3.00854325,1,1
tworoom,0,33,604274,10.93937397,14.71890163,3,1
tworoom,0,33,604323,9.05736446,-5.31748009,1,1
tworoom,0,33,604354,-4.53393888,4.60395670,2,1
tworoom,0,33,604364,-3.21359682,4.01062107,2,1
tworoom,0,33,604470,-1.30107725,3.13778234,2,1
tworoom,0,33,604475,-2.41028309,-1.57672942,1,1
tworoom,0,33,604490,-2.64956236,-2.46385598,1,1
tworoom,0,33,604564,15.06908894,2.04237604,3,1
tworoom,0,33,604586,11.47909164,-3.61928964,1,1
tworoom,0,33,604599,2.04938412,2.62429380,1,1
tworoom,0,33,604624,-0.39242268,11.39368820,2,1
tworoom,0,33,604651,0.38528779,6.98220205,2,1
tworoom,0,33,604755,15.77444553,1.74650300,3,1
tworoom,0,33,604863,-2.89699197,2.20600963,2,1
tworoom,0,33,604938,9.46148300,7.05655766,3,1
tworoom,0,33,604943,-0.54195696,11.96752357,2,1
tworoom,0,33,605043,14.38872719,5.25916100,3,1
tworoom,0,33,605179,-0.47876108,-3.27954626,1,1
tworoom,0,33,605200,8.78452110,-5.40737581,1,1
tworoom,0,33,605261,15.60159206,12.04918957,3,1
tworoom,0,33,605267,14.75984955,10.93946266,3,1
tworoom,0,33,605310,9.15497780,5.23895311,3,1
tworoom,0,33,605347,2.44505501,3.42962050,2,1
tworoom,0,33,605407,1.76059020,3.58241606,2,1
tworoom,0,33,605408,0.95797962,3.12351918,2,1
tworoom,0,33,605459,-3.18070245,-0.92853135,1,1
tworoom,0,33,605515,11.38079548,11.99466038,3,1
tworoom,0,33,605553,-2.02629042,7.30154037,2,1
tworoom,0,33,605577,-2.42743874,-1.62693501,1,1
tworoom,0,33,605593,0.55317020,-5.78899622,1,1
tworoom,0,33,605626,7.21440125,5.82789278,3,1
tworoom,0,33,605694,-3.55930543,-0.19851652,1,1
tworoom,0,33,605817,2.51549721,3.19213843,2,1
tworoom,0,33,605877,11.92452431,10.50782681,3,1
tworoom,0,33,605945,9.31459999,13.57422256,3,1
tworoom,0,33,606032,-0.68026280,15.50159836,2,1
tworoom,0,33,606052,-3.08479595,16.10600281,2,1
tworoom,0,33,606088,-0.88662386,3.77206326,2,1
tworoom,0,33,606093,-0.27577692,6.20957184,2,1
tworoom,0,33,606115,-2.10849214,15.22072315,2,1
tworoom,0,33,606123,-1.56958902,12.68871784,2,1
tworoom,0,33,606135,-3.54388952,14.46537113,2,1
tworoom,0,33,606138,-3.68407989,13.95634365,2,1
tworoom,0,33,606194,-5.38137341,2.81839657,2,1
tworoom,0,33,606218,-1.91398013,-4.69752169,1,1
tworoom,0,33,606251,14.03215694,11.21951866,3,1
tworoom,0,33,606259,12.29239178,9.97810555,3,1
tworoom,0,33,606282,7.31715727,6.41509485,3,1
tworoom,0,33,606391,5.65858555,-0.79925537,1,1
tworoom,0,33,606548,9.07549286,-1.70559013,1,1
tworoom,0,33,606551,8.00522804,0.87817216,1,1
tworoom,0,33,606607,13.71588612,1.11714900,1,1
tworoom,0,33,606911,6.48746300,-1.55702102,1,1
tworoom,0,33,607021,-2.82148671,12.58301735,2,1
tworoom,0,33,607036,-4.32116652,1.53616238,2,1
tworoom,0,33,607060,-2.29491401,-5.34146786,1,1
tworoom,0,33,607072,-0.33705789,-6.21942854,1,1
tworoom,0,33,607101,12.78907871,6.28836060,3,1
tworoom,0,33,607199,14.97738361,12.83313847,3,1
tworoom,0,33,607217,-1.06421793,9.23257732,2,1
tworoom,0,33,607242,12.88726902,-4.24877119,1,1
tworoom,0,33,607281,-4.92743444,4.75339794,2,1
tworoom,0,33,607320,0.13881439,-3.91959429,1,1
tworoom,0,33,607332,0.48079014,-4.15429592,1,1
tworoom,0,33,607506,8.04696083,1.29659522,1,1
tworoom,0,33,607523,7.98453569,-3.58357096,1,1
tworoom,0,33,607620,15.12663555,14.17747116,3,1
tworoom,0,33,607777,14.58849239,7.14855385,3,1
tworoom,0,33,607845,-4.23338270,1.42212355,2,1
tworoom,0,33,607851,-3.94300413,0.38591787,1,1
tworoom,0,33,607874,-2.06130052,-5.26178741,1,1
tworoom,0,33,607963,12.32040501,2.13985348,3,1
tworoom,0,33,607978,10.67924881,-4.92712450,1,1
tworoom,0,33,608024,11.80982685,15.36022854,3,1
tworoom,0,33,608118,-1.33618796,8.17418671,2,1
tworoom,0,33,608150,12.05917454,-1.03871429,1,1
tworoom,0,33,608161,8.93280983,-5.31555414,1,1
tworoom,0,33,608222,14.85917854,0.27598509,1,1
tworoom,0,33,608240,5.54579449,-5.72819042,1,1
tworoom,0,33,608304,0.29340190,-0.29625657,1,1
tworoom,0,33,608355,5.78136826,-2.74158406,1,1
tworoom,0,33,608394,14.65549564,2.04859972,3,1
tworoom,0,33,608397,13.32868385,0.58204484,1,1
tworoom,0,33,608419,1.25422907,-6.99014235,1,1
tworoom,0,33,608497,12.52700233,5.51531982,3,1
tworoom,0,33,608507,10.27225971,-0.96091717,1,1
tworoom,0,33,608523,3.73641276,-0.59150189,1,1
tworoom,0,33,608723,3.15036988,-3.68779063,1,1
tworoom,0,33,608775,10.64757729,-3.00448704,1,1
tworoom,0,33,608855,-1.30217040,16.24964523,2,1
tworoom,0,33,608877,-2.03739405,16.77569962,2,1
tworoom,0,33,608896,-2.24990559,16.59350967,2,1
tworoom,0,33,608980,4.88768673,-1.45001543,1,1
tworoom,0,33,609016,-2.54588699,12.51337242,2,1
tworoom,0,33,609020,-0.96557611,13.18906212,2,1
tworoom,0,33,609024,-0.13220938,13.46183109,2,1
