task,seed,knn,global_idx,umap_1,umap_2,aligned_cluster,agrees_with_nominal
tworoom,1,27,824768,14.69139004,2.10508800,3,1
tworoom,1,27,824868,12.79212093,1.79358304,3,1
tworoom,1,27,825056,0.41751030,6.12730169,2,1
tworoom,1,27,825112,-0.42354193,12.51369667,2,1
tworoom,1,27,825280,7.84492826,-1.56208265,1,1
tworoom,1,27,825317,11.32712460,8.08123779,3,1
tworoom,1,27,825329,6.65390921,-2.05080175,1,1
tworoom,1,27,825353,-1.09535468,7.91099310,2,1
tworoom,1,27,825384,-0.53349972,11.90118027,2,1
tworoom,1,27,825394,-0.18935966,13.55476284,2,1
tworoom,1,27,825402,-2.25618124,11.51348019,2,1
tworoom,1,27,825413,-2.32501340,11.36124611,2,1
tworoom,1,27,825434,-4.82323503,14.04886723,2,1
tworoom,1,27,825551,11.44565582,-4.37147045,1,1
tworoom,1,27,825701,10.42378902,16.02847099,3,1
tworoom,1,27,825812,-0.89111161,-5.92982626,1,1
tworoom,1,27,825908,14.10592651,1.99319744,3,1
tworoom,1,27,825994,-4.23443365,15.94836330,2,1
tworoom,1,27,826020,1.65002334,5.72376823,2,1
tworoom,1,27,826087,14.43634033,4.50041914,3,1
tworoom,1,27,826156,-1.66675305,8.40675640,2,1
tworoom,1,27,826226,1.74627542,-3.72288990,1,1
tworoom,1,27,826344,11.59868145,-3.52590251,1,1
tworoom,1,27,826381,-2.99001122,2.29709363,2,1
tworoom,1,27,826393,-1.27202606,-2.21520257,1,1
tworoom,1,27,826423,10.02454853,-1.87602711,1,1
tworoom,1,27,826471,9.83987904,11.40933037,3,1
tworoom,1,27,826474,10.19090939,10.70384789,3,1
tworoom,1,27,826483,12.45728683,5.47574234,3,1
tworoom,1,27,826513,-2.12917423,-4.01452494,1,1
tworoom,1,27,826529,-5.52587938,1.32160735,2,1
tworoom,1,27,826563,9.31568527,13.54584217,3,1
tworoom,1,27,826572,8.73762131,11.53329182,3,1
tworoom,1,27,826575,10.40177917,10.54641151,3,1
tworoom,1,27,826588,7.87537718,10.61808968,3,1
tworoom,1,27,826624,0.25153479,5.22774410,2,1
tworoom,1,27,826661,-2.74935699,12.17558479,2,1
tworoom,1,27,826681,-1.12152517,9.23070335,2,1
tworoom,1,27,826711,0.60239261,-5.74787235,1,1
tworoom,1,27,826734,7.77274466,-0.33727393,1,1
tworoom,1,27,826757,-2.27883172,13.34196091,2,1
tworoom,1,27,826791,-3.86429310,15.35208702,2,1
tworoom,1,27,826849,-2.75200272,8.69227695,2,1
tworoom,1,27,826881,-1.70268524,2.42277050,2,1
tworoom,1,27,826925,11.25009632,6.61995125,3,1
tworoom,1,27,827052,-5.44708729,11.78046513,2,1
tworoom,1,27,827143,13.10528946,14.69927979,3,1
tworoom,1,27,827190,8.40530205,-1.17381954,1,1
tworoom,1,27,827224,-2.34031487,16.17874527,2,1
tworoom,1,27,827318,-1.35999084,-1.61677992,1,1
tworoom,1,27,827319,-0.70812178,-1.05699348,1,1
tworoom,1,27,827337,9.94202614,-3.07474852,1,1
tworoom,1,27,827555,-4.99533463,0.89252967,2,1
tworoom,1,27,827559,-4.28172684,0.95615560,2,1
tworoom,1,27,827590,-5.66144800,1.73554111,2,1
tworoom,1,27,827859,13.71290779,5.70270634,3,1
tworoom,1,27,827872,13.47723484,4.02878904,3,1
tworoom,1,27,827912,1.20153975,0.26211649,1,1
tworoom,1,27,827943,-4.16205359,14.16438675,2,1
tworoom,1,27,827960,13.32075596,11.97415638,3,1
tworoom,1,27,828009,7.73018646,3.89093113,3,1
tworoom,1,27,828021,8.28592968,-3.04370594,1,1
tworoom,1,27,828153,0.63201618,-5.76393080,1,1
tworoom,1,27,828278,-1.27884400,10.07647514,2,1
tworoom,1,27,828404,11.71458721,-1.16020072,1,1
tworoom,1,27,828616,-5.21522760,2.63306284,2,1
tworoom,1,27,828620,-5.21187973,2.17452765,2,1
tworoom,1,27,828675,9.26798534,7.10118055,3,1
tworoom,1,27,828689,8.48152256,1.87966466,1,1
tworoom,1,27,828716,-1.41837800,-0.39126995,1,1
tworoom,1,27,828789,8.52594948,2.18934464,1,1
tworoom,1,27,828892,10.94226742,13.01197720,3,1
tworoom,1,27,828936,11.68507004,-2.89320660,1,1
tworoom,1,27,828942,7.24372625,-2.84321618,1,1
tworoom,1,27,829102,1.79803967,0.11961848,1,1
tworoom,1,27,829328,14.64419556,5.65660620,3,1
tworoom,1,27,829352,11.73359108,-2.74043155,1,1
tworoom,1,27,829363,5.58599901,-5.78289986,1,1
tworoom,1,27,829388,-1.09024596,9.38160324,2,1
tworoom,1,27,829402,-0.56130463,12.50801945,2,1
tworoom,1,27,829408,-0.25038844,14.13481903,2,1
tworoom,1,27,829473,1.92959774,2.33652973,1,1
tworoom,1,27,829493,5.95278692,-2.19761848,1,1
tworoom,1,27,829561,1.95837080,0.15805845,1,1
tworoom,1,27,829681,9.71979332,7.38766241,3,1
tworoom,1,27,829708,-3.40280247,9.78468800,2,1
tworoom,1,27,829716,-4.06959295,9.82902050,2,1
tworoom,1,27,829783,14.25180054,13.82460117,3,1
tworoom,1,27,829794,11.82890701,13.46085930,3,1
tworoom,1,27,829798,9.85040474,14.33774471,3,1
tworoom,1,27,829861,-2.09895492,8.90750599,2,1
tworoom,1,27,829920,9.23838329,7.30331469,3,1
tworoom,1,27,830099,0.13428776,4.42555904,2,1
tworoom,1,27,830196,0.18309779,4.53336382,2,1
tworoom,1,27,830302,5.14691353,-3.97561789,1,1
tworoom,1,27,830377,11.46057701,7.35715485,3,1
tworoom,1,27,830518,11.64591789,13.30429745,3,1
tworoom,1,27,830547,13.04950809,14.56357670,3,1
tworoom,1,27,830655,-2.65158582,8.23542881,2,1
tworoom,1,27,830801,2.12334228,-0.21524411,1,1
tworoom,1,27,831054,-3.29385495,-0.49312228,1,1
tworoom,1,27,831210,7.85955048,2.93492150,3,0
tworoom,1,27,831211,6.05629206,-0.21853225,1,1
tworoom,1,27,831250,14.86177635,3.80990243,3,1
tworoom,1,27,831292,12.45921040,4.40637159,3,1
tworoom,1,27,831307,9.71471882,5.24290943,3,1
tworoom,1,27,831319,8.50349712,3.98809862,3,1
tworoom,1,27,831354,15.49816513,1.91488802,3,1
tworoom,1,27,831367,15.21166039,1.83828342,3,1
tworoom,1,27,831407,1.14996469,-1.06285048,1,1
tworoom,1,27,831425,-4.06847143,1.88447809,2,1
tworoom,1,27,831429,-4.27797318,3.51402831,2,1
tworoom,1,27,831448,1.35898888,-5.95421553,1,1
tworoom,1,27,831518,12.88870621,9.20774555,3,1
tworoom,1,27,831522,14.82861519,9.59851074,3,1
tworoom,1,27,831540,14.61866951,14.45301437,3,1
tworoom,1,27,831551,14.04326057,13.73380947,3,1
tworoom,1,27,831572,12.51073265,12.99929142,3,1
tworoom,1,27,831579,9.98622322,10.61066055,3,1
tworoom,1,27,831607,8.38208961,-1.18817306,1,1
tworoom,1,27,831685,-5.17160034,11.49668694,2,1
tworoom,1,27,831706,2.27042603,4.05356026,2,1
tworoom,1,27,831759,10.77956772,12.57536983,3,1
tworoom,1,27,831821,-3.48299646,-1.39586103,1,1
tworoom,1,27,831842,3.79254150,-0.94599760,1,1
tworoom,1,27,831874,14.09977055,8.72255230,3,1
tworoom,1,27,831942,13.83314323,12.12718201,3,1
tworoom,1,27,831961,12.91135216,10.21770954,3,1
tworoom,1,27,831963,11.94024372,10.47081661,3,1
tworoom,1,27,832001,8.26665878,0.98336202,1,1
tworoom,1,27,832090,8.85264874,7.69500923,3,1
tworoom,1,27,832105,7.89944363,10.74695396,3,1
tworoom,1,27,832116,11.96706104,15.28488636,3,1
tworoom,1,27,832146,8.52884293,14.34519196,3,1
tworoom,1,27,832285,-5.33226490,11.06711578,2,1
tworoom,1,27,832330,13.67579746,2.75324035,3,1
tworoom,1,27,832352,15.07447529,0.53693640,1,1
tworoom,1,27,832394,14.65480614,12.29156494,3,1
tworoom,1,27,832415,13.23468781,11.15656090,3,1
tworoom,1,27,832429,12.89918041,10.98059940,3,1
tworoom,1,27,832437,11.94983292,7.65606499,3,1
tworoom,1,27,832491,14.30615520,12.06853771,3,1
tworoom,1,27,832496,15.41106987,11.43044090,3,1
tworoom,1,27,832513,13.29802036,13.35675526,3,1
tworoom,1,27,832540,9.12417793,8.91528225,3,1
tworoom,1,27,832577,-5.22973013,2.57784939,2,1
tworoom,1,27,832579,-4.76199722,3.32139325,2,1
tworoom,1,27,832584,-5.26929617,2.87299323,2,1
tworoom,1,27,832675,14.90158272,3.75617051,3,1
tworoom,1,27,832698,11.27706909,-0.86305380,1,1
tworoom,1,27,832804,13.69386196,-1.48136342,1,1
tworoom,1,27,832842,-0.65641999,10.43825054,2,1
tworoom,1,27,832892,10.63564396,14.26123619,3,1
tworoom,1,27,832941,8.67543888,7.18358374,3,1
tworoom,1,27,833045,-2.79089475,2.13140202,2,1
tworoom,1,27,833247,1.56341982,3.19240952,2,1
tworoom,1,27,833284,8.75504875,-4.96323919,1,1
tworoom,1,27,833310,8.79822063,9.10147762,3,1
tworoom,1,27,833329,9.78493977,12.11377525,3,1
tworoom,1,27,833383,11.23163128,7.58371401,3,1
tworoom,1,27,833431,4.90439463,-1.57407367,1,1
tworoom,1,27,833470,-3.34138036,16.06945801,2,1
tworoom,1,27,833497,3.43759131,-0.29212898,1,1
tworoom,1,27,833560,-0.78405243,5.78246260,2,1
tworoom,1,27,833576,3.78466129,-3.81883907,1,1
tworoom,1,27,833678,-3.44717908,16.70387650,2,1
tworoom,1,27,833721,1.71190166,3.58229136,2,1
tworoom,1,27,833877,6.30998755,-1.07342696,1,1
tworoom,1,27,833950,11.05465412,10.83045387,3,1
tworoom,1,27,833954,10.90778160,6.87037468,3,1
tworoom,1,27,834014,-4.29615402,14.64868164,2,1
tworoom,1,27,834061,-4.46082544,0.51232606,2,0
tworoom,1,27,834085,1.68654239,-6.69137430,1,1
tworoom,1,27,834118,-0.70305967,13.41760540,2,1
tworoom,1,27,834140,0.46028388,6.95627737,2,1
tworoom,1,27,834231,13.07089710,10.71123981,3,1
tworoom,1,27,834332,8.84167004,-3.73168564,1,1
tworoom,1,27,834340,2.63042617,2.93421316,2,0
tworoom,1,27,834410,-2.48093486,16.60234261,2,1
tworoom,1,27,834416,-1.71302295,15.86600494,2,1
tworoom,1,27,834504,11.67670250,15.08169556,3,1
tworoom,1,27,834530,9.30756474,11.27984810,3,1
tworoom,1,27,834585,15.40466309,14.03684902,3,1
tworoom,1,27,834641,4.66404152,-5.36492634,1,1
tworoom,1,27,834667,-1.69921935,8.47035027,2,1
tworoom,1,27,834687,15.83546066,1.67053688,3,1
tworoom,1,27,834728,11.55235577,-3.99211502,1,1
tworoom,1,27,834775,-2.36748695,-1.95517540,1,1
tworoom,1,27,834808,14.01492500,12.45879936,3,1
tworoom,1,27,834821,11.22166443,10.18214130,3,1
tworoom,1,27,835209,4.54574585,-3.49356818,1,1
tworoom,1,27,835274,-5.40161324,10.47341919,2,1
tworoom,1,27,835307,2.30799603,-2.93946838,1,1
tworoom,1,27,835337,8.80085373,3.65982223,3,1
tworoom,1,27,835413,-3.62788343,14.53326607,2,1
tworoom,1,27,835469,-2.61858821,12.14894390,2,1
tworoom,1,27,835551,7.18741894,5.44493914,3,1
tworoom,1,27,835578,1.60000014,-4.75917244,1,1
tworoom,1,27,835602,9.94731331,4.36328077,3,1
tworoom,1,27,835623,12.72896290,7.33915424,3,1
tworoom,1,27,835646,11.11708260,13.59140873,3,1
tworoom,1,27,835655,15.43519592,12.84097290,3,1
tworoom,1,27,835676,14.65502453,9.33697033,3,1
tworoom,1,27,835816,-4.92477322,11.27915573,2,1
tworoom,1,27,835839,-0.73367578,-3.61803532,1,1
tworoom,1,27,835883,12.17073822,0.79373175,1,1
tworoom,1,27,835916,-1.09426725,7.49488640,2,1
tworoom,1,27,835923,-2.12961364,10.82569504,2,1
tworoom,1,27,835925,-1.90579963,9.91675282,2,1
tworoom,1,27,835931,-0.43406552,11.20232201,2,1
tworoom,1,27,835937,-3.41938496,9.42056370,2,1
tworoom,1,27,835945,-1.29632068,13.35388088,2,1
tworoom,1,27,836029,2.74756360,-5.88982344,1,1
tworoom,1,27,836094,10.36986923,-4.85649633,1,1
tworoom,1,27,836230,-2.23465490,17.06938171,2,1
tworoom,1,27,836391,-3.66455650,10.84061050,2,1
tworoom,1,27,836430,2.01848912,4.88738251,2,1
tworoom,1,27,836468,2.91473079,-1.10326254,1,1
tworoom,1,27,836511,2.22485924,-4.46972036,1,1
tworoom,1,27,836517,6.06163502,-1.50922287,1,1
tworoom,1,27,836542,15.11132622,2.34737301,3,1
tworoom,1,27,836603,-2.03129101,9.58961582,2,1
tworoom,1,27,836607,-5.31001043,13.12315464,2,1
tworoom,1,27,836626,2.59782672,-0.78963900,1,1
tworoom,1,27,836693,-5.38316059,10.41267109,2,1
tworoom,1,27,836733,-0.42588839,-3.18619347,1,1
tworoom,1,27,836775,-1.14798534,12.96931171,2,1
tworoom,1,27,836824,11.26857471,0.15236203,1,1
tworoom,1,27,836863,12.58814716,12.82619190,3,1
tworoom,1,27,836872,9.67911434,11.56329918,3,1
tworoom,1,27,836910,6.87944937,1.18426371,1,1
tworoom,1,27,836940,3.58614302,-0.37388018,1,1
tworoom,1,27,836994,-1.33515012,-4.10364676,1,1
tworoom,1,27,837047,-2.59566402,13.00566959,2,1
tworoom,1,27,837048,-2.38941169,13.23365116,2,1
tworoom,1,27,837085,-3.81150627,5.95021868,2,1
tworoom,1,27,837105,-1.17543972,9.06985950,2,1
tworoom,1,27,837120,-4.32736254,11.57434177,2,1
tworoom,1,27,837159,1.21102667,3.69771433,2,1
tworoom,1,27,837173,-0.58457720,12.07185459,2,1
tworoom,1,27,837185,-2.19631982,11.43252182,2,1
tworoom,1,27,837265,-3.99425602,-0.65018749,1,1
tworoom,1,27,837287,-0.80085623,-4.61888504,1,1
tworoom,1,27,837325,13.51820850,-2.55195689,1,1
tworoom,1,27,837398,-5.66967010,1.72030401,2,1
tworoom,1,27,837409,-5.38985491,2.80222178,2,1
tworoom,1,27,837447,-4.41516638,0.90221524,2,1
tworoom,1,27,837478,11.90398884,3.15559793,3,1
tworoom,1,27,837519,-4.73948097,1.54868555,2,1
tworoom,1,27,837523,-3.04265857,-0.09695935,1,1
tworoom,1,27,837561,11.35750294,12.06383228,3,1
tworoom,1,27,837656,-0.94266272,-5.91155100,1,1
tworoom,1,27,837688,3.42995715,-2.64541197,1,1
tworoom,1,27,837790,3.88811398,-3.87601280,1,1
tworoom,1,27,837849,14.18992901,12.52722836,3,1
tworoom,1,27,837864,13.05172920,14.91876602,3,1
tworoom,1,27,837895,1.95657492,-5.52980375,1,1
tworoom,1,27,837925,-4.41017771,4.75565100,2,1
tworoom,1,27,837936,-3.67843008,10.02362823,2,1
tworoom,1,27,837942,-3.63035250,10.95655632,2,1
tworoom,1,27,837956,-2.25290084,13.35446167,2,1
tworoom,1,27,837969,-1.96321988,12.02438736,2,1
tworoom,1,27,838027,1.77602601,0.36655793,1,1
tworoom,1,27,838028,1.94441640,0.15177381,1,1
tworoom,1,27,838029,0.74921161,-0.92439759,1,1
tworoom,1,27,838034,1.23026180,0.48612839,1,1
tworoom,1,27,838155,-4.70577431,2.54166484,2,1
tworoom,1,27,838198,10.94157028,0.68575537,1,1
tworoom,1,27,838267,9.04266834,12.63747406,3,1
tworoom,1,27,838320,2.22498655,-0.97417957,1,1
tworoom,1,27,838358,-2.12082553,14.96960163,2,1
tworoom,1,27,838545,1.24273467,6.52338076,2,1
tworoom,1,27,838558,-0.38013336,-5.19065428,1,1
tworoom,1,27,838578,14.12840652,0.12517409,1,1
tworoom,1,27,838761,8.06989384,0.30065075,1,1
tworoom,1,27,838764,9.94258404,-1.53969598,1,1
tworoom,1,27,838794,-5.27808428,12.65569210,2,1
tworoom,1,27,838821,1.90596926,-3.35533023,1,1
tworoom,1,27,838841,12.14642334,-4.69883680,1,1
tworoom,1,27,838853,12.58664989,-2.44934702,1,1
tworoom,1,27,838872,11.69292259,15.38536930,3,1
tworoom,1,27,838879,11.59151268,15.41007710,3,1
tworoom,1,27,838883,12.34651756,15.01306915,3,1
tworoom,1,27,838897,10.65783501,13.73351097,3,1
tworoom,1,27,838926,0.33395731,2.81124306,2,1
tworoom,1,27,838941,-4.79190922,11.47991562,2,1
tworoom,1,27,838965,-2.04702926,16.87970352,2,1
tworoom,1,27,838988,-0.45328969,14.56832218,2,1
tworoom,1,27,838990,-0.26950234,13.95543480,2,1
tworoom,1,27,839021,0.73797661,6.85622025,2,1
tworoom,1,27,839051,8.51330376,-3.57338309,1,1
tworoom,1,27,839068,-1.07844985,9.16722870,2,1
tworoom,1,27,839130,10.67613411,9.74149609,3,1
tworoom,1,27,839215,1.11075187,-4.52367783,1,1
tworoom,1,27,839227,8.57927608,1.31453550,1,1
tworoom,1,27,839348,11.51274204,13.35134888,3,1
tworoom,1,27,839353,10.61265087,14.77508354,3,1
tworoom,1,27,839358,10.75960541,15.35493946,3,1
tworoom,1,27,839359,10.59616375,15.57889271,3,1
tworoom,1,27,839363,11.22069454,15.48182201,3,1
tworoom,1,27,839374,13.43356705,14.73812675,3,1
tworoom,1,27,839401,14.28184128,12.14104652,3,1
tworoom,1,27,839412,13.09059334,12.51397419,3,1
tworoom,1,27,839424,10.57537746,13.41804695,3,1
tworoom,1,27,839440,12.76471996,7.70277357,3,1
tworoom,1,27,839521,-1.80086076,9.31313515,2,1
tworoom,1,27,839644,-1.62709308,-5.54675245,1,1
tworoom,1,27,839666,0.48045209,-6.15313530,1,1
tworoom,1,27,839687,-5.40381289,1.06783903,2,1
tworoom,1,27,839831,7.16737318,-4.13010311,1,1
tworoom,1,27,839857,12.24148750,3.02415776,3,1
tworoom,1,27,839918,9.12016296,-1.57143104,1,1
tworoom,1,27,839930,8.23507404,-0.71502680,1,1
tworoom,1,27,839985,-4.02752304,9.15883160,2,1
tworoom,1,27,839996,-1.34088504,-1.26013148,1,1
tworoom,1,27,840068,13.51726151,13.82335567,3,1
tworoom,1,27,840135,10.67115688,-0.29573032,1,1
tworoom,1,27,840155,15.18437767,7.19397211,3,1
tworoom,1,27,840160,15.05542660,8.00689888,3,1
tworoom,1,27,840202,1.83493137,0.67345101,1,1
tworoom,1,27,840226,-0.59873176,7.05224752,2,1
tworoom,1,27,840238,1.81236470,0.77655160,1,1
tworoom,1,27,840268,2.57659793,2.34051037,1,1
tworoom,1,27,840347,-4.71817255,6.96481657,2,1
tworoom,1,27,840356,-3.95865703,10.49387646,2,1
tworoom,1,27,840412,0.59122610,5.85691261,2,1
tworoom,1,27,840420,-0.46548906,0.70779008,1,0
tworoom,1,27,840431,1.04799545,5.05001020,2,1
tworoom,1,27,840463,-3.28340507,11.80834484,2,1
tworoom,1,27,840476,-3.69677091,10.53405190,2,1
tworoom,1,27,840484,-4.66013479,6.19202900,2,1
tworoom,1,27,840529,-1.93827820,-5.27012968,1,1
tworoom,1,27,840533,-0.80644423,-5.82429218,1,1
tworoom,1,27,840542,8.81877136,-4.88546419,1,1
tworoom,1,27,840585,-0.70245242,10.89376450,2,1
tworoom,1,27,840592,-0.99385983,9.98489380,2,1
tworoom,1,27,840603,-0.87824422,9.64746666,2,1
tworoom,1,27,840612,-0.56087971,4.69187164,2,1
tworoom,1,27,840641,13.36666012,-2.19251680,1,1
tworoom,1,27,840713,10.59758472,14.18403625,3,1
tworoom,1,27,840742,8.67815208,9.29638672,3,1
tworoom,1,27,840794,-2.40445232,3.85558915,2,1
tworoom,1,27,840845,3.60193872,-5.87245131,1,1
tworoom,1,27,840883,2.76119423,-7.32475328,1,1
tworoom,1,27,840904,7.07558012,0.05150131,1,1
tworoom,1,27,841107,4.07975721,-6.06253719,1,1
tworoom,1,27,841128,1.27380800,4.58970976,2,1
tworoom,1,27,841224,14.97304821,11.56281376,3,1
tworoom,1,27,841352,1.77819991,-6.96920204,1,1
tworoom,1,27,841387,7.50147343,7.69777346,3,1
tworoom,1,27,841391,7.60416365,8.47850037,3,1
tworoom,1,27,841474,-3.69351411,13.71943569,2,1
tworoom,1,27,841584,13.18264294,14.69714928,3,1
tworoom,1,27,841614,9.18661880,13.37677765,3,1
tworoom,1,27,841648,7.39358664,-1.46088350,1,1
tworoom,1,27,841708,10.84033203,-0.04190302,1,1
tworoom,1,27,841720,13.77786446,1.49643481,3,0
tworoom,1,27,841752,-3.54863405,11.25209808,2,1
tworoom,1,27,841785,-1.97598803,12.12560463,2,1
tworoom,1,27,841909,-4.95983887,12.36598778,2,1
tworoom,1,27,841922,-0.80532992,13.88683510,2,1
tworoom,1,27,841928,-0.67931664,12.42342377,2,1
tworoom,1,27,841940,-2.26346254,13.07220650,2,1
tworoom,1,27,842043,13.85694313,13.54020691,3,1
tworoom,1,27,842080,10.63775921,-4.16277122,1,1
tworoom,1,27,842171,12.37520218,-1.13128769,1,1
tworoom,1,27,842217,-1.99268150,7.03967094,2,1
tworoom,1,27,842241,10.48309231,15.30471992,3,1
tworoom,1,27,842263,10.52046299,11.55036926,3,1
tworoom,1,27,842332,-4.63634014,1.33873856,2,1
tworoom,1,27,842360,-0.34071162,-5.17859364,1,1
tworoom,1,27,842381,4.86819220,-5.42150545,1,1
tworoom,1,27,842383,7.40939188,-4.64790440,1,1
tworoom,1,27,842413,14.96178532,4.39635372,3,1
tworoom,1,27,842439,10.13841343,15.01518345,3,1
tworoom,1,27,842464,8.43299103,14.01384926,3,1
tworoom,1,27,842493,11.80408382,0.89813739,1,1
tworoom,1,27,842502,7.91250896,-2.28148937,1,1
tworoom,1,27,842519,-3.36048293,11.68587208,2,1
tworoom,1,27,842547,-0.27710009,12.11469841,2,1
tworoom,1,27,842591,-5.31726646,13.12759686,2,1
tworoom,1,27,842702,8.68417263,3.86878085,3,1
tworoom,1,27,842774,8.05210209,0.79943901,1,1
tworoom,1,27,842783,8.51966953,6.65547562,3,1
tworoom,1,27,842807,14.95754051,10.52806759,3,1
tworoom,1,27,842866,11.19370174,0.21829274,1,1
tworoom,1,27,842888,12.41379261,5.10778570,3,1
tworoom,1,27,842912,15.32266521,12.47437477,3,1
tworoom,1,27,842922,14.10171986,12.60163593,3,1
tworoom,1,27,843016,1.69885397,-1.66342330,1,1
tworoom,1,27,843077,13.36429977,13.64785099,3,1
tworoom,1,27,843099,-1.92440951,-4.63993168,1,1
tworoom,1,27,843179,-0.92873955,12.45610428,2,1
tworoom,1,27,843249,8.41489220,11.45268917,3,1
tworoom,1,27,843252,9.21751976,13.25228882,3,1
tworoom,1,27,843261,10.94720078,14.53713703,3,1
tworoom,1,27,843397,12.22004890,-4.46746922,1,1
tworoom,1,27,843528,5.05302525,-5.89035416,1,1
tworoom,1,27,843532,5.38612986,-4.43361521,1,1
tworoom,1,27,843728,-1.80866539,9.90288067,2,1
tworoom,1,27,843734,0.87990946,6.77030516,2,1
tworoom,1,27,843787,9.34452820,8.78495789,3,1
tworoom,1,27,843983,-0.92094642,4.18227530,2,1
tworoom,1,27,844003,4.27311993,-3.23320913,1,1
tworoom,1,27,844005,7.15588522,1.85962272,1,1
tworoom,1,27,844090,-4.38798285,15.74357986,2,1
tworoom,1,27,844181,-5.17838669,1.53568482,2,1
tworoom,1,27,844356,10.18656826,15.04604816,3,1
tworoom,1,27,844493,4.68941307,-5.50726175,1,1
tworoom,1,27,844495,2.24418569,-4.52744961,1,1
tworoom,1,27,844497,1.69931781,-4.48607254,1,1
tworoom,1,27,844523,8.41893864,1.36575425,1,1
tworoom,1,27,844566,13.83147812,14.57454967,3,1
tworoom,1,27,844671,-2.24504137,13.03662109,2,1
tworoom,1,27,844816,5.22710371,-4.72934246,1,1
tworoom,1,27,844860,-3.14684606,7.44483280,2,1
tworoom,1,27,845002,4.93889141,-4.78407526,1,1
tworoom,1,27,845030,-2.14644885,4.03831530,2,1
tworoom,1,27,845108,1.33350885,-3.16369605,1,1
tworoom,1,27,845134,10.94403076,-0.14261401,1,1
tworoom,1,27,845221,9.85503864,14.92027950,3,1
tworoom,1,27,845270,11.53360271,-3.62268949,1,1
tworoom,1,27,845295,7.12649250,-4.86166859,1,1
tworoom,1,27,845462,-2.99527335,5.78209305,2,1
tworoom,1,27,845480,-3.18001223,11.19922638,2,1
tworoom,1,27,845585,-4.61754990,4.22056341,2,1
tworoom,1,27,845607,2.73416567,-0.99951434,1,1
tworoom,1,27,845651,9.85647202,7.97793818,3,1
tworoom,1,27,845722,12.23681259,-1.58537924,1,1
tworoom,1,27,845747,-3.51629758,2.64517760,2,1
tworoom,1,27,845782,8.67150688,9.26197243,3,1
tworoom,1,27,845828,-1.71921849,16.06929779,2,1
tworoom,1,27,845859,-4.09480333,14.80228806,2,1
tworoom,1,27,845931,1.62995350,3.73781967,2,1
tworoom,1,27,845932,2.26564765,4.06047630,2,1
tworoom,1,27,845984,14.97028732,4.42214870,3,1
tworoom,1,27,846034,10.40042400,10.73781872,3,1
tworoom,1,27,846042,8.75035286,10.59580612,3,1
tworoom,1,27,846084,2.91965055,-2.12219572,1,1
tworoom,1,27,846090,1.19200993,6.60470009,2,1
tworoom,1,27,846113,12.95452023,-3.37679124,1,1
tworoom,1,27,846131,10.72437000,-3.67164636,1,1
tworoom,1,27,846151,13.66150284,-4.32791185,1,1
tworoom,1,27,846224,3.66546464,-3.83024669,1,1
tworoom,1,27,846227,2.61152959,-7.36996555,1,1
tworoom,1,27,846260,7.16189384,-3.02849913,1,1
tworoom,1,27,846346,-1.16736615,9.26234245,2,1
tworoom,1,27,846357,-2.38037229,11.86300755,2,1
tworoom,1,27,846371,-1.38863790,13.33690929,2,1
tworoom,1,27,846420,1.88785934,2.15789533,1,1
tworoom,1,27,846485,10.95414639,6.82362652,3,1
tworoom,1,27,846631,4.31247139,-3.56127167,1,1
tworoom,1,27,846715,-2.76855159,8.22633934,2,1
tworoom,1,27,846760,0.97068506,-5.70836544,1,1
tworoom,1,27,846762,1.28324938,-6.41071415,1,1
tworoom,1,27,846780,9.25143051,6.88545561,3,1
tworoom,1,27,846800,-0.88884872,-1.29908955,1,1
tworoom,1,27,846811,3.98762608,-3.21305752,1,1
tworoom,1,27,846820,3.78257537,-0.94642001,1,1
tworoom,1,27,846860,1.65916836,-5.14034843,1,1
tworoom,1,27,846933,-2.32333279,-1.52160347,1,1
tworoom,1,27,847027,11.16201210,5.39021635,3,1
tworoom,1,27,847102,8.68953609,8.42407131,3,1
tworoom,1,27,847177,15.21376610,14.23269939,3,1
tworoom,1,27,847189,14.87337589,14.42202759,3,1
tworoom,1,27,847194,13.76090622,14.58124828,3,1
tworoom,1,27,847255,8.56171036,12.78378296,3,1
tworoom,1,27,847273,-1.10011339,15.90069962,2,1
tworoom,1,27,847437,11.22397041,4.42852497,3,1
tworoom,1,27,847489,11.17341900,11.95019913,3,1
tworoom,1,27,847518,13.79485321,10.84307194,3,1
tworoom,1,27,847524,13.33409691,11.81759071,3,1
tworoom,1,27,847545,8.32828140,13.45164394,3,1
tworoom,1,27,847632,14.82123375,7.46805000,3,1
tworoom,1,27,847832,0.52305490,2.71566319,2,1
tworoom,1,27,847885,9.43888760,2.91821480,1,1
tworoom,1,27,847920,-1.22240376,12.54182529,2,1
tworoom,1,27,847933,-0.34174863,12.72187710,2,1
tworoom,1,27,847955,9.86212540,13.40683842,3,1
tworoom,1,27,848200,15.01277637,7.08046198,3,1
tworoom,1,27,848216,10.55592060,4.33724022,3,1
tworoom,1,27,848384,-5.46863174,12.37728024,2,1
tworoom,1,27,848461,-5.11655951,5.36768484,2,1
tworoom,1,27,848496,-3.42102838,0.53256798,1,0
tworoom,1,27,848545,3.19051695,-5.53691101,1,1
tworoom,1,27,848598,-2.06640029,1.97728789,2,1
tworoom,1,27,848617,-0.95541006,3.81996584,2,1
