task,method,num_clusters,partition_seed,region_i,region_j,pi_i,pi_j,energy_i,energy_j,bures_squared,normalized_bures,q_ij,weight,fixed_action_factor_distance_squared,orthogonal_relaxation_gap,intercept_distance_squared
reacher,spectral,4,1,0,1,0.25069792621980536,0.25461328221267865,0.09390517352473704,0.0818505542003055,0.06492786870527499,0.3694210683526062,0.1847105341763031,0.17824013738273325,0.2865830378495925,0.2216551691443175,0.0035089497898978207
reacher,spectral,4,1,0,2,0.25069792621980536,0.2554182709206162,0.09390517352473704,0.06915837082798355,0.12734285619054825,0.780940072755285,0.3904700363776425,0.16589137396354575,0.15811939304246864,0.03077653685192039,0.0018940289621216496
reacher,spectral,4,1,0,3,0.25069792621980536,0.23927052064689983,0.09390517352473704,0.09128004044673613,0.14179932600190323,0.7657162413827849,0.38285812069139247,0.17648608446455943,0.22505673819760624,0.08325741219570301,0.002277676997199854
reacher,spectral,4,1,1,2,0.25461328221267865,0.2554182709206162,0.0818505542003055,0.06915837082798355,0.12842391750839302,0.8504392537350683,0.4252196268675342,0.15602703518530098,0.17356782314005026,0.04514390563165724,0.001593917674379068
reacher,spectral,4,1,1,3,0.25461328221267865,0.23927052064689983,0.0818505542003055,0.09128004044673613,0.13053432679651894,0.753964526389094,0.376982263194547,0.16757463991639746,0.15963601916146597,0.02910169236494703,0.0017133494932003491
reacher,spectral,4,1,2,3,0.2554182709206162,0.23927052064689983,0.06915837082798355,0.09128004044673613,0.06576881653132371,0.40993186113459673,0.20496593056729837,0.15578072908746313,0.25504952819413385,0.18928071166281013,0.0025435293962800523
reacher,spectral,4,2,0,1,0.25133979613686225,0.24222079921137368,0.08655250634968986,0.0833838532414494,0.12348305663538306,0.7266429440555208,0.3633214720277604,0.1663513892735349,0.14887763014604444,0.025394573510661378,0.0014565052934983323
reacher,spectral,4,2,0,2,0.25133979613686225,0.25329520158048474,0.08655250634968986,0.07284103056470564,0.12139326372323114,0.7615946422496859,0.38079732112484294,0.16316475727094382,0.19735611136507808,0.07596284764184694,0.0018945359886918607
reacher,spectral,4,2,0,3,0.25133979613686225,0.2531442030712794,0.08655250634968986,0.08898281151548003,0.06950579924812757,0.3959647556596874,0.1979823778298437,0.1795813308079092,0.2815515940535215,0.21204579480539393,0.003345456491792186
reacher,spectral,4,2,1,2,0.24222079921137368,0.25329520158048474,0.0833838532414494,0.07284103056470564,0.061754682139192746,0.3952935066081944,0.1976467533040972,0.15411894809524793,0.25062196772151313,0.18886728558232038,0.0023486826595345645
reacher,spectral,4,2,1,3,0.24222079921137368,0.2531442030712794,0.0833838532414494,0.08898281151548003,0.1323416525756465,0.7677914564412673,0.38389572822063367,0.16994176641469116,0.2122304843870372,0.0798888318113907,0.002040846654504597
reacher,spectral,4,2,2,3,0.25329520158048474,0.2531442030712794,0.07284103056470564,0.08898281151548003,0.12056091562519695,0.7450133062930093,0.37250665314650466,0.1668418081376728,0.15014833403264272,0.029587418407445762,0.0018851145040309984
reacher,gmm,4,0,0,1,0.2366591049575992,0.24038053644366694,0.10843281330819608,0.17860527867917345,0.25761748825289127,0.8975027895051196,0.4487513947525598,0.17003664275901456,0.3163162985091225,0.05869881025623125,0.004087140423509156
reacher,gmm,4,0,0,2,0.2366591049575992,0.25806200736105106,0.10843281330819608,0.10180446539050253,0.19206961561388777,0.9135849588747397,0.45679247943736984,0.13370187096016403,0.2283864978278774,0.036316882213989626,0.003856524432023347
reacher,gmm,4,0,0,3,0.2366591049575992,0.26489835123768274,0.10843281330819608,0.12499133471023673,0.11134859184051638,0.47702259078920795,0.23851129539460397,0.15238026502184765,0.35525675222425346,0.24390816038373708,0.006104049967586407
reacher,gmm,4,0,1,2,0.24038053644366694,0.25806200736105106,0.17860527867917345,0.10180446539050253,0.13303200307331506,0.47442004383506503,0.23721002191753252,0.1811327336626482,0.4244350300890003,0.2914030270156852,0.0065626873721168835
reacher,gmm,4,0,1,3,0.24038053644366694,0.26489835123768274,0.17860527867917345,0.12499133471023673,0.2544105115646876,0.8379886347360742,0.4189943173680371,0.2013056421113106,0.3515224809958699,0.09711196943118233,0.005075120808446145
reacher,gmm,4,0,2,3,0.25806200736105106,0.26489835123768274,0.10180446539050253,0.12499133471023673,0.16567689195995153,0.7305112876268448,0.3652556438134224,0.1614428454850149,0.28782593684473884,0.12214904488478731,0.005158035566034169
reacher,gmm,4,1,0,1,0.27477486576788046,0.23524002197811078,0.07537794581140114,0.15031890457396713,0.19257007063981774,0.8532244482411345,0.42661222412056726,0.17064433222153763,0.25880397677295414,0.0662339061331364,0.0036213926196272954
reacher,gmm,4,1,0,2,0.27477486576788046,0.2468118609076475,0.07537794581140114,0.10813947136488586,0.10466638499964265,0.570334884885068,0.285167442442534,0.14557891332152864,0.2618868855404122,0.15722050054076953,0.003004347335833505
reacher,gmm,4,1,0,3,0.27477486576788046,0.24317325134636128,0.07537794581140114,0.12673918908814283,0.17700446582261958,0.8757519045111842,0.4378759522555921,0.1579698090687877,0.22699237069179715,0.04998790486917756,0.0030873618017997735
reacher,gmm,4,1,1,2,0.23524002197811078,0.2468118609076475,0.15031890457396713,0.10813947136488586,0.19263635320058115,0.7453283434937149,0.37266417174685745,0.17552783770964256,0.32408054395074715,0.131444190750166,0.005797941423837501
reacher,gmm,4,1,1,3,0.23524002197811078,0.24317325134636128,0.15031890457396713,0.12673918908814283,0.10479398339107915,0.378238303764849,0.1891191518824245,0.1853856049732498,0.44923833137953206,0.3444443479884529,0.007661500231701408
reacher,gmm,4,1,2,3,0.2468118609076475,0.24317325134636128,0.10813947136488586,0.12673918908814283,0.20736732845596387,0.8828700234240029,0.44143501171200145,0.16489350270525358,0.23393132943485134,0.026564000978887475,0.0026185613325635628
reacher,gmm,4,2,0,1,0.23847007704459053,0.26487663573301445,0.1812181692719128,0.12608320699971778,0.230813867147858,0.7510993603355569,0.37554968016777845,0.17207374753186389,0.3837647584971456,0.15295089134928758,0.007515999138610896
reacher,gmm,4,2,0,2,0.23847007704459053,0.27751202937956276,0.1812181692719128,0.08932182882425804,0.18271780988664005,0.6753818702315804,0.3376909351157902,0.1587156514983558,0.3574481495953057,0.17473033970866564,0.006694281427401531
reacher,gmm,4,2,0,3,0.23847007704459053,0.21914125784283225,0.1812181692719128,0.21877061712962728,0.2420052835430713,0.605030170271142,0.302515085135571,0.18530128305029642,0.5554323530619739,0.31342706951890265,0.01092219465722571
reacher,gmm,4,2,1,2,0.26487663573301445,0.27751202937956276,0.12608320699971778,0.08932182882425804,0.19229433448917793,0.8927104872623153,0.44635524363115764,0.1403634018941745,0.22834698430478254,0.036052649815604604,0.002980171540702229
reacher,gmm,4,2,1,3,0.26487663573301445,0.21914125784283225,0.12608320699971778,0.21877061712962728,0.2207672395825371,0.6401762837918639,0.32008814189593193,0.17744975998708254,0.4686810011117009,0.2479137615291638,0.007693857488490941
reacher,gmm,4,2,2,3,0.27751202937956276,0.21914125784283225,0.08932182882425804,0.21877061712962728,0.23695436672612957,0.7691015142954737,0.38455075714773684,0.16609615603822678,0.3792236338788902,0.14226926715276061,0.006730544006985918
reacher,kmeanspp,4,0,0,1,0.24322829762563683,0.2533845886578404,0.1241692515837175,0.17313219598760768,0.1714113644833455,0.5765574499674189,0.28827872498370943,0.16679922519915527,0.4221347745858726,0.2507234101025271,0.008215226932806975
reacher,kmeanspp,4,0,0,2,0.24322829762563683,0.25721358764377683,0.1241692515837175,0.12230493205698129,0.2060323432628408,0.8359185543066342,0.4179592771533171,0.14037253802661048,0.28407818345379554,0.07804584019095473,0.005451889235182008
reacher,kmeanspp,4,0,0,3,0.24322829762563683,0.24617352607274592,0.1241692515837175,0.16636897749470855,0.2027620941310726,0.6978843877937325,0.34894219389686626,0.1583658148784033,0.378223648176899,0.17546155404582642,0.007757000750508258
reacher,kmeanspp,4,0,1,2,0.2533845886578404,0.25721358764377683,0.17313219598760768,0.12230493205698129,0.24000939476458585,0.8123873812108081,0.40619369060540406,0.1752838424274796,0.3501521449010897,0.11014275013650385,0.005765063461271712
reacher,kmeanspp,4,0,1,3,0.2533845886578404,0.24617352607274592,0.17313219598760768,0.16636897749470855,0.2575184635167574,0.7585200984001043,0.37926004920005213,0.1927815781076232,0.42141474152697544,0.16389627801021805,0.008085089646831032
reacher,kmeanspp,4,0,2,3,0.25721358764377683,0.24617352607274592,0.12230493205698129,0.16636897749470855,0.17337122367140223,0.6005780845960326,0.3002890422980163,0.1663970013607281,0.40393938518183475,0.23056816151043252,0.009332434082990322
reacher,kmeanspp,4,1,0,1,0.24270712551359694,0.24533823666062,0.19374813902836266,0.2015552290546979,0.2713975085765956,0.6865550118954968,0.3432775059477484,0.1858089051792027,0.5186593643225321,0.2472618557459365,0.009637381490052135
reacher,kmeanspp,4,1,0,2,0.24270712551359694,0.26243086389327686,0.19374813902836266,0.12465964800079048,0.2852287341829974,0.8957969804830247,0.44789849024151235,0.16009190064242498,0.3505414551252052,0.0653127209422078,0.0055393392233960845
reacher,kmeanspp,4,1,0,3,0.24270712551359694,0.2495237739325062,0.19374813902836266,0.1581927694792825,0.24363642442890757,0.6922651460496957,0.34613257302484784,0.1682489843814161,0.4568226592982497,0.21318623486934216,0.007133756260321604
reacher,kmeanspp,4,1,1,2,0.24533823666062,0.26243086389327686,0.2015552290546979,0.12465964800079048,0.20429480739302758,0.6262584013244666,0.3131292006622333,0.16579527760930315,0.448128600156077,0.2438337927630494,0.008437718374067898
reacher,kmeanspp,4,1,1,3,0.24533823666062,0.2495237739325062,0.2015552290546979,0.1581927694792825,0.2361085602902635,0.6563165361654169,0.3281582680827084,0.17384563861021068,0.4833240025939882,0.24721544230372472,0.010540879302060676
reacher,kmeanspp,4,1,2,3,0.26243086389327686,0.2495237739325062,0.12465964800079048,0.1581927694792825,0.19941325539136404,0.7050081352244859,0.35250406761224296,0.14620929357744242,0.36616062628218676,0.16674737089082273,0.0074772875899214225
reacher,kmeanspp,4,2,0,1,0.22570742044045103,0.2697707044711719,0.32270696418118855,0.14167985764345872,0.28443119727069965,0.6124876587865385,0.3062438293932693,0.1901314360351064,0.64423925180793,0.3598080545372303,0.019603640619146528
reacher,kmeanspp,4,2,0,2,0.22570742044045103,0.24136227925936998,0.32270696418118855,0.15560763905616057,0.3055025133780154,0.6387062224533818,0.3193531112266909,0.1752113734669749,0.6511265664263198,0.34562405304830446,0.01596194755115761
reacher,kmeanspp,4,2,0,3,0.22570742044045103,0.26315959582900705,0.32270696418118855,0.1852370713329141,0.37567334214607245,0.7395959315987326,0.3697979657993663,0.20286836593691177,0.640194075200756,0.26452073305468354,0.014827919113607532
reacher,kmeanspp,4,2,1,2,0.2697707044711719,0.24136227925936998,0.14167985764345872,0.15560763905616057,0.2413745495135968,0.8119229775663347,0.40596148878316735,0.13015901293159446,0.35310844034676053,0.11173389083316373,0.008444012856200035
reacher,kmeanspp,4,2,1,3,0.2697707044711719,0.26315959582900705,0.14167985764345872,0.1852370713329141,0.2213556791425531,0.6771006929364343,0.33855034646821713,0.15605756465813742,0.43068961448187293,0.20933393533931982,0.0074550570913783
reacher,kmeanspp,4,2,2,3,0.24136227925936998,0.26315959582900705,0.15560763905616057,0.1852370713329141,0.27477914148659904,0.8061710600494234,0.4030855300247117,0.14557224697127505,0.40488727498112304,0.130108133494524,0.008554819905870027
cube,spectral,4,0,0,1,0.27474001995806385,0.33647113958928404,0.18836240706306284,0.18117020191436645,0.22183251167975443,0.6003056463504247,0.30015282317521236,0.21303325763927838,0.293574372847157,0.07174186116740255,0.0030079643101122693
cube,spectral,4,0,0,2,0.27474001995806385,0.2064063768841988,0.18836240706306284,0.2644062792322745,0.34636139399936583,0.7649853103432976,0.3824926551716488,0.1601202704659704,0.359106094322838,0.012744700323472191,0.0033386476213215824
cube,spectral,4,0,0,3,0.27474001995806385,0.18238246356845333,0.18836240706306284,0.2619471496719744,0.3466047087356061,0.7697032042772052,0.3848516021386026,0.1407152163874772,0.3567827730112342,0.010178064275628063,0.004342964514219451
cube,spectral,4,0,1,2,0.33647113958928404,0.2064063768841988,0.18117020191436645,0.2644062792322745,0.2915776875497007,0.6543830293721031,0.32719151468605157,0.19298256960960217,0.3638210140366999,0.07224332648699922,0.002505676917826367
cube,spectral,4,0,1,3,0.33647113958928404,0.18238246356845333,0.18117020191436645,0.2619471496719744,0.29156504447260667,0.6579860694437184,0.3289930347218592,0.1695799680169473,0.36026959918792645,0.06870455471531978,0.0037021176697760536
cube,spectral,4,0,2,3,0.2064063768841988,0.18238246356845333,0.2644062792322745,0.2619471496719744,0.374122112124511,0.7107811815786026,0.3553905907893013,0.12356871788072461,0.388523359518089,0.014401247393577954,0.004291436123618068
cube,spectral,4,1,0,1,0.2837070083508741,0.23155747639575144,0.19290872418715274,0.22274320567305,0.2865016396114864,0.6892825920665068,0.3446412960332534,0.1668312768346136,0.32797177451624004,0.04147013490475365,0.0033602403595758626
cube,spectral,4,1,0,2,0.2837070083508741,0.24007045923747267,0.19290872418715274,0.2047146105498929,0.29383180390474334,0.7389702219037492,0.3694851109518746,0.16546245018203684,0.30332315525952325,0.009491351354779909,0.003346137600862348
cube,spectral,4,1,0,3,0.2837070083508741,0.2446650560159018,0.19290872418715274,0.2569754454561616,0.29461143419195457,0.6548606376293123,0.3274303188146562,0.19079259828954787,0.36252511628439943,0.06791368209244486,0.002854338898984692
cube,spectral,4,1,1,2,0.23155747639575144,0.24007045923747267,0.22274320567305,0.2047146105498929,0.2900093549737177,0.6784514026115311,0.33922570130576557,0.1451809367117282,0.34388511168526575,0.05387575671154804,0.004302487467204146
cube,spectral,4,1,1,3,0.23155747639575144,0.2446650560159018,0.22274320567305,0.2569754454561616,0.3561196831059558,0.7423511307464997,0.37117556537324986,0.16604895938813583,0.3716907585928472,0.015571075486891406,0.0030340120168788343
cube,spectral,4,1,2,3,0.24007045923747267,0.2446650560159018,0.2047146105498929,0.2569754454561616,0.321943163074064,0.6973144837883234,0.3486572418941617,0.16568377859393765,0.37621515867882027,0.05427199560475626,0.0033248302667546635
cube,spectral,4,2,0,1,0.23049341666700335,0.2355950452288511,0.224303350254007,0.20527555497960354,0.2967450900684523,0.6907813359854774,0.3453906679927387,0.1434607480866306,0.34658190031592995,0.04983681024747766,0.0040260393090152564
cube,spectral,4,2,0,2,0.23049341666700335,0.252808370266525,0.224303350254007,0.24783615009449897,0.34930083042604193,0.739825475666002,0.369912737833001,0.1691943189922237,0.36368924700225713,0.014388416576215202,0.003016268989050626
cube,spectral,4,2,0,3,0.23049341666700335,0.28110316783762057,0.224303350254007,0.19317690401855256,0.28768719198552817,0.6891037097953533,0.34455185489767665,0.16635109762851627,0.33278448416674705,0.045097292181218884,0.003345710191456509
cube,spectral,4,2,1,2,0.2355950452288511,0.252808370266525,0.20527555497960354,0.24783615009449897,0.31006521248988217,0.6843019260320669,0.3421509630160334,0.165969524183739,0.36209003455344463,0.05202482206356246,0.0033241628867095
cube,spectral,4,2,1,3,0.2355950452288511,0.28110316783762057,0.20527555497960354,0.19317690401855256,0.29461325730600085,0.7393937486212483,0.36969687431062415,0.16228331473543636,0.3042502272656974,0.00963696995969654,0.003252504684563647
cube,spectral,4,2,2,3,0.252808370266525,0.28110316783762057,0.24783615009449897,0.19317690401855256,0.28752661888290676,0.6519684988943677,0.32598424944718385,0.1927409963734543,0.3521809954013427,0.06465437651843592,0.0028450225035708985
cube,gmm,4,0,0,1,0.200368961574667,0.2227222960661606,0.2289867572697442,0.2608702305097901,0.31924431163702166,0.6517092122827922,0.3258546061413961,0.13117627960018563,0.39955387067142073,0.08030955903439907,0.0057921553790535405
cube,gmm,4,0,0,2,0.200368961574667,0.2599785269009652,0.2289867572697442,0.23609709397763032,0.35293616784875825,0.758865668851259,0.3794328344256295,0.1453754410427323,0.3807618972950685,0.027825729446310232,0.0038780524006052984
cube,gmm,4,0,0,3,0.200368961574667,0.31693021545820727,0.2289867572697442,0.18190045362748328,0.30649801531798093,0.745941969448748,0.372970984724374,0.15657000891016518,0.3123197872989706,0.005821771980989654,0.0038223428841952806
cube,gmm,4,0,1,2,0.2227222960661606,0.2599785269009652,0.2608702305097901,0.23609709397763032,0.31800548885092805,0.6398921481989257,0.31994607409946285,0.17267158192791113,0.4430356414088512,0.12503015255792316,0.003726839582744854
cube,gmm,4,0,1,3,0.2227222960661606,0.31693021545820727,0.2608702305097901,0.18190045362748328,0.3261905579563578,0.7367031505076521,0.36835157525382606,0.18754179080592817,0.36757299946484456,0.041382441508486745,0.0035963751110927368
cube,gmm,4,0,2,3,0.2599785269009652,0.31693021545820727,0.23609709397763032,0.18190045362748328,0.2585247058061221,0.6184837860588429,0.30924189302942146,0.20666489771307767,0.3374444931033217,0.07891978729719962,0.002817283417533328
cube,gmm,4,1,0,1,0.2013087884162428,0.33292595719924534,0.2600922318601917,0.16541724972095534,0.29480397712408957,0.6928258708328425,0.34641293541642126,0.17578012670571727,0.31280047161068086,0.017996494486591297,0.0029529973714854463
cube,gmm,4,1,0,2,0.2013087884162428,0.24500896900843977,0.2600922318601917,0.23428863242085432,0.36798592056653756,0.7443369012708078,0.3721684506354039,0.15029914480668835,0.3735816731885382,0.005595752622000627,0.002626489447574319
cube,gmm,4,1,0,3,0.2013087884162428,0.22075628537607214,0.2600922318601917,0.23452055538272562,0.35471855223192916,0.7171641360289328,0.3585820680144664,0.13548502378815144,0.36835285250819194,0.013634300276262779,0.0037128799350377123
cube,gmm,4,1,1,2,0.33292595719924534,0.24500896900843977,0.16541724972095534,0.23428863242085432,0.25494138007180633,0.6378224376026493,0.31891121880132467,0.20096494962584352,0.34352965821647863,0.0885882781446723,0.0032586347695905456
cube,gmm,4,1,1,3,0.33292595719924534,0.22075628537607214,0.16541724972095534,0.23452055538272562,0.2981616713086817,0.7455200971345669,0.37276004856728345,0.18117711205896106,0.30918038281446353,0.01101871150578182,0.003630085989559027
cube,gmm,4,1,2,3,0.24500896900843977,0.22075628537607214,0.23428863242085432,0.23452055538272562,0.30493535057618004,0.6504466177483297,0.32522330887416484,0.15629364301463838,0.3973033980916998,0.09236804751551975,0.004034804086237219
cube,gmm,4,2,0,1,0.23910538180907323,0.19579709032437914,0.2249375416940188,0.2794251456286319,0.35659189268094804,0.7070148162106789,0.3535074081053394,0.14221512909177023,0.36870862519595615,0.01211673251500811,0.0035579512141818937
cube,gmm,4,2,0,2,0.23910538180907323,0.2585160129121401,0.2249375416940188,0.2288876769843844,0.2971221792177869,0.6547061886138555,0.32735309430692777,0.16895563891035748,0.3969306596114248,0.09980848039363793,0.0032574126591838025
cube,gmm,4,2,0,3,0.23910538180907323,0.30658151495440755,0.2249375416940188,0.1751531234316989,0.29700798960863933,0.7423517104937017,0.37117585524685087,0.17664485830054963,0.3105207065296287,0.013512716920989376,0.003524830939443919
cube,gmm,4,2,1,2,0.19579709032437914,0.2585160129121401,0.2794251456286319,0.2288876769843844,0.37232048018489083,0.7324632856416101,0.36623164282080506,0.15496442634022162,0.4239983717093515,0.05167789152446067,0.0028293926071130235
cube,gmm,4,2,1,3,0.19579709032437914,0.30658151495440755,0.2794251456286319,0.1751531234316989,0.33482132662510394,0.7365537453367949,0.3682768726683974,0.16434940455917982,0.35790157275320533,0.02308024612810139,0.0032623153920687585
cube,gmm,4,2,2,3,0.2585160129121401,0.30658151495440755,0.2288876769843844,0.1751531234316989,0.25357264543725466,0.6275916817710594,0.3137958408855297,0.19287054279792132,0.33117601445945744,0.07760336902220277,0.0030348201562832517
cube,kmeanspp,4,0,0,1,0.25010049733555806,0.25887002613940746,0.17351603472934304,0.17302182041120698,0.20773582598503063,0.599460702210373,0.2997303511051865,0.1852569749605926,0.2794876152501389,0.07175178926510825,0.003952157028768473
cube,kmeanspp,4,0,0,2,0.25010049733555806,0.24297023662829925,0.17351603472934304,0.16549349176509195,0.2168355045370593,0.6396147824495391,0.31980739122476953,0.17010109006735724,0.218131124079686,0.0012956195426266914,0.0028530671419203105
cube,kmeanspp,4,0,0,3,0.25010049733555806,0.2480592398967352,0.17351603472934304,0.13365129822100597,0.16876766080185848,0.5494323214022838,0.2747161607011419,0.15735210354022747,0.16951681644063576,0.0007491556387772824,0.002615781813902768
cube,kmeanspp,4,0,1,2,0.25887002613940746,0.24297023662829925,0.17302182041120698,0.16549349176509195,0.24407474997282042,0.7210153904225939,0.36050769521129694,0.17580884651849757,0.24588510846413225,0.0018103584913118365,0.002203960540880111
cube,kmeanspp,4,0,1,3,0.25887002613940746,0.2480592398967352,0.17302182041120698,0.13365129822100597,0.20944566725401315,0.6829606330941489,0.34148031654707445,0.16260745329790793,0.22246736903741704,0.013021701783403894,0.002040570548247935
cube,kmeanspp,4,0,2,3,0.24297023662829925,0.2480592398967352,0.16549349176509195,0.13365129822100597,0.1411806489595557,0.4719475440843103,0.23597377204215514,0.14887353161541728,0.14822557094428077,0.007044921984725061,0.001790034383357149
cube,kmeanspp,4,1,0,1,0.22252029137157148,0.2504247148703736,0.18074303872161976,0.14701989272137655,0.16893555106139557,0.5154199418392023,0.25770997091960113,0.15185396993700645,0.1710327209949369,0.0020971699335413374,0.0020006267980675883
cube,kmeanspp,4,1,0,2,0.22252029137157148,0.26900207660826037,0.18074303872161976,0.15962088632199078,0.2615126778415302,0.7683325364402904,0.3841662682201452,0.16939020083407016,0.270152527094789,0.00863984925325878,0.002181165770499666
cube,kmeanspp,4,1,0,3,0.22252029137157148,0.25805291714979456,0.18074303872161976,0.1568027132596452,0.18689668588535213,0.5536928987799129,0.27684644938995645,0.16115008788877183,0.18940326704579044,0.0025065811604383093,0.003135803519803864
cube,kmeanspp,4,1,1,2,0.2504247148703736,0.26900207660826037,0.14701989272137655,0.15962088632199078,0.21474856612125676,0.7003261822879907,0.35016309114399535,0.17174426246339444,0.24833486729181078,0.03358630117055403,0.002593237178149892
cube,kmeanspp,4,1,1,3,0.2504247148703736,0.25805291714979456,0.14701989272137655,0.1568027132596452,0.12973659934679446,0.427014306351182,0.213507153175591,0.16323961148528654,0.13022237667504186,0.0004857773282473943,0.0034679673636245937
cube,kmeanspp,4,1,2,3,0.26900207660826037,0.25805291714979456,0.15962088632199078,0.1568027132596452,0.23645136551043497,0.7472621063127483,0.3736310531563741,0.18262186739147043,0.25303980467710685,0.01658843916667188,0.0038651586741029987
cube,kmeanspp,4,2,0,1,0.25453652042873476,0.2503565382859498,0.13457033784701095,0.17122975591768513,0.1978400764940687,0.646958848372037,0.3234794241860185,0.15917332970778958,0.19914776833537257,0.0013076918413038596,0.0024280079395159362
cube,kmeanspp,4,2,0,2,0.25453652042873476,0.22982326609270398,0.13457033784701095,0.1666594856303297,0.15084405549248986,0.5007606941144617,0.25038034705723083,0.14393476687007148,0.1525220498075754,0.0016779943150855292,0.002160324313943634
cube,kmeanspp,4,2,0,3,0.25453652042873476,0.2652836751926115,0.13457033784701095,0.18088912954911562,0.18587239795792804,0.589211664789016,0.294605832394508,0.17399142316859892,0.18816515612244822,0.002292758164520181,0.002728458902173561
cube,kmeanspp,4,2,1,2,0.2503565382859498,0.22982326609270398,0.17122975591768513,0.1666594856303297,0.2109723278653903,0.6243830874840407,0.31219154374202035,0.15880016171569283,0.21294689178867648,0.0019745639232861822,0.0018296968176651975
cube,kmeanspp,4,2,1,3,0.2503565382859498,0.2652836751926115,0.17122975591768513,0.18088912954911562,0.21975838227422656,0.6241027997771119,0.31205139988855596,0.1910215779277159,0.32091438007506495,0.1011559978008384,0.002990764776959999
cube,kmeanspp,4,2,2,3,0.22982326609270398,0.2652836751926115,0.1666594856303297,0.18088912954911562,0.24391237301918955,0.701807926621297,0.3509039633106485,0.17307874061013132,0.24546859605910726,0.0015562230399177035,0.002510939313764673
