task,method,num_clusters,partition_seed,region_i,region_j,pi_i,pi_j,energy_i,energy_j,bures_squared,normalized_bures,q_ij,weight,fixed_action_factor_distance_squared,orthogonal_relaxation_gap,intercept_distance_squared
pusht,kmeanspp,4,2,0,3,0.21834858604973714,0.29533458441114957,0.07367220642132369,0.06881285199853446,0.04454249237035707,0.3126116721593678,0.1563058360796839,0.15932562387774588,0.0445530974725763,1.0605102219229945e-05,0.017449213822329272
pusht,kmeanspp,4,2,1,2,0.27573991784267543,0.21057691169643786,0.09062409557940959,0.07625915430562437,0.0866752894846357,0.5193768071052451,0.25968840355262257,0.16802532908584852,0.0866781841117058,2.8946270701074583e-06,0.01658873675419096
pusht,kmeanspp,4,2,1,3,0.27573991784267543,0.29533458441114957,0.09062409557940959,0.06881285199853446,0.06868623031922777,0.4308049756512623,0.21540248782563115,0.22514096958458785,0.06875576416120047,6.953384197269652e-05,0.006815656013552236
pusht,kmeanspp,4,2,2,3,0.21057691169643786,0.29533458441114957,0.07625915430562437,0.06881285199853446,0.061021265078242376,0.42062742932158,0.21031371466079,0.15644449595070656,0.061021653250641905,3.8817239952915195e-07,0.016516089646570236
reacher,spectral,4,0,0,1,0.2501747340608196,0.2380771779136147,0.07684128930102069,0.08961303262047501,0.06492060306555388,0.39002053125524827,0.19501026562762414,0.1590275321952008,0.2679286428476663,0.20300803978211246,0.0025123095104098575
reacher,spectral,4,0,0,2,0.2501747340608196,0.25434562599234806,0.07684128930102069,0.08132249107172389,0.12471912624652472,0.7885441657539998,0.3942720828769999,0.16143243141185148,0.1915826478340773,0.06686352158755259,0.0018050401569472182
reacher,spectral,4,0,0,3,0.2501747340608196,0.25740246203321765,0.07684128930102069,0.08501020439330853,0.12268063913549926,0.7579827429161231,0.37899137145806155,0.1671817573608904,0.15116536882531695,0.02848472968981769,0.0018184012626930373
reacher,spectral,4,0,1,2,0.2380771779136147,0.25434562599234806,0.08961303262047501,0.08132249107172389,0.1271797026363215,0.7440214876887272,0.3720107438443636,0.1660314639133027,0.15329518625110403,0.026115483614782525,0.0015356567867549657
reacher,spectral,4,0,1,3,0.2380771779136147,0.25740246203321765,0.08961303262047501,0.08501020439330853,0.13720189408568412,0.7857023866465971,0.39285119332329854,0.17165186561661508,0.21162181094474797,0.07441991685906385,0.0019800777995766334
reacher,spectral,4,0,2,3,0.25434562599234806,0.25740246203321765,0.08132249107172389,0.08501020439330853,0.06351210521658072,0.3818377682091532,0.1909188841045766,0.17467494950213952,0.2691532628380773,0.20564115762149654,0.003138870443398496
