task,num_clusters,normalized_cluster_entropy,eigengap_after_k,prototype_distance_ratio,knn_purity,margin_radius_ratio_mean,tangent_contrast_mean_d8,curvature_tail_mean_d8,flow_persistence_h10,latent_velocity_eta2,action_residual_velocity_eta2,mean_pairwise_response,minimum_pairwise_response,pairwise_uniformity_min_over_mean,response_centroid_spearman,response_boundary_spearman,boundary_min_jacobian_bures_distance,jacobian_bures_distance,jacobian_cosine_distance,jacobian_log_scale_distance,jacobian_subspace_chordal_distance,check1_retained_safety_fraction,check2_prominence_ratio
cube,4,0.9889787882339016,0.0010843552256641908,0.0,0.9531794444444444,2.8495027224222818,0.44088200425261365,0.012499711685032,0.9132511936084183,0.00021432297762732344,0.00022323414859701232,0.0881556830193148,0.07559635042455355,0.8580236522443053,0.4666666666666668,-0.6000000000000001,0.5278879744968309,0.6279659684759744,0.7387615357585283,0.008162832306613837,0.8646079232597171,0.9599395035076935,0.2919653672366025
pusht,4,0.9744150824287381,0.0015123212105939698,0.0,0.9082566666666666,1.6821214358011882,0.44128006739816716,0.013589273968858865,0.8409591000028401,0.004069400517966532,0.004143808100501085,0.07408739803248837,0.045169357519504676,0.6176225156710303,0.8476190476190477,0.37142857142857144,0.37909877577210954,0.47074572683254196,0.4566147904219626,0.07597845498118548,0.8333842584154074,0.46682763299232216,0.33013094944494964
reacher,4,0.9991962860879716,0.00011726978387305298,0.0,0.9629044444444445,8.680424690246582,0.45387184886130444,0.0003091869125533213,0.8275747787992552,0.0001491499094433567,0.00014920803219945747,0.025354541974031714,0.017045291672221727,0.6828255818963375,0.08571428571428574,-0.35238095238095246,0.5451042396165023,0.48589617262216217,1.047766910008284,0.06835140694291662,0.8749596496729058,0.9023812438919899,0.13368589046944734
tworoom,4,0.9979235982494491,7.57351608127177e-05,0.0,0.9657494444444444,8.226665814717611,0.40617021878947046,0.0003633340768669996,0.6187694743529952,0.0017682266824894533,0.0017563353718071065,0.0262274082125742,0.017731044442938344,0.6700921518992676,0.40952380952380957,-0.12380952380952383,0.5233563994864671,0.7039529097673612,0.9179149649309206,0.08654464358033619,0.9353192921302188,0.8206800371099119,0.12168207281360731
