outer_seed,inner_restart,inner_seed,objective_final,niter,converged,cluster_frac_min,cluster_frac_mid,cluster_frac_max,fit_sec
5,28,500028,0.15289610624313354,130,1,0.3258475382066849,0.3340698212532826,0.3400826405400325,0.5727613060735166
5,29,500029,0.1576153188943863,206,1,0.30538196791770683,0.3083806829111719,0.38623734917112135,0.9071075106039643
5,30,500030,0.15726226568222046,145,1,0.3239062879579828,0.3379874972931321,0.3381062147488851,0.6388255269266665
5,31,500031,0.15519870817661285,87,1,0.315427882992955,0.3393208701989507,0.3452512468080943,0.38408441096544266
5,32,500032,0.15604634582996368,137,1,0.30251186350130754,0.3320197466701402,0.36546838982855223,0.6032285047695041
5,33,500033,0.15401074290275574,102,1,0.32335227316446874,0.3356670107274412,0.34098071610809005,0.44995619310066104
5,34,500034,0.1584506630897522,223,1,0.31452101353928613,0.32510555410822856,0.3603734323524853,0.981744920834899
5,35,500035,0.15539869666099548,108,1,0.3306303127435494,0.3345282025407734,0.3348414847156772,0.476067200768739
5,36,500036,0.15633870661258698,118,1,0.3189982005511568,0.32432839446732686,0.35667340498151634,0.5203571179881692
5,37,500037,0.15649287402629852,146,1,0.3085719499232184,0.3328914405813638,0.3585366094954178,0.6434688232839108
5,38,500038,0.15443168580532074,166,1,0.3152706922876524,0.33503604943482795,0.3496932582775196,0.7307877787388861
5,39,500039,0.15456360578536987,119,1,0.3141846474146526,0.3179945983557632,0.36782075422958416,0.5246071550063789
5,40,500040,0.15294083952903748,134,1,0.32043710008431137,0.33742249014260384,0.3421404097730848,0.5901776989921927
5,41,500041,0.1549423635005951,193,1,0.32093175614994895,0.3234138303637481,0.355654413486303,0.8500021831132472
5,42,500042,0.1573386788368225,238,1,0.3234237234850608,0.3363925062903763,0.34018377022456286,1.0510297501459718
5,43,500043,0.15388192236423492,101,1,0.30639656247011454,0.34381454574634257,0.3497888917835429,0.44720923993736506
5,44,500044,0.15537501871585846,249,1,0.3166249506717979,0.32675440766035374,0.35662064166784835,1.1011667903512716
5,45,500045,0.15640610456466675,205,1,0.31782091911493937,0.32956295487747367,0.3526161260075869,0.9061844181269407
5,46,500046,0.15471714735031128,135,1,0.30484334242401256,0.32727874308992955,0.36787791448605783,0.5974854449741542
5,47,500047,0.15414582192897797,398,1,0.3114585428751389,0.3297597180680273,0.3587817390568338,1.7587837241590023
5,48,500048,0.1530480533838272,116,1,0.3219430529952524,0.32674121683193674,0.35131573017281087,0.5132098351605237
5,49,500049,0.15635748207569122,249,1,0.31631936314680403,0.3273490941748202,0.35633154267837575,1.1016710861586034
6,0,600000,0.1545647233724594,162,1,0.3115552756168636,0.3352482019252014,0.353196522457935,0.7165155368857086
6,1,600001,0.15559494495391846,142,1,0.3299993514509362,0.3306610913431891,0.3393395572058748,0.627809199038893
6,2,600002,0.15625324845314026,209,1,0.3070868824906043,0.3281295515228262,0.3647835659865695,0.9239393812604249
6,3,600003,0.15731525421142578,384,1,0.3020688715136366,0.32354793711932095,0.3743831913670425,1.6981508289463818
6,4,600004,0.1573183387517929,112,1,0.29468530530721987,0.3403255716300456,0.36498912306273446,0.49589996319264174
6,5,600005,0.15504595637321472,120,1,0.3143396396485524,0.31466501341617176,0.3709953469352759,0.5305107096210122
6,6,600006,0.15697062015533447,132,1,0.3070616000694717,0.3437485916042576,0.3491898083262707,0.5841592350043356
6,7,600007,0.15530231595039368,111,1,0.3195291313949411,0.337731375374702,0.3427394932303569,0.4913990912027657
6,8,600008,0.15573890507221222,126,1,0.32512534035085405,0.3323341280807455,0.3425405315684005,0.5577007350511849
6,9,600009,0.15401682257652283,137,1,0.31090452808162483,0.3382831916968132,0.35081228022156197,0.6065241228789091
6,10,600010,0.15319962799549103,159,1,0.32798994858874625,0.3312480832077457,0.3407619682035081,0.7041648123413324
6,11,600011,0.15597662329673767,324,1,0.3239667459215607,0.3317988002941555,0.3442344537842838,1.4277968863025308
6,12,600012,0.15561552345752716,172,1,0.30977561301626977,0.3262542554162091,0.3639701315675211,0.7573197302408516
6,13,600013,0.15469321608543396,192,1,0.31074074196211376,0.330252175662262,0.35900708237562423,0.8467500018887222
6,14,600014,0.1570289134979248,121,1,0.3195214367450312,0.33787207754448334,0.3426064857104855,0.5352927851490676
6,15,600015,0.15291064977645874,102,1,0.30904022433202194,0.3416182728149118,0.34934150285306625,0.4519313280470669
6,16,600016,0.15429118275642395,114,1,0.3138460828186162,0.33444575986316716,0.35170815731821664,0.5040263757109642
6,17,600017,0.15701404213905334,175,1,0.31212687818160034,0.34309014941910887,0.3447829723992908,0.7736755590885878
6,18,600018,0.15687134861946106,126,1,0.322087052872138,0.326638987911705,0.351273959216157,0.5578066157177091
6,19,600019,0.15705741941928864,198,1,0.3159775008436634,0.32974872571101316,0.35427377344532346,0.8759693638421595
6,20,600020,0.15794044733047485,197,1,0.31235002302898796,0.3345150117123564,0.3531349652586557,0.8712044479325414
6,21,600021,0.15548406541347504,176,1,0.30719570682504455,0.32225193822735054,0.3705523549476049,0.7782656368799508
6,22,600022,0.15333518385887146,113,1,0.31699539310317537,0.33943519071189804,0.34356941618492665,0.500332429073751
6,23,600023,0.15772230923175812,145,1,0.31884760526006267,0.32748100245899026,0.3536713922809471,0.6417508269660175
6,24,600024,0.15600472688674927,182,1,0.31281499973068727,0.3429857220274743,0.34419927824183844,0.8047934747301042
6,25,600025,0.1561489850282669,114,1,0.3075056912928441,0.3383425504246897,0.3541517582824662,0.5049387500621378
6,26,600026,0.15432588756084442,156,1,0.31475734921509074,0.33222860145340943,0.3530140493314998,0.6900029610842466
6,27,600027,0.15599030256271362,111,1,0.33059403796540265,0.3323297311379398,0.33707623089665756,0.49121201504021883
6,28,600028,0.15766721963882446,117,1,0.32374470030987457,0.3276524832284113,0.34860281646171415,0.5181054309941828
6,29,600029,0.15403437614440918,278,1,0.3060393108671541,0.34463897252240516,0.34932171661044076,1.2293346170336008
6,30,600030,0.15605631470680237,78,1,0.32778219304117845,0.33004442011469426,0.3421733868441273,0.3455323460511863
6,31,600031,0.1568925976753235,280,1,0.31760107197465604,0.3319252123998184,0.3504737156255256,1.2354869730770588
6,32,600032,0.1541392207145691,131,1,0.29696512015195836,0.3214187175656766,0.38161616228236506,0.5794125511310995
6,33,600033,0.15655352175235748,244,1,0.30983387250844485,0.3380545506709185,0.3521115768206366,1.0786929838359356
6,34,600034,0.15796655416488647,245,1,0.3132382054757327,0.3226311745443393,0.36413061997992796,1.0843821689486504
6,35,600035,0.15336117148399353,121,1,0.3138098080404695,0.32124393908915133,0.36494625287037924,0.5358063760213554
6,36,600036,0.1517172008752823,128,1,0.3154201883430451,0.3356285374778916,0.3489512741790633,0.5669984393753111
6,37,600037,0.154037743806839,193,1,0.32383153993028646,0.33711470414620714,0.3390537559235064,0.8532954570837319
6,38,600038,0.1570688933134079,141,1,0.32194635070235667,0.32562769106640155,0.35242595823124184,0.6244755936786532
6,39,600039,0.15487615764141083,126,1,0.31678543908420476,0.32989382482360013,0.3533207360921951,0.5578599870204926
6,40,600040,0.15597166121006012,72,1,0.3114739321749588,0.32667746116125457,0.36184860666378665,0.31944935163483024
6,41,600041,0.15833352506160736,321,1,0.32128571004580514,0.33213846412589326,0.3465758258283016,1.419092436786741
6,42,600042,0.1572437733411789,228,1,0.3200523675888155,0.3382634054541877,0.3416842269569968,1.0082914056256413
6,43,600043,0.15357887744903564,91,1,0.32148577094346303,0.32742933838102367,0.3510848906755133,0.4023173148743808
6,44,600044,0.15715257823467255,124,1,0.32798115470313494,0.33062151885793806,0.341397326438927,0.5483944700099528
6,45,600045,0.15429888665676117,90,1,0.32927825283080675,0.3301609390990444,0.3405608080701488,0.3979044766165316
6,46,600046,0.15320171415805817,214,1,0.3142451053782305,0.3401046252540609,0.34565026936770865,0.9454904738813639
6,47,600047,0.15592698752880096,111,1,0.3093458118570158,0.33864154253547507,0.3520126456075091,0.49084708699956536
6,48,600048,0.1561158150434494,332,1,0.3201029324310807,0.33132612894254626,0.34857093862637306,1.4660817072726786
6,49,600049,0.15666358172893524,234,1,0.32623007223077793,0.33555378945019526,0.3382161383190268,1.0343615412712097
7,0,700000,0.15770965814590454,187,1,0.30640975329853154,0.33343116531075945,0.360159081390709,0.8250671490095556
7,1,700001,0.15443867444992065,98,1,0.30636578387047486,0.34438944601818355,0.3492447701113416,0.43279531318694353
7,2,700002,0.15784494578838348,243,1,0.3172405226645913,0.3256002101738661,0.35715926716154256,1.0719236703589559
7,3,700003,0.15544617176055908,227,1,0.318070445619161,0.3299960537438319,0.35193350063700707,1.0050449869595468
7,4,700004,0.1560448408126831,90,1,0.33004112240759,0.33145803722671624,0.3385008403656937,0.3990790913812816
7,5,700005,0.15685874223709106,158,1,0.3050335102003577,0.3364342772470301,0.3585322125526122,0.6994824949651957
7,6,700006,0.15553727746009827,130,1,0.3076386988127155,0.31632595856101253,0.376035342626272,0.5757565386593342
7,7,700007,0.1547679752111435,91,1,0.3245306538363876,0.32614103413896317,0.34932831202464926,0.4033833188004792
7,8,700008,0.15568044781684875,143,1,0.3272413690760814,0.33628917813444315,0.3364694527894755,0.6326738349162042
7,9,700009,0.15838758647441864,115,1,0.32234647249767234,0.32754585736537384,0.35010767013695376,0.5093494430184364
7,10,700010,0.15318737924098969,130,1,0.3215176487788041,0.3249120886247792,0.3535702625964167,0.57557556591928
7,11,700011,0.1532590687274933,144,1,0.31704266023833627,0.33888667209689105,0.3440706676647727,0.638057071249932
7,12,700012,0.15796655416488647,171,1,0.31311399184147265,0.3226113883017138,0.36427461985681353,0.7563310358673334
7,13,700013,0.1528950333595276,235,1,0.32870994797317427,0.3294288481219008,0.3418612039049249,1.0406077653169632
7,14,700014,0.15475603938102722,204,1,0.30996248308551066,0.34102798324325095,0.3490095336712384,0.9026189232245088
7,15,700015,0.15632401406764984,83,1,0.3125885571761954,0.338833908783223,0.34857753404058156,0.3678986830636859
7,16,700016,0.1548641175031662,141,1,0.31880033812490177,0.33614737672896033,0.3450522851461379,0.624773234128952
7,17,700017,0.158441424369812,113,1,0.3239447612075324,0.3333597149901673,0.3426955238023003,0.5003865268081427
7,18,700018,0.15541477501392365,147,1,0.3034209314263792,0.34648019232227834,0.35009887625134245,0.6511943489313126
7,19,700019,0.15514378249645233,135,1,0.29960218659965726,0.33689815471302803,0.3634996586873147,0.5980257471092045
7,20,700020,0.1550540179014206,119,1,0.3212032673681989,0.3379171462082414,0.3408795864235597,0.526167273055762
7,21,700021,0.15622946619987488,92,1,0.32182213706809654,0.3383557412531067,0.3398221216787967,0.4079392468556762
7,22,700022,0.15800897777080536,322,1,0.3100581165915339,0.3352405072752915,0.3547013761331746,1.4246729668229818
7,23,700023,0.15366128087043762,103,1,0.32389529560096864,0.3328144940822646,0.34329021031676676,0.45453695487231016
7,24,700024,0.15374304354190826,173,1,0.306126150487566,0.33526359122502125,0.3586102582874128,0.7622921620495617
7,25,700025,0.15326480567455292,179,1,0.3140329528878571,0.33186805214334475,0.3540989949687982,0.7887454107403755
7,26,700026,0.15555714070796967,150,1,0.31753182012546677,0.3274436284451421,0.35502455142939116,0.661450793966651
7,27,700027,0.15904895961284637,303,1,0.316643637678722,0.33224948693173634,0.35110687538954166,1.334660142660141
7,28,700028,0.1554085910320282,78,1,0.3291573369036509,0.3322439907532293,0.33859867234311986,0.3442180906422436
7,29,700029,0.15425844490528107,190,1,0.28851419607946593,0.33343885996066935,0.3780469439598647,0.8373783705756068
7,30,700030,0.15520434081554413,109,1,0.33012906126370334,0.33481400382314175,0.33505693491315486,0.4812580980360508
7,31,700031,0.15313325822353363,115,1,0.31442428079756146,0.32545181335417483,0.3601239058482637,0.5093367490917444
7,32,700032,0.1544678509235382,90,1,0.3224662891891268,0.3329837763802828,0.3445499344305904,0.39903039392083883
7,33,700033,0.15602725744247437,127,1,0.3195082459166142,0.3369036508915351,0.3435881031918507,0.5626238849945366
7,34,700034,0.15791279077529907,110,1,0.31742629349813073,0.33611000271511215,0.34646370378675706,0.48744594072923064
7,35,700035,0.15424948930740356,153,1,0.3207591761448265,0.32800643712426747,0.351234386730906,0.677285413723439
7,36,700036,0.15407873690128326,189,1,0.3039870378126089,0.3445433390163819,0.3514696231710092,0.8370853853411973
7,37,700037,0.15355274081230164,144,1,0.3218199385966937,0.32823397891446077,0.3499460824888455,0.6373013872653246
7,38,700038,0.15719354152679443,235,1,0.3252583478707255,0.33339269206120986,0.3413489600680647,1.0402214960195124
7,39,700039,0.15428844094276428,353,1,0.322648762315562,0.32636747669345506,0.350983760990983,1.5620173620991409
7,40,700040,0.1565891057252884,104,1,0.3195588107588794,0.33837003131722515,0.34207115792389553,0.4606084921397269
7,41,700041,0.15603139996528625,152,1,0.32928374900931384,0.3295167869780142,0.341199464012672,0.6723091048188508
7,42,700042,0.15485979616641998,143,1,0.3052313726266127,0.3393197709632493,0.355448856410138,0.6330418032594025
7,43,700043,0.15508875250816345,93,1,0.28927156947774213,0.3374675588063619,0.37326087171589595,0.41201192094013095
7,44,700044,0.15576644241809845,124,1,0.32778878845538695,0.33319922657776047,0.33901198496685253,0.5486415987834334
7,45,700045,0.1562330275774002,115,1,0.31125738274177966,0.33810841322028795,0.35063420403793244,0.5072882161475718
7,46,700046,0.15434591472148895,90,1,0.3257354161651404,0.33187794526465747,0.34238663857020213,0.39703477220609784
7,47,700047,0.156491219997406,163,1,0.30276248924123056,0.31967423050752813,0.3775632802512413,0.7184914872050285
7,48,700048,0.15371103584766388,105,1,0.3062360740577077,0.3330684175292919,0.36069550841300047,0.46273418003693223
7,49,700049,0.15595515072345734,219,1,0.31620284416245387,0.3239447612075324,0.3598523946300137,0.9650762830860913
8,0,800000,0.15724444389343262,100,1,0.30042551414001845,0.3245141653008663,0.37506032055911526,0.4422588269226253
8,1,800001,0.1542239636182785,482,1,0.32583214890686507,0.33087324383356254,0.3432946072595724,2.1327469600364566
8,2,800002,0.1534915566444397,150,1,0.3263454919794267,0.3296431990836771,0.3440113089368962,0.6645466960035264
8,3,800003,0.15434561669826508,96,1,0.3297135501685678,0.3315569684398438,0.3387294813915884,0.42537737218663096
8,4,800004,0.15159673988819122,236,1,0.3289660698916044,0.3349382174574019,0.33609571265099375,1.0444678468629718
