preprocess,seed_a,seed_b,ari,nmi,label_agreement,centroid_cosine,restart_budget
zscore_kmeanspp_R1,2,16,0.08152452229180271,0.07626700568274514,0.4566796706250144,0.23304715752601624,1
zscore_kmeanspp_R1,2,17,0.056691916577977494,0.052338430515574526,0.46774127948837174,0.27361149589220685,1
zscore_kmeanspp_R1,2,18,0.12370072357690352,0.10874247531311368,0.5593120103591972,0.44554591178894043,1
zscore_kmeanspp_R1,2,19,0.010907036777469023,0.009765100714283643,0.4022510148693613,0.13287130494912466,1
zscore_kmeanspp_R1,3,4,0.24235748552324962,0.24756651138634064,0.6137571546503716,0.5592048565546671,1
zscore_kmeanspp_R1,3,5,0.25821501226972227,0.2552794324026902,0.6050083377027953,0.5390535046656927,1
zscore_kmeanspp_R1,3,6,0.11574136877518182,0.10664160841477911,0.5301602795576236,0.41070910294850665,1
zscore_kmeanspp_R1,3,7,0.20297675249402675,0.19961651457111204,0.5607739938420816,0.4385162691275279,1
zscore_kmeanspp_R1,3,8,0.14065516216996515,0.12965294908436423,0.5661349663578914,0.49673038721084595,1
zscore_kmeanspp_R1,3,9,0.1774661946119455,0.16474936072975363,0.5981062367335991,0.5642658670743307,1
zscore_kmeanspp_R1,3,10,0.26632072605410473,0.2730665027890073,0.6466265005941368,0.6290958722432455,1
zscore_kmeanspp_R1,3,11,0.22752337222458527,0.22308605124277756,0.6242614510131106,0.592897375424703,1
zscore_kmeanspp_R1,3,12,0.10534006580726558,0.10068704433620616,0.4912407403132602,0.3327881197134654,1
zscore_kmeanspp_R1,3,13,0.17325009278579756,0.16269641198486404,0.566073409158612,0.4754769404729207,1
zscore_kmeanspp_R1,3,14,0.24686404358145145,0.2502978445882544,0.6021712103574385,0.5132584869861603,1
zscore_kmeanspp_R1,3,15,0.20082689002600865,0.19663400699739753,0.550634643732213,0.452932467063268,1
zscore_kmeanspp_R1,3,16,0.1939473585311808,0.1996476484348533,0.5464234717600852,0.4246125593781471,1
zscore_kmeanspp_R1,3,17,0.2295833213928847,0.24295718087219922,0.5539961065071456,0.46219058831532794,1
zscore_kmeanspp_R1,3,18,0.27325231172832964,0.2624008368523158,0.6545981579008116,0.6142787337303162,1
zscore_kmeanspp_R1,3,19,0.0233682584440977,0.021684600707929994,0.4130136316219333,0.19229243447383246,1
zscore_kmeanspp_R1,4,5,0.37898353364433246,0.33182722400802867,0.7335144873769268,0.7399864395459493,1
zscore_kmeanspp_R1,4,6,0.10583071014344764,0.1010937230018299,0.5057561477504691,0.3540818889935811,1
zscore_kmeanspp_R1,4,7,0.19416520494952336,0.1842200982247324,0.5978699010577945,0.5348300933837891,1
zscore_kmeanspp_R1,4,8,0.1480127946923969,0.14803690923787402,0.5145060639337469,0.35653114318847656,1
zscore_kmeanspp_R1,4,9,0.12481960771129316,0.12051151415505727,0.5041930345830544,0.3821265598138173,1
zscore_kmeanspp_R1,4,10,0.3682685322530314,0.32654066091348616,0.7304630090697938,0.7360292077064514,1
zscore_kmeanspp_R1,4,11,0.14622797265119764,0.13735148248490098,0.511750280030295,0.3603752950827281,1
zscore_kmeanspp_R1,4,12,0.08855040937609594,0.07579793410450669,0.5307582637791943,0.4159545103708903,1
zscore_kmeanspp_R1,4,13,0.15008858222572966,0.16841082471801963,0.5097980374245787,0.35777994493643445,1
zscore_kmeanspp_R1,4,14,0.15892639744044199,0.14801628549941903,0.5706088556626577,0.49814916650454205,1
zscore_kmeanspp_R1,4,15,0.23445778532370762,0.21303151155176858,0.6423087027589717,0.6015617847442627,1
