task,num_clusters,partition_seed,region_left,region_right,left_transition_count,right_transition_count,pairwise_response_contrast,pairwise_mean_action_contrast,pairwise_action_slope_contrast,jacobian_cosine_distance,jacobian_log_scale_distance,jacobian_subspace_chordal_distance,jacobian_bures_distance
cube,4,0,2,3,408716,361145,0.09447112494725342,0.001032081283332218,0.0934390436639212,0.7381387370373962,0.004672046026336527,0.8980725431502659,0.7107811815944636
cube,4,1,0,1,561783,458519,0.07968464663312197,0.0008081306777291236,0.07887651595539284,0.7885083878863289,0.07190120923425905,0.8977782161414871,0.689282592074696
cube,4,1,0,2,561783,475376,0.0737533143076482,0.0008047389940181318,0.07294857531363007,0.76273582428581,0.029699860023146216,0.9007721305355305,0.7389702219154664
cube,4,1,0,3,561783,484474,0.08787298378536183,0.0006864624497143127,0.08718652133564753,0.8038193471849557,0.14338169589707836,0.8947016333465432,0.6548606376329787
cube,4,1,1,2,458519,475376,0.08373837888615639,0.0010347391080597992,0.08270363977809658,0.8043148774730353,0.04220134921111281,0.907144064882849,0.6784514026157187
cube,4,1,1,3,458519,484474,0.09012051231567703,0.000729673453470879,0.08939083886220614,0.7742343519333726,0.07148048666281932,0.8974734461006436,0.7423511307497042
cube,4,1,2,3,475376,484474,0.09127856210751757,0.0007996146254303759,0.0904789474820872,0.8136676082732168,0.11368183587393219,0.9019416952437337,0.6973144837935872
cube,4,2,0,1,456412,466514,0.08432046563386332,0.0009682539124872759,0.08335221172137604,0.8066046948053583,0.044323065422417936,0.9041280417561186,0.6907813359898628
cube,4,2,0,2,456412,500599,0.08819189859505641,0.0007254062929157686,0.08746649230214064,0.7700145464642109,0.049884232334202874,0.8948917583191478,0.7398254756711816
cube,4,2,0,3,456412,556627,0.08083859861865293,0.0008046362031121523,0.08003396241554078,0.7965600480359416,0.07469650382816068,0.8931783045436916,0.6891037098034462
cube,4,2,1,2,466514,500599,0.08788133922061724,0.0007994541219460186,0.08708188509867122,0.798226623501801,0.09420729775662089,0.9013137432549114,0.6843019260388563
cube,4,2,1,3,466514,556627,0.07395375463986538,0.0007822204762850205,0.07317153416358035,0.7634706829500965,0.030373438405742754,0.8983038573023583,0.7393937486330989
cube,4,2,2,3,500599,556627,0.08538300408712197,0.0006842218763842147,0.08469878221073776,0.7970075881689905,0.1245807361623637,0.8912948446843987,0.6519684988994401
