seed,mode,success_rate,successes,num_eval,out_dir
0,joint_continue_3ep,54.0,27,50,experiments/real_gauge_drift/results/tworoom_success_rate_joint_continue_3ep_trainseed625_long_evalseed0
1,joint_continue_3ep,57.99999999999999,29,50,experiments/real_gauge_drift/results/tworoom_success_rate_joint_continue_3ep_trainseed625_long_evalseed1
2,joint_continue_3ep,42.0,21,50,experiments/real_gauge_drift/results/tworoom_success_rate_joint_continue_3ep_trainseed625_long_evalseed2
3,joint_continue_3ep,50.0,25,50,experiments/real_gauge_drift/results/tworoom_success_rate_joint_continue_3ep_trainseed625_long_evalseed3
4,joint_continue_3ep,56.00000000000001,28,50,experiments/real_gauge_drift/results/tworoom_success_rate_joint_continue_3ep_trainseed625_long_evalseed4
