seed,mode,success_rate,successes,num_eval,out_dir
0,random_voronoi_k3,60.0,30,50,experiments/real_gauge_drift/results/tworoom_success_rate_random_voronoi_k3_seed2_trainseed0_long_evalseed0
1,random_voronoi_k3,62.0,31,50,experiments/real_gauge_drift/results/tworoom_success_rate_random_voronoi_k3_seed2_trainseed0_long_evalseed1
2,random_voronoi_k3,62.0,31,50,experiments/real_gauge_drift/results/tworoom_success_rate_random_voronoi_k3_seed2_trainseed0_long_evalseed2
3,random_voronoi_k3,57.99999999999999,29,50,experiments/real_gauge_drift/results/tworoom_success_rate_random_voronoi_k3_seed2_trainseed0_long_evalseed3
4,random_voronoi_k3,60.0,30,50,experiments/real_gauge_drift/results/tworoom_success_rate_random_voronoi_k3_seed2_trainseed0_long_evalseed4
