seed,mode,success_rate,successes,num_eval,classify_ms_per_route_call,out_dir
0,latent_cluster3_mpc,60.0,30,50,1.1122022981261033,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed2_trainseed625_mpc_evalseed0
1,latent_cluster3_mpc,66.0,33,50,1.0812345218945698,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed2_trainseed625_mpc_evalseed1
2,latent_cluster3_mpc,57.99999999999999,29,50,1.1406678232279701,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed2_trainseed625_mpc_evalseed2
3,latent_cluster3_mpc,52.0,26,50,1.0912502095287233,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed2_trainseed625_mpc_evalseed3
4,latent_cluster3_mpc,57.99999999999999,29,50,1.1406391914933918,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed2_trainseed625_mpc_evalseed4
