seed,mode,success_rate,successes,num_eval,classify_ms_per_route_call,out_dir
0,latent_cluster3_mpc,62.0,31,50,1.1759947364843346,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed1_trainseed0_mpc_evalseed0
1,latent_cluster3_mpc,62.0,31,50,1.174154442117875,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed1_trainseed0_mpc_evalseed1
2,latent_cluster3_mpc,62.0,31,50,1.1780276033398402,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed1_trainseed0_mpc_evalseed2
3,latent_cluster3_mpc,52.0,26,50,1.0949850241927546,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed1_trainseed0_mpc_evalseed3
4,latent_cluster3_mpc,57.99999999999999,29,50,1.1467641270378737,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed1_trainseed0_mpc_evalseed4
