seed,mode,success_rate,successes,num_eval,classify_ms_per_route_call,out_dir
0,latent_cluster3_mpc,64.0,32,50,1.1416123712435358,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed2_trainseed0_mpc_evalseed0
1,latent_cluster3_mpc,68.0,34,50,1.139235516573176,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed2_trainseed0_mpc_evalseed1
2,latent_cluster3_mpc,68.0,34,50,1.1655806912443583,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed2_trainseed0_mpc_evalseed2
3,latent_cluster3_mpc,57.99999999999999,29,50,1.1426625074465069,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed2_trainseed0_mpc_evalseed3
4,latent_cluster3_mpc,57.99999999999999,29,50,1.120862834332954,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed2_trainseed0_mpc_evalseed4
