seed,mode,success_rate,successes,num_eval,classify_ms_per_route_call,out_dir
0,latent_cluster3_mpc,54.0,27,50,1.1847948018461472,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed0_trainseed625_mpc_evalseed0
1,latent_cluster3_mpc,66.0,33,50,1.140057084431132,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed0_trainseed625_mpc_evalseed1
2,latent_cluster3_mpc,66.0,33,50,1.23147053261856,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed0_trainseed625_mpc_evalseed2
3,latent_cluster3_mpc,62.0,31,50,1.190299951766111,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed0_trainseed625_mpc_evalseed3
4,latent_cluster3_mpc,57.99999999999999,29,50,1.204790997008483,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed0_trainseed625_mpc_evalseed4
