seed,mode,success_rate,successes,num_eval,classify_ms_per_step,out_dir
0,latent_cluster3,60.0,30,50,3.450698972623677,experiments/real_gauge_drift/results/tworoom_success_rate_latent_kmeanspp_kmeanspp_R50_outer0_seed0
1,latent_cluster3,68.0,34,50,3.341958680575483,experiments/real_gauge_drift/results/tworoom_success_rate_latent_kmeanspp_kmeanspp_R50_outer0_seed1
2,latent_cluster3,57.99999999999999,29,50,3.3000241208806735,experiments/real_gauge_drift/results/tworoom_success_rate_latent_kmeanspp_kmeanspp_R50_outer0_seed2
3,latent_cluster3,60.0,30,50,3.191064205175136,experiments/real_gauge_drift/results/tworoom_success_rate_latent_kmeanspp_kmeanspp_R50_outer0_seed3
4,latent_cluster3,57.99999999999999,29,50,3.276470185557156,experiments/real_gauge_drift/results/tworoom_success_rate_latent_kmeanspp_kmeanspp_R50_outer0_seed4
