seed,mode,success_rate,successes,num_eval,out_dir
0,global_ft,96.0,48,50,experiments/real_gauge_drift/results/tworoom_success_rate_global_ft_65ep_seed0
1,global_ft,94.0,47,50,experiments/real_gauge_drift/results/tworoom_success_rate_global_ft_65ep_seed1
2,global_ft,86.0,43,50,experiments/real_gauge_drift/results/tworoom_success_rate_global_ft_65ep_seed2
3,global_ft,92.0,46,50,experiments/real_gauge_drift/results/tworoom_success_rate_global_ft_65ep_seed3
4,global_ft,94.0,47,50,experiments/real_gauge_drift/results/tworoom_success_rate_global_ft_65ep_seed4
