seed,mode,success_rate,successes,num_eval,route_switch_rate,cluster0_fraction,cluster1_fraction,cluster2_fraction,evaluation_time_sec,out_dir
0,latent_cluster3_step,60.0,30,50,0.33890349002849,0.24545042735042735,0.42425897435897436,0.3302905982905983,1145.3825106620789,experiments/real_gauge_drift/results/tworoom_success_rate_latent_kmeanspp_kmeanspp_R50_outer2_step_routing_seed0
1,latent_cluster3_step,66.0,33,50,0.4422536813922356,0.2924669344042838,0.34648032128514056,0.36105274431057566,539.3785078525543,experiments/real_gauge_drift/results/tworoom_success_rate_latent_kmeanspp_kmeanspp_R50_outer2_step_routing_seed1
2,latent_cluster3_step,57.99999999999999,29,50,0.3396786216596343,0.2851898734177215,0.32831195499296767,0.3864981715893108,785.5663480758667,experiments/real_gauge_drift/results/tworoom_success_rate_latent_kmeanspp_kmeanspp_R50_outer2_step_routing_seed2
3,latent_cluster3_step,60.0,30,50,0.38830694444444447,0.30442861111111114,0.3319925,0.3635788888888889,1208.6222281455994,experiments/real_gauge_drift/results/tworoom_success_rate_latent_kmeanspp_kmeanspp_R50_outer2_step_routing_seed3
4,latent_cluster3_step,57.99999999999999,29,50,0.413625,0.2917827777777778,0.38629305555555554,0.3219241666666667,595.2995846271515,experiments/real_gauge_drift/results/tworoom_success_rate_latent_kmeanspp_kmeanspp_R50_outer2_step_routing_seed4
