train_seed,eval_seed,horizon,method,success_rate,successes,num_eval,out_dir
625,0,long,rooms3_30ep,60.0,30,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_rooms3_30ep_long_evalseed0
625,0,long,priority5_30ep,57.99999999999999,29,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_priority5_30ep_long_evalseed0
625,0,long,rooms3_50ep,56.00000000000001,28,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_rooms3_50ep_long_evalseed0
625,0,long,priority5_50ep,56.00000000000001,28,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_priority5_50ep_long_evalseed0
625,0,long,rooms3_doorway80,56.00000000000001,28,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_rooms3_doorway80_long_evalseed0
625,0,long,priority5_doorway80,56.00000000000001,28,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_priority5_doorway80_long_evalseed0
625,0,long,global_ft_65ep,60.0,30,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_global_ft_65ep_long_evalseed0
625,1,long,rooms3_30ep,70.0,35,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_rooms3_30ep_long_evalseed1
625,1,long,priority5_30ep,70.0,35,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_priority5_30ep_long_evalseed1
625,1,long,rooms3_50ep,64.0,32,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_rooms3_50ep_long_evalseed1
625,1,long,priority5_50ep,60.0,30,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_priority5_50ep_long_evalseed1
625,1,long,rooms3_doorway80,68.0,34,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_rooms3_doorway80_long_evalseed1
625,1,long,priority5_doorway80,62.0,31,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_priority5_doorway80_long_evalseed1
625,1,long,global_ft_65ep,62.0,31,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_global_ft_65ep_long_evalseed1
625,2,long,rooms3_30ep,60.0,30,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_rooms3_30ep_long_evalseed2
625,2,long,priority5_30ep,66.0,33,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_priority5_30ep_long_evalseed2
625,2,long,rooms3_50ep,60.0,30,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_rooms3_50ep_long_evalseed2
625,2,long,priority5_50ep,66.0,33,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_priority5_50ep_long_evalseed2
625,2,long,rooms3_doorway80,57.99999999999999,29,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_rooms3_doorway80_long_evalseed2
625,2,long,priority5_doorway80,64.0,32,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_priority5_doorway80_long_evalseed2
625,2,long,global_ft_65ep,57.99999999999999,29,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_global_ft_65ep_long_evalseed2
625,3,long,rooms3_30ep,57.99999999999999,29,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_rooms3_30ep_long_evalseed3
625,3,long,priority5_30ep,57.99999999999999,29,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_priority5_30ep_long_evalseed3
625,3,long,rooms3_50ep,64.0,32,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_rooms3_50ep_long_evalseed3
625,3,long,priority5_50ep,64.0,32,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_priority5_50ep_long_evalseed3
625,3,long,rooms3_doorway80,64.0,32,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_rooms3_doorway80_long_evalseed3
625,3,long,priority5_doorway80,64.0,32,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_priority5_doorway80_long_evalseed3
625,3,long,global_ft_65ep,54.0,27,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_global_ft_65ep_long_evalseed3
625,4,long,rooms3_30ep,64.0,32,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_rooms3_30ep_long_evalseed4
625,4,long,priority5_30ep,62.0,31,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_priority5_30ep_long_evalseed4
625,4,long,rooms3_50ep,64.0,32,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_rooms3_50ep_long_evalseed4
625,4,long,priority5_50ep,70.0,35,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_priority5_50ep_long_evalseed4
625,4,long,rooms3_doorway80,64.0,32,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_rooms3_doorway80_long_evalseed4
625,4,long,priority5_doorway80,70.0,35,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_priority5_doorway80_long_evalseed4
625,4,long,global_ft_65ep,56.00000000000001,28,50,experiments/real_gauge_drift/results/tworoom_success_rate_trainseed625_global_ft_65ep_long_evalseed4
