split,encoder_frame_drift_over_iid,encoder_frame_residual_over_iid,encoder_pca_drift_over_iid,encoder_pca_residual_over_iid,predictor_rule_drift_to_train,predictor_rule_excess_vs_test_iid,predictor_rule_z_vs_test_iid,predictor_rollout_h10_mse,predictor_one_step_mse
common,1.0,1.0,1.0,1.0,0.7564566850662231,0.37717546537518504,3.2083420601318933,1.1696029901504517,0.0933240756392479
doorway_corridor,9.578058462923671,1.0305090112974686,61.60257575399649,0.24233759226823964,0.6667611718177795,0.28747995212674143,2.4765233143828236,0.9353877067565918,0.10179147720336915
goal_other_side,10.45968414128648,1.428251353540419,53.52927231923771,1.1737831839202184,0.44801426529884336,0.06873304560780526,0.7073575100527952,1.2044438600540162,0.08524356931447982
left_room,10.515918438781476,1.4729245397252237,27.226573819235064,1.1484245560570814,0.7684723019599915,0.3891910822689534,3.342963259258898,1.2262763023376464,0.08608124554157257
near_wall,11.082928279903292,1.469401338669011,90.11782895724366,1.8475752036458177,0.9447887480258942,0.565507528334856,4.921558412583407,1.1107155799865722,0.07333704531192779
right_room,10.48587545859201,1.4459866881983738,106.52192892209752,1.155141287955203,0.7351222515106202,0.35584103181958204,3.2122547848291907,1.2699699878692627,0.07452535033226013
