eval_seed,train_seed,horizon,mode,success_rate,successes,num_eval,out_dir
0,42,long,global_ft_45ep,57.99999999999999,29,50,experiments/real_gauge_drift/results/tworoom_success_rate_global_ft_45ep_trainseed42_long_seed0
1,42,long,global_ft_45ep,64.0,32,50,experiments/real_gauge_drift/results/tworoom_success_rate_global_ft_45ep_trainseed42_long_seed1
2,42,long,global_ft_45ep,57.99999999999999,29,50,experiments/real_gauge_drift/results/tworoom_success_rate_global_ft_45ep_trainseed42_long_seed2
3,42,long,global_ft_45ep,57.99999999999999,29,50,experiments/real_gauge_drift/results/tworoom_success_rate_global_ft_45ep_trainseed42_long_seed3
4,42,long,global_ft_45ep,54.0,27,50,experiments/real_gauge_drift/results/tworoom_success_rate_global_ft_45ep_trainseed42_long_seed4
