train_seed,outer0_mean,outer1_mean,outer2_mean,mean_over_outer_and_eval,outer_seed_sample_std,eval_seed_marginal_sample_std,n_outer_seeds,n_eval_seeds_per_outer
0,58.0,59.199999999999996,57.6,58.266666666666666,0.8326663997864501,3.418901707988821,3,5
42,60.8,60.4,57.6,59.6,1.7435595774162673,4.462186808181735,3,5
625,57.6,57.2,57.599999999999994,57.46666666666667,0.23094010767584744,5.565768390597812,3,5
