seed,mode,success_rate,successes,num_eval,classify_ms_per_route_call,out_dir
0,latent_cluster3_mpc,62.0,31,50,1.267854537089149,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed1_trainseed42_mpc_evalseed0
1,latent_cluster3_mpc,68.0,34,50,1.1159734642360257,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed1_trainseed42_mpc_evalseed1
2,latent_cluster3_mpc,60.0,30,50,1.2177845278343602,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed1_trainseed42_mpc_evalseed2
3,latent_cluster3_mpc,57.99999999999999,29,50,1.141512517289943,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed1_trainseed42_mpc_evalseed3
4,latent_cluster3_mpc,60.0,30,50,1.2078671825083005,experiments/real_gauge_drift/results/tworoom_success_rate_latent_spectral_spectral_M20000_k30_P16_seed1_trainseed42_mpc_evalseed4
