seed,mode,success_rate,successes,num_eval,route_switch_rate,cluster0_fraction,cluster1_fraction,cluster2_fraction,evaluation_time_sec,out_dir
0,latent_cluster3_step,60.0,30,50,0.3484732770745429,0.43403403656821377,0.3438759493670886,0.2220900140646976,1631.8317668437958,experiments/real_gauge_drift/results/tworoom_success_rate_latent_kmeanspp_kmeanspp_R50_outer0_step_routing_seed0
1,latent_cluster3_step,60.0,30,50,0.42650099206349207,0.3714925925925926,0.31890767195767195,0.30959973544973546,137.57319259643555,experiments/real_gauge_drift/results/tworoom_success_rate_latent_kmeanspp_kmeanspp_R50_outer0_step_routing_seed1
2,latent_cluster3_step,62.0,31,50,0.40099559620596203,0.38649078590785907,0.3135159891598916,0.29999322493224934,1262.2102279663086,experiments/real_gauge_drift/results/tworoom_success_rate_latent_kmeanspp_kmeanspp_R50_outer0_step_routing_seed2
3,latent_cluster3_step,56.00000000000001,28,50,0.3701176268861454,0.46981426611796984,0.2970636488340192,0.23312208504801096,1229.578867673874,experiments/real_gauge_drift/results/tworoom_success_rate_latent_kmeanspp_kmeanspp_R50_outer0_step_routing_seed3
4,latent_cluster3_step,57.99999999999999,29,50,0.4102019890260631,0.43893223593964337,0.31504279835390947,0.2460249657064472,126.26761555671692,experiments/real_gauge_drift/results/tworoom_success_rate_latent_kmeanspp_kmeanspp_R50_outer0_step_routing_seed4
