trial,n,pca_drift,pca_residual_ratio,frame_drift,frame_residual_ratio
0,1000,0.32897150327988023,0.799430471118017,0.3292917183917176,0.9974041866824692
1,1000,0.23750770841660246,0.9381165492356602,0.3758319740038808,1.002922973616894
2,1000,0.13174606750084905,1.0010939441875366,0.3101379815823842,0.9953248409590192
3,1000,0.5620050739014424,0.9268360269450869,0.44551481600599785,0.9944228780274118
4,1000,0.0986183763103836,0.9402403506472738,0.3440730567689523,0.9936077569652294
5,1000,0.22053523285414214,0.9199010305469565,0.36974996363815965,1.0092372477374651
6,1000,0.22208618693148327,0.9280526430576961,0.3494749512150715,0.9993601166464217
7,1000,0.10017772989941293,0.9832829791995021,0.3641323228407649,0.9953904766404754
8,1000,0.39102880472773616,0.871569084645276,0.3271594042018485,0.994146423517403
9,1000,0.14791543961704856,1.0198151501242279,0.2851371640928854,1.0039588699623199
10,1000,0.149005938523156,0.9514079504460251,0.30695131513502366,0.9937445330970139
11,1000,0.3389851429973327,0.9124934665133888,0.30298784802251183,1.0016173731144125
12,1000,0.17062123944949154,0.9259734066646855,0.3457767374893517,0.9991850087536516
13,1000,0.2817744306954423,1.0038092920511343,0.3776506020993465,1.0047846582326234
14,1000,0.6011984110016979,0.9420108635793114,0.3796690781730559,1.0030001337044614
15,1000,0.31970694646628967,0.9351311668747903,0.33323749779336936,0.9921222180720474
16,1000,0.07367136527282804,1.0095397033971094,0.2917693716709425,1.0047885749371597
17,1000,0.06811258231845745,0.9993766058636425,0.2908417566380908,1.0119966892257846
18,1000,0.29204777795204795,0.9828530253851433,0.341629565489436,1.002686494310439
19,1000,0.01808171051350599,0.9741816523893608,0.30991342852849296,1.0091463720113367
