task,train_seed,horizon,anchor_support,episode_id,num_anchors,global_mse,correct_mse,wrong_mean_mse,wrong_best_mse,terminal_global_mse,terminal_correct_mse,terminal_wrong_mean_mse,terminal_wrong_best_mse,mean_trajectory_global_mse,mean_trajectory_correct_mse,mean_trajectory_wrong_mean_mse,mean_trajectory_wrong_best_mse
pusht,0,1,horizon_valid,602,111,0.0242712160998217,0.01581726576671474,0.0971541855691907,0.03744214375268433,0.0242712160998217,0.01581726576671474,0.0971541855691907,0.03744214375268433,0.0242712160998217,0.01581726576671474,0.0971541855691907,0.03744214375268433
pusht,0,1,horizon_valid,610,143,0.001076081358901733,0.00105427010475342,0.11007549750644688,0.04500592045056132,0.001076081358901733,0.00105427010475342,0.11007549750644688,0.04500592045056132,0.001076081358901733,0.00105427010475342,0.11007549750644688,0.04500592045056132
pusht,0,1,horizon_valid,611,143,0.0010134567927090464,0.0010830711956393182,0.10749377368524397,0.044940888770152586,0.0010134567927090464,0.0010830711956393182,0.10749377368524397,0.044940888770152586,0.0010134567927090464,0.0010830711956393182,0.10749377368524397,0.044940888770152586
pusht,0,1,horizon_valid,620,143,0.0012760272863609195,0.0012936490977433724,0.10547980884785302,0.045435409513432404,0.0012760272863609195,0.0012936490977433724,0.10547980884785302,0.045435409513432404,0.0012760272863609195,0.0012936490977433724,0.10547980884785302,0.045435409513432404
pusht,0,1,horizon_valid,621,143,0.0012835556893793449,0.001089499022757107,0.11085377570494669,0.045188999834443584,0.0012835556893793449,0.001089499022757107,0.11085377570494669,0.045188999834443584,0.0012835556893793449,0.001089499022757107,0.11085377570494669,0.045188999834443584
pusht,0,1,horizon_valid,625,143,0.001374268205327607,0.0012986379600467056,0.11201898051080639,0.04583474303680388,0.001374268205327607,0.0012986379600467056,0.11201898051080639,0.04583474303680388,0.001374268205327607,0.0012986379600467056,0.11201898051080639,0.04583474303680388
pusht,0,1,horizon_valid,647,143,0.0017099364052552703,0.0018576549775605384,0.09076231528237182,0.04115200113021554,0.0017099364052552703,0.0018576549775605384,0.09076231528237182,0.04115200113021554,0.0017099364052552703,0.0018576549775605384,0.09076231528237182,0.04115200113021554
pusht,0,1,horizon_valid,655,143,0.0025943071287128604,0.002584874290293994,0.12128820186081975,0.042576569343356976,0.0025943071287128604,0.002584874290293994,0.12128820186081975,0.042576569343356976,0.0025943071287128604,0.002584874290293994,0.12128820186081975,0.042576569343356976
pusht,0,1,horizon_valid,664,143,0.0014005300768616877,0.0012863557246412718,0.11714227071644126,0.08200968674325443,0.0014005300768616877,0.0012863557246412718,0.11714227071644126,0.08200968674325443,0.0014005300768616877,0.0012863557246412718,0.11714227071644126,0.08200968674325443
pusht,0,1,horizon_valid,675,143,0.002078923346190648,0.002070061243757918,0.10036961422090164,0.03958812784045362,0.002078923346190648,0.002070061243757918,0.10036961422090164,0.03958812784045362,0.002078923346190648,0.002070061243757918,0.10036961422090164,0.03958812784045362
pusht,0,1,horizon_valid,685,143,0.002550852108788286,0.003668537305202335,0.09485430742241116,0.046563059476634056,0.002550852108788286,0.003668537305202335,0.09485430742241116,0.046563059476634056,0.002550852108788286,0.003668537305202335,0.09485430742241116,0.046563059476634056
pusht,0,1,horizon_valid,689,143,0.007558122342794326,0.007379078131838265,0.1209715413828413,0.07746985085777469,0.007558122342794326,0.007379078131838265,0.1209715413828413,0.07746985085777469,0.007558122342794326,0.007379078131838265,0.1209715413828413,0.07746985085777469
pusht,0,1,horizon_valid,696,143,0.003019033679233903,0.003206968032128106,0.10056062082766548,0.063070566393435,0.003019033679233903,0.003206968032128106,0.10056062082766548,0.063070566393435,0.003019033679233903,0.003206968032128106,0.10056062082766548,0.063070566393435
pusht,0,1,horizon_valid,717,110,0.000770382803933568,0.0008029061591845344,0.10850594075587154,0.028409662446938454,0.000770382803933568,0.0008029061591845344,0.10850594075587154,0.028409662446938454,0.000770382803933568,0.0008029061591845344,0.10850594075587154,0.028409662446938454
pusht,0,1,horizon_valid,721,110,0.0009423774323129858,0.0009241669008174954,0.1081673595996108,0.028582963047930125,0.0009423774323129858,0.0009241669008174954,0.1081673595996108,0.028582963047930125,0.0009423774323129858,0.0009241669008174954,0.1081673595996108,0.028582963047930125
pusht,0,1,horizon_valid,735,110,0.0010774733146800743,0.0011393315153492784,0.11048591581056826,0.029360087885817683,0.0010774733146800743,0.0011393315153492784,0.11048591581056826,0.029360087885817683,0.0010774733146800743,0.0011393315153492784,0.11048591581056826,0.029360087885817683
pusht,0,1,horizon_valid,766,110,0.001117889324748169,0.0011204833720429715,0.10204110236849043,0.027499005660965022,0.001117889324748169,0.0011204833720429715,0.10204110236849043,0.027499005660965022,0.001117889324748169,0.0011204833720429715,0.10204110236849043,0.027499005660965022
pusht,0,1,horizon_valid,767,110,0.0013206347151109102,0.0013601273491407153,0.11257558308637024,0.03021703044651076,0.0013206347151109102,0.0013601273491407153,0.11257558308637024,0.03021703044651076,0.0013206347151109102,0.0013601273491407153,0.11257558308637024,0.03021703044651076
pusht,0,1,horizon_valid,769,110,0.0022405388791495087,0.0019940342236209703,0.147891968827356,0.060887330838225104,0.0022405388791495087,0.0019940342236209703,0.147891968827356,0.060887330838225104,0.0022405388791495087,0.0019940342236209703,0.147891968827356,0.060887330838225104
pusht,0,1,horizon_valid,795,110,0.007913807035021652,0.008883384677094661,0.1289110018490729,0.0432442205788737,0.007913807035021652,0.008883384677094661,0.1289110018490729,0.0432442205788737,0.007913807035021652,0.008883384677094661,0.1289110018490729,0.0432442205788737
pusht,0,1,horizon_valid,802,110,0.012174049323022535,0.010495969944035592,0.07863820672500879,0.04524737930517982,0.012174049323022535,0.010495969944035592,0.07863820672500879,0.04524737930517982,0.012174049323022535,0.010495969944035592,0.07863820672500879,0.04524737930517982
pusht,0,1,horizon_valid,820,170,0.0010084446560701026,0.0010055078810717747,0.11207999038058059,0.052429233687272404,0.0010084446560701026,0.0010055078810717747,0.11207999038058059,0.052429233687272404,0.0010084446560701026,0.0010055078810717747,0.11207999038058059,0.052429233687272404
pusht,0,1,horizon_valid,840,170,0.001759910346043077,0.001906101098660763,0.10623026763136936,0.052375596150180656,0.001759910346043077,0.001906101098660763,0.10623026763136936,0.052375596150180656,0.001759910346043077,0.001906101098660763,0.10623026763136936,0.052375596150180656
pusht,0,1,horizon_valid,860,170,0.002016456187565756,0.0018369567012140417,0.0784905292401912,0.057809936389436614,0.002016456187565756,0.0018369567012140417,0.0784905292401912,0.057809936389436614,0.002016456187565756,0.0018369567012140417,0.0784905292401912,0.057809936389436614
pusht,0,1,horizon_valid,861,170,0.0013073950749137165,0.0013069948376676834,0.1343762928619981,0.07581828173030825,0.0013073950749137165,0.0013069948376676834,0.1343762928619981,0.07581828173030825,0.0013073950749137165,0.0013069948376676834,0.1343762928619981,0.07581828173030825
pusht,0,1,horizon_valid,882,170,0.0035268487530308503,0.003662270982064964,0.09273782576064524,0.05646955675089403,0.0035268487530308503,0.003662270982064964,0.09273782576064524,0.05646955675089403,0.0035268487530308503,0.003662270982064964,0.09273782576064524,0.05646955675089403
pusht,0,1,horizon_valid,900,170,0.0049136948134914475,0.004248946327853071,0.14597300892586218,0.10503857703331639,0.0049136948134914475,0.004248946327853071,0.14597300892586218,0.10503857703331639,0.0049136948134914475,0.004248946327853071,0.14597300892586218,0.10503857703331639
pusht,0,1,horizon_valid,902,170,0.00516893473070334,0.005549262625658337,0.11331695088404505,0.055022588498232994,0.00516893473070334,0.005549262625658337,0.11331695088404505,0.055022588498232994,0.00516893473070334,0.005549262625658337,0.11331695088404505,0.055022588498232994
pusht,0,1,horizon_valid,903,170,0.005038640598821289,0.004932147882166593,0.1332282978342846,0.09824173511005937,0.005038640598821289,0.004932147882166593,0.1332282978342846,0.09824173511005937,0.005038640598821289,0.004932147882166593,0.1332282978342846,0.09824173511005937
pusht,0,1,horizon_valid,912,107,0.0008218664495480056,0.0007651023665730293,0.13269685505330128,0.0277775294293223,0.0008218664495480056,0.0007651023665730293,0.13269685505330128,0.0277775294293223,0.0008218664495480056,0.0007651023665730293,0.13269685505330128,0.0277775294293223
pusht,0,1,horizon_valid,919,107,0.0007951478003284885,0.0006831317111739897,0.13289530131510005,0.027633673435829963,0.0007951478003284885,0.0006831317111739897,0.13289530131510005,0.027633673435829963,0.0007951478003284885,0.0006831317111739897,0.13289530131510005,0.027633673435829963
pusht,0,1,horizon_valid,923,107,0.0007289334896094574,0.0006172456397788129,0.13478503943239795,0.02783861358418286,0.0007289334896094574,0.0006172456397788129,0.13478503943239795,0.02783861358418286,0.0007289334896094574,0.0006172456397788129,0.13478503943239795,0.02783861358418286
pusht,0,1,horizon_valid,954,107,0.0012327470626544955,0.0011684998187043913,0.14096256130998933,0.029683432177037748,0.0012327470626544955,0.0011684998187043913,0.14096256130998933,0.029683432177037748,0.0012327470626544955,0.0011684998187043913,0.14096256130998933,0.029683432177037748
pusht,0,1,horizon_valid,960,107,0.0020496283578833297,0.0021592381049358833,0.10455997615495574,0.041355657730704154,0.0020496283578833297,0.0021592381049358833,0.10455997615495574,0.041355657730704154,0.0020496283578833297,0.0021592381049358833,0.10455997615495574,0.041355657730704154
pusht,0,1,horizon_valid,962,107,0.001958913864349189,0.002341825821030032,0.1401959747345585,0.03174461602428101,0.001958913864349189,0.002341825821030032,0.1401959747345585,0.03174461602428101,0.001958913864349189,0.002341825821030032,0.1401959747345585,0.03174461602428101
pusht,0,1,horizon_valid,972,107,0.0017241994333812515,0.0017640031325423036,0.130262470440221,0.03534469703347291,0.0017241994333812515,0.0017640031325423036,0.130262470440221,0.03534469703347291,0.0017241994333812515,0.0017640031325423036,0.130262470440221,0.03534469703347291
pusht,0,1,horizon_valid,979,107,0.0012754159793883309,0.0013044991738012791,0.1071840579073145,0.04445553036563307,0.0012754159793883309,0.0013044991738012791,0.1071840579073145,0.04445553036563307,0.0012754159793883309,0.0013044991738012791,0.1071840579073145,0.04445553036563307
pusht,0,1,horizon_valid,988,107,0.0015130717475696197,0.001721682357188384,0.10381107529403345,0.039423239410846175,0.0015130717475696197,0.001721682357188384,0.10381107529403345,0.039423239410846175,0.0015130717475696197,0.001721682357188384,0.10381107529403345,0.039423239410846175
pusht,0,1,horizon_valid,997,107,0.003152168359418147,0.0031105843635121466,0.09311665188320956,0.039905201769912635,0.003152168359418147,0.0031105843635121466,0.09311665188320956,0.039905201769912635,0.003152168359418147,0.0031105843635121466,0.09311665188320956,0.039905201769912635
