task,model,method,num_clusters,bures_mean,frozen_threshold,regional_mean_percent,global_mean_percent,delta_regional_minus_global_pp,regional_sd_across_train_seeds,global_sd_across_train_seeds,predicted_branch,point_estimate_winner,selection_correct,near_zero_0p4pp,paired_starts_verified
tworoom,LeWM,gmm,4,0.7039529692066876,0.508947854338762,57.82222222222222,58.13333333333333,-0.31111111111111,0.7698003589195025,1.22202018532156,Regional,Global,False,True,True
pusht,LeWM,gmm,4,0.47074572683254196,0.508947854338762,38.666666666666664,40.4,-1.7333333333333343,0.40000000000000213,0.3999999999999986,Global,Global,True,False,True
reacher,LeWM,gmm,4,0.48589617262216217,0.508947854338762,76.93333333333334,78.66666666666667,-1.7333333333333343,1.3920408678547391,1.0066445913694335,Global,Global,True,False,True
cube,LeWM,gmm,4,0.6279659684759744,0.508947854338762,51.15555555555556,48.13333333333333,3.0222222222222257,0.6301087501670163,0.9237604307034021,Regional,Regional,True,False,True
