task,partition_seed,train_seed,eval_seed,regional_percent,global_percent,delta_pp,regional_source,regional_sha256,global_source,global_sha256
cube,1,42,2,40.0,34.0,6.0,experiments/cube/matrix_k4_long/eval/gmm/partition1_train42/eval2/results.json,7a41588fe4a647ec8bb882204216b9b7cc68a2233dc2a124cef8248f241a7286,experiments/cube/matrix_k4_long/eval/global/train42/eval2/results.json,9c2ff17ea768c54ec701aa50da448d04d810feb4543f357818f12489153951ee
cube,1,42,3,50.0,48.0,2.0,experiments/cube/matrix_k4_long/eval/gmm/partition1_train42/eval3/results.json,c6124ad3c1a1d5e9f24e7b8cfcb3811ba3da7d98d18f77e1aabbb9032ba8c688,experiments/cube/matrix_k4_long/eval/global/train42/eval3/results.json,1b799f36300d68b9f57dbeffb899a793139be8d7024064396a99662cf71783bb
cube,1,42,4,56.00000000000001,57.99999999999999,-1.9999999999999858,experiments/cube/matrix_k4_long/eval/gmm/partition1_train42/eval4/results.json,2e79754c649327dc24e0393b5466923754793b22cdc7ce7c01ce77f71f6f8770,experiments/cube/matrix_k4_long/eval/global/train42/eval4/results.json,5eb9f060839793514ed5382bcfc5c681901b597a34fb52f2199c24dcebf064cb
cube,1,625,0,60.0,57.99999999999999,2.000000000000007,experiments/cube/matrix_k4_long/eval/gmm/partition1_train625/eval0/results.json,91891e34a7c1d61b0efa4d9bc7b608959916fa307c23384fb540d9d584d8ddb9,experiments/cube/matrix_k4_long/eval/global/train625/eval0/results.json,80a0f93ce3681e0f087066384222d45f06622b086638c5333260f0f3ea369cf3
cube,1,625,1,48.0,40.0,8.0,experiments/cube/matrix_k4_long/eval/gmm/partition1_train625/eval1/results.json,98a23cbee42f32812aec8b1e079c7f07428d84b2a39ff69757576023c78d0974,experiments/cube/matrix_k4_long/eval/global/train625/eval1/results.json,72c744e010b710d222a62b697d036c71eb486d0fa37e40d5506b652da7aaac80
cube,1,625,2,38.0,32.0,6.0,experiments/cube/matrix_k4_long/eval/gmm/partition1_train625/eval2/results.json,1f90f76d3e001c56b004a79d15a59b281ef58a7a5c0b00c0c7646125d0fd608e,experiments/cube/matrix_k4_long/eval/global/train625/eval2/results.json,68623d9b4355adb27dae2c75f3150ded3013623f33855e60065bfd9bd3021223
cube,1,625,3,48.0,48.0,0.0,experiments/cube/matrix_k4_long/eval/gmm/partition1_train625/eval3/results.json,f307e97bb877da49801e6e35ef6f7ed443f466cb83caa40fd514b3bf4025bd14,experiments/cube/matrix_k4_long/eval/global/train625/eval3/results.json,51def2e4c22f1b198ac13bf8db90410694a817141d81d7e6aea0a836d9c4f388
cube,1,625,4,64.0,60.0,4.0,experiments/cube/matrix_k4_long/eval/gmm/partition1_train625/eval4/results.json,f98dc2c88d36f545a6f6520c269474cf7fefc42614041a0e6ee1dece1a170802,experiments/cube/matrix_k4_long/eval/global/train625/eval4/results.json,8d35663d6a73f43b2bc7b78413c9d0d9319a3ffed5d78961d590d9b93bcd7bf4
cube,2,0,0,54.0,54.0,0.0,experiments/cube/matrix_k4_long/eval/gmm/partition2_train0/eval0/results.json,0817348f3ff0a033fac2dba6005fbe97b0fb3e2964164ae272282c870f5a3b06,experiments/cube/matrix_k4_long/eval/global/train0/eval0/results.json,48d18490c0f1792274fb1eb89805f9eb48eb9f5e384b15728389259146ec2088
cube,2,0,1,50.0,48.0,2.0,experiments/cube/matrix_k4_long/eval/gmm/partition2_train0/eval1/results.json,13cc246678b6dcfd84f055bb314d2af65360b5aa1f86f061e10336a212a5f3fd,experiments/cube/matrix_k4_long/eval/global/train0/eval1/results.json,de99735f777d4c4b1ff443c89d287dd9e470fad9759c98e7e9c441dde418e3b6
