seed,mode,success_rate,successes,num_eval,out_dir
0,joint_continue_1ep,90.0,45,50,experiments/real_gauge_drift/results/tworoom_success_rate_joint_continue_1ep_trainseed42_short_evalseed0
1,joint_continue_1ep,94.0,47,50,experiments/real_gauge_drift/results/tworoom_success_rate_joint_continue_1ep_trainseed42_short_evalseed1
2,joint_continue_1ep,84.0,42,50,experiments/real_gauge_drift/results/tworoom_success_rate_joint_continue_1ep_trainseed42_short_evalseed2
3,joint_continue_1ep,88.0,44,50,experiments/real_gauge_drift/results/tworoom_success_rate_joint_continue_1ep_trainseed42_short_evalseed3
4,joint_continue_1ep,88.0,44,50,experiments/real_gauge_drift/results/tworoom_success_rate_joint_continue_1ep_trainseed42_short_evalseed4
